subnet_24,n_ip,n_member,n_lv3_chain,member_per_ip,n_orders,valid_bet,game_pnl,audit_rn,batch_id
58.136.230.0/24,8,8,5,1.0000000,1127,36182.4359584338,-2049.1431034175,20079,1
58.136.240.0/24,5,8,5,1.6000000,107,1651.4682579223,-429.2381934571,20080,1
58.136.32.0/24,6,8,5,1.3333333,653,2530.8270740825,52.4779768790,20081,1
58.136.44.0/24,8,8,6,1.0000000,802,4439.4179777785,-894.1253521346,20082,1
58.136.46.0/24,10,8,8,0.8000000,341,9852.4366127627,-660.5010943368,20083,1
58.136.60.0/24,6,8,5,1.3333333,7050,64827.1815719867,-347.9057002032,20084,1
58.136.77.0/24,9,8,6,0.8888889,159,9071.0742485130,417.9756182277,20085,1
58.136.80.0/24,10,8,6,0.8000000,981,31946.9462567813,-623.9504740229,20086,1
58.136.83.0/24,7,8,5,1.1428571,83,1236.7636397875,-223.0389980740,20087,1
58.186.111.0/24,6,8,3,1.3333333,112,32942.9575593973,-641.1673215626,20088,1
58.186.113.0/24,4,8,3,2.0000000,155,21952.0194007922,1007.6482302715,20089,1
58.186.130.0/24,9,8,5,0.8888889,90,21431.2161320353,-2679.4626646212,20090,1
58.186.174.0/24,6,8,3,1.3333333,46,1342.4116098912,249.8038794467,20091,1
58.186.211.0/24,8,8,4,1.0000000,162,12452.1907812177,765.1779668497,20092,1
58.186.255.0/24,8,8,3,1.0000000,153,8560.9511600135,-1729.2028192703,20093,1
58.186.59.0/24,8,8,6,1.0000000,572,14350.4829585851,-431.9153210933,20094,1
58.186.75.0/24,4,8,3,2.0000000,317,32951.5221045319,662.5866349081,20095,1
58.186.98.0/24,7,8,5,1.1428571,314,80642.6731741457,-2948.3647682440,20096,1
58.187.160.0/24,7,8,3,1.1428571,168,5814.9509300181,-1111.8770534123,20097,1
58.187.161.0/24,6,8,3,1.3333333,246,24001.2985430967,7610.6781333444,20098,1
58.187.167.0/24,5,8,3,1.6000000,96,603.7852817458,-135.8301294690,20099,1
58.187.174.0/24,7,8,5,1.1428571,741,10457.6276903487,-545.7576197148,20100,1
58.187.180.0/24,8,8,5,1.0000000,89,2278.4541851162,-175.0749389389,20101,1
58.187.247.0/24,4,8,4,2.0000000,444,28704.4698111801,783.4718847637,20102,1
58.187.70.0/24,7,8,5,1.1428571,214,9202.6903258883,-2610.2428344467,20103,1
58.187.79.0/24,7,8,5,1.1428571,158,8318.7852443826,-210.5831126023,20104,1
58.187.84.0/24,7,8,5,1.1428571,141,3056.0334948212,-571.4909999339,20105,1
58.216.103.0/24,8,8,1,1.0000000,245,7282.0000000000,-143.8500000000,20106,1
58.216.118.0/24,8,8,1,1.0000000,171,3040.0000000000,-762.8000000000,20107,1
58.216.6.0/24,8,8,2,1.0000000,700,53858.0000000000,2084.3000000000,20108,1
58.252.253.0/24,3,8,3,2.6666667,608,6575.0000000000,-38.0000000000,20109,1
58.64.41.0/24,1,8,5,8.0000000,383,12618.0281715426,936.3099978404,20110,1
59.129.176.0/24,1,8,5,8.0000000,87,3946.1171223692,-227.6064681873,20111,1
60.248.245.0/24,2,8,2,4.0000000,146,23160.2432473068,-2456.1489916378,20112,1
60.53.22.0/24,9,8,7,0.8888889,1808,306319.9645109932,-5899.6744412962,20113,1
61.171.230.0/24,8,8,2,1.0000000,200,17188.0000000000,-1622.4000000000,20114,1
61.220.125.0/24,1,8,4,8.0000000,13,268.0716797567,-5.4189198576,20115,1
61.245.121.0/24,2,8,3,4.0000000,415,25969.3825999109,1207.4570677787,20116,1
61.7.146.0/24,5,8,6,1.6000000,575,8450.9119209226,-330.5569352073,20117,1
61.7.157.0/24,6,8,6,1.3333333,93,985.6009687417,-102.8171593724,20118,1
64.226.63.0/24,20,8,4,0.4000000,353,16611.0440620577,966.1719123409,20119,1
71.146.126.0/24,1,8,1,8.0000000,174148,4836578.0000000000,-158658.6000000000,20120,1
73.115.186.0/24,1,8,1,8.0000000,34963,12498288.0067569098,-338047.2128379666,20121,1
80.241.249.0/24,1,8,1,8.0000000,37,5923.0000000000,-2039.3000000000,20122,1
85.117.229.0/24,6,8,4,1.3333333,41,1752.9021389864,482.5659106204,20123,1
85.204.244.0/24,1,8,4,8.0000000,152,1344.5229317795,111.2921146472,20124,1
86.48.11.0/24,18,8,4,0.4444444,978,107640.6079106219,112.1446274323,20125,1
89.187.161.0/24,3,8,5,2.6666667,252,130743.5203336916,-3105.5921534031,20126,1
96.246.95.0/24,1,8,1,8.0000000,1371,6934949.2876028458,-4564.3268948402,20127,1
96.62.214.0/24,9,8,6,0.8888889,164,9476.9457183453,-1082.5737779499,20128,1
1.0.159.0/24,7,7,5,1.0000000,100,1968.9009414528,-68.9638372302,20129,1
1.0.220.0/24,6,7,6,1.1666667,30,571.3775862642,-304.3599645254,20130,1
1.0.227.0/24,6,7,5,1.1666667,220,9627.4897379426,1366.5964518936,20131,1
1.0.237.0/24,5,7,5,1.4000000,207,2943.9352331090,-218.8674559293,20132,1
1.0.240.0/24,7,7,5,1.0000000,197,1034.5012670530,53.6812079877,20133,1
1.0.244.0/24,7,7,7,1.0000000,937,5951.5242320534,-249.0067591736,20134,1
1.0.246.0/24,7,7,7,1.0000000,1348,13638.2987623811,-992.4987478977,20135,1
1.1.156.0/24,5,7,5,1.4000000,312,1222.2847327241,28.7300863345,20136,1
1.1.161.0/24,9,7,4,0.7777778,1698,505990.7874161704,3628.9146083642,20137,1
1.1.170.0/24,9,7,5,0.7777778,332,91157.1849717483,-121.8959733969,20138,1
1.1.187.0/24,7,7,4,1.0000000,117,1609.5022132641,-198.3210099410,20139,1
1.1.202.0/24,6,7,5,1.1666667,234,24877.8808225799,1006.5765504942,20140,1
1.1.209.0/24,7,7,7,1.0000000,440,19654.0759634527,1766.2576797282,20141,1
1.1.210.0/24,7,7,6,1.0000000,184,1688.8537609792,-204.3278296488,20142,1
1.1.230.0/24,7,7,5,1.0000000,211,3629.1309860521,-810.5684505627,20143,1
1.10.139.0/24,8,7,6,0.8750000,894,23678.2164634715,-167.2399490964,20144,1
1.10.209.0/24,7,7,5,1.0000000,237,3320.2718262499,-751.6304871693,20145,1
1.10.225.0/24,7,7,6,1.0000000,413,176381.9627855257,1132.6088307811,20146,1
1.10.233.0/24,8,7,6,0.8750000,215,9195.6997719398,493.9807709243,20147,1
1.10.237.0/24,6,7,5,1.1666667,351,2655.7400133766,247.8807392418,20148,1
1.179.245.0/24,7,7,5,1.0000000,174,3132.9503945964,-136.5457951606,20149,1
1.2.129.0/24,7,7,3,1.0000000,330,2856.5938883137,-280.2248645801,20150,1
1.2.136.0/24,6,7,4,1.1666667,145,3580.5172930795,-313.3173176836,20151,1
1.2.141.0/24,7,7,4,1.0000000,232,13661.0354284485,-4574.8665627143,20152,1
1.2.146.0/24,6,7,6,1.1666667,105,10197.5708488340,555.2480798711,20153,1
1.2.155.0/24,7,7,6,1.0000000,142,680.9206944645,-82.7687806888,20154,1
1.2.171.0/24,6,7,6,1.1666667,219,217097.0523001673,33819.4376254027,20155,1
1.2.182.0/24,7,7,6,1.0000000,94,3054.2661451983,131.8823847931,20156,1
1.2.200.0/24,7,7,5,1.0000000,1330,25170.0098292793,-60.2682030328,20157,1
1.2.204.0/24,7,7,6,1.0000000,804,14267.5047982561,-48.4893621637,20158,1
1.2.205.0/24,8,7,6,0.8750000,505,8616.0641769389,1483.0677794907,20159,1
1.2.214.0/24,6,7,7,1.1666667,132,1518.7586376125,-261.7274666764,20160,1
1.2.216.0/24,7,7,6,1.0000000,579,2992.3304431237,-178.1033274920,20161,1
1.2.219.0/24,9,7,5,0.7777778,1390,18865.4036567904,-671.2346803383,20162,1
1.2.234.0/24,9,7,7,0.7777778,682,14123.0003281744,-1472.1713828537,20163,1
1.2.247.0/24,6,7,5,1.1666667,399,5119.8174730508,333.5838464412,20164,1
1.20.171.0/24,7,7,7,1.0000000,1014,10523.4187989855,-726.2506578089,20165,1
1.20.203.0/24,6,7,5,1.1666667,424,13322.1080853612,-728.5152944033,20166,1
1.20.206.0/24,7,7,6,1.0000000,1396,9905.0295312070,-1246.2705526839,20167,1
1.20.232.0/24,7,7,3,1.0000000,96,6835.0395271138,-2477.5991979758,20168,1
1.202.120.0/24,8,7,3,0.8750000,93,12910.0000000000,3002.5000000000,20169,1
1.4.146.0/24,5,7,6,1.4000000,659,23462.0320700647,-1001.8154039529,20170,1
1.4.147.0/24,7,7,6,1.0000000,209,2117.3832235421,-403.6649880406,20171,1
1.4.158.0/24,3,7,4,2.3333333,1369,12282.0413899730,-667.7117498742,20172,1
1.4.162.0/24,6,7,5,1.1666667,202,5715.1336041751,934.5963502048,20173,1
1.4.166.0/24,7,7,5,1.0000000,960,8419.8811428840,-259.6864808553,20174,1
1.4.176.0/24,7,7,4,1.0000000,68,1409.9101362578,59.3679229399,20175,1
1.4.177.0/24,6,7,4,1.1666667,156,9958.6347467135,1779.8841232225,20176,1
1.4.187.0/24,7,7,4,1.0000000,1102,15293.2950712112,-94.7050174271,20177,1
1.4.191.0/24,7,7,4,1.0000000,398,7811.7501513344,129.7560070497,20178,1
1.4.227.0/24,7,7,5,1.0000000,40,1452.8214150751,-294.7156961539,20179,1
1.4.229.0/24,6,7,7,1.1666667,130,3222.2905533047,-2195.7999665855,20180,1
1.4.239.0/24,6,7,5,1.1666667,134,1051.5982822775,-76.5746969415,20181,1
1.4.252.0/24,7,7,5,1.0000000,89,2517.4688576753,-1175.7304662075,20182,1
1.48.105.0/24,7,7,4,1.0000000,35,2214.0000000000,753.4500000000,20183,1
1.48.107.0/24,8,7,4,0.8750000,90,6324.0000000000,186.5500000000,20184,1
1.48.192.0/24,8,7,4,0.8750000,59,1613.0000000000,-790.5000000000,20185,1
1.48.219.0/24,7,7,3,1.0000000,437,60520.0000000000,155.5000000000,20186,1
1.48.223.0/24,8,7,3,0.8750000,367,107854.0000000000,14649.0500000000,20187,1
1.49.102.0/24,7,7,3,1.0000000,66,2283.0000000000,-542.4500000000,20188,1
1.49.176.0/24,7,7,3,1.0000000,127,10836.0000000000,1783.5000000000,20189,1
1.49.96.0/24,7,7,3,1.0000000,152,10018.0000000000,1330.7000000000,20190,1
1.52.166.0/24,7,7,5,1.0000000,611,21007.5499251883,736.6821498708,20191,1
1.52.176.0/24,8,7,4,0.8750000,155,31141.4763072785,-7872.8865394290,20192,1
1.52.20.0/24,7,7,5,1.0000000,39,5789.2040070377,1580.5984061154,20193,1
1.52.254.0/24,5,7,4,1.4000000,67,1597.8315561275,226.3322430878,20194,1
1.52.29.0/24,6,7,5,1.1666667,540,32637.3505572917,-2152.8918985833,20195,1
1.52.87.0/24,6,7,3,1.1666667,47,4564.2696539667,-527.8783709669,20196,1
1.52.92.0/24,7,7,3,1.0000000,15,704.5602852552,-259.9224295891,20197,1
1.53.0.0/24,5,7,4,1.4000000,26,236.6775974186,81.9817571316,20198,1
1.53.1.0/24,6,7,5,1.1666667,357,18819.6427527009,1161.6549264474,20199,1
1.53.145.0/24,6,7,6,1.1666667,115,3977.9182946525,-698.9146358738,20200,1
1.53.177.0/24,6,7,3,1.1666667,64,587.6636047737,170.8855943598,20201,1
1.53.185.0/24,7,7,4,1.0000000,129,1783.7770267713,42.9309617445,20202,1
1.53.246.0/24,7,7,4,1.0000000,188,37847.5521360485,-2123.3131234461,20203,1
1.53.71.0/24,7,7,2,1.0000000,123,6381.3488002538,-317.8928463764,20204,1
1.53.76.0/24,6,7,4,1.1666667,174,3997.9815704085,44.0568830143,20205,1
1.53.77.0/24,6,7,4,1.1666667,263,13753.5997066874,-715.9611083103,20206,1
1.53.78.0/24,5,7,3,1.4000000,831,208977.8939792800,-16650.5196164576,20207,1
1.53.91.0/24,5,7,4,1.4000000,380,10561.8355455508,1040.2913623063,20208,1
1.54.175.0/24,7,7,5,1.0000000,54,1107.3262737968,-573.2885815853,20209,1
1.54.230.0/24,7,7,4,1.0000000,771,4529.2217389562,55.2264048377,20210,1
1.54.234.0/24,9,7,4,0.7777778,479,12546.6127136968,362.0449967701,20211,1
1.54.28.0/24,5,7,3,1.4000000,170,5498.3764037994,50.2522966294,20212,1
1.54.43.0/24,4,7,3,1.7500000,457,25450.5931629346,60.6894222064,20213,1
1.54.48.0/24,5,7,2,1.4000000,499,25664.5694660002,-2351.1341204652,20214,1
1.54.69.0/24,7,7,4,1.0000000,154,17558.1776208021,2042.6210490877,20215,1
1.54.77.0/24,6,7,4,1.1666667,107,10513.5113372510,1414.3270650009,20216,1
1.55.122.0/24,7,7,3,1.0000000,681,8987.6068728209,1643.2573614842,20217,1
1.55.177.0/24,5,7,5,1.4000000,220,51705.7030123744,2251.8999024643,20218,1
1.55.189.0/24,6,7,5,1.1666667,158,1511.7049571240,-167.3025331907,20219,1
1.55.220.0/24,4,7,3,1.7500000,84,4108.5929434132,-578.4550965527,20220,1
1.55.228.0/24,7,7,3,1.0000000,107,1003.3404087462,-122.0402330139,20221,1
1.55.232.0/24,6,7,3,1.1666667,58,1593.2309162334,-208.7767601423,20222,1
1.55.234.0/24,5,7,5,1.4000000,71,546.8606765808,16.6007228837,20223,1
1.55.235.0/24,6,7,3,1.1666667,87,10636.5337844652,-1391.6515284022,20224,1
1.55.92.0/24,6,7,3,1.1666667,1280,76372.3997400677,-1747.8729209498,20225,1
1.55.97.0/24,6,7,3,1.1666667,58,1364.9520978629,598.9760238260,20226,1
101.10.14.0/24,5,7,4,1.4000000,1835,123523.2371164783,-285.3220084084,20227,1
101.10.171.0/24,6,7,3,1.1666667,159,19511.6837676730,3879.3514968214,20228,1
101.108.113.0/24,6,7,4,1.1666667,597,13663.3970179049,-208.9034263214,20229,1
101.108.115.0/24,7,7,5,1.0000000,1438,18028.2072381895,-1393.3696480919,20230,1
101.108.117.0/24,5,7,4,1.4000000,170,2003.6073565045,-465.5244407131,20231,1
101.108.118.0/24,7,7,6,1.0000000,204,8259.9847430408,116.2037917419,20232,1
101.108.12.0/24,6,7,5,1.1666667,129,5699.6802410795,-854.5480065818,20233,1
101.108.123.0/24,6,7,5,1.1666667,653,6722.6771623203,420.4818424542,20234,1
101.108.133.0/24,6,7,6,1.1666667,33,2101.4807051298,90.4618469790,20235,1
101.108.147.0/24,7,7,7,1.0000000,123,5118.1304999515,-507.4219740221,20236,1
101.108.149.0/24,7,7,4,1.0000000,212,6619.8842407416,491.2191651541,20237,1
101.108.15.0/24,7,7,5,1.0000000,100,1111.8726303756,-62.3464181550,20238,1
101.108.162.0/24,8,7,7,0.8750000,508,7846.7859007268,-1450.1090886738,20239,1
101.108.179.0/24,6,7,5,1.1666667,120,2434.8295399521,-871.5353544894,20240,1
101.108.186.0/24,7,7,4,1.0000000,119,1039.3461152636,-120.2826728589,20241,1
101.108.195.0/24,8,7,6,0.8750000,157,3182.4326747831,-471.3851156377,20242,1
101.108.206.0/24,6,7,5,1.1666667,357,3793.3718608181,436.9816412966,20243,1
101.108.25.0/24,9,7,6,0.7777778,975,8658.9454544202,-88.6978969244,20244,1
101.108.253.0/24,7,7,6,1.0000000,469,8933.3807085590,149.1980681356,20245,1
101.108.34.0/24,7,7,4,1.0000000,225,2692.4020172921,-205.5933695631,20246,1
101.108.36.0/24,7,7,6,1.0000000,72,1910.8505100830,314.0135188744,20247,1
101.108.37.0/24,7,7,5,1.0000000,434,17053.8024443474,619.8856689981,20248,1
101.108.66.0/24,6,7,5,1.1666667,191,4300.4140668138,344.5105072472,20249,1
101.108.74.0/24,8,7,6,0.8750000,380,8723.1689312833,230.6664591046,20250,1
101.108.78.0/24,7,7,6,1.0000000,582,574138.9824917292,-44065.6650261385,20251,1
101.108.99.0/24,6,7,6,1.1666667,50,970.7846767553,-273.3832581749,20252,1
101.109.111.0/24,6,7,4,1.1666667,304,4515.6429462210,421.2497166140,20253,1
101.109.127.0/24,6,7,5,1.1666667,260,4253.1210047993,1077.1308489264,20254,1
101.109.133.0/24,8,7,5,0.8750000,487,16779.9961935230,-1998.3387689289,20255,1
101.109.146.0/24,8,7,5,0.8750000,1318,20612.9660413861,-685.1526888909,20256,1
101.109.148.0/24,7,7,6,1.0000000,181,46995.8934091418,-6195.6671619352,20257,1
101.109.151.0/24,8,7,4,0.8750000,3938,125045.2666973866,-6205.0049503533,20258,1
101.109.153.0/24,6,7,6,1.1666667,326,10583.9417414890,-2607.8138901184,20259,1
101.109.157.0/24,7,7,5,1.0000000,2725,47396.6858169883,-1523.3732331612,20260,1
101.109.163.0/24,7,7,5,1.0000000,325,4858.0719036465,39.3648874356,20261,1
101.109.17.0/24,6,7,6,1.1666667,276,91158.9300566065,3787.6329070420,20262,1
101.109.170.0/24,11,7,6,0.6363636,520,80091.3119674662,4068.9136061236,20263,1
101.109.171.0/24,6,7,6,1.1666667,402,45244.5165178083,-8375.0273526312,20264,1
101.109.190.0/24,7,7,4,1.0000000,226,7701.4016780117,708.5102723986,20265,1
101.109.191.0/24,6,7,4,1.1666667,111,703.9563072869,11.5856999868,20266,1
101.109.198.0/24,7,7,6,1.0000000,226,4580.9157976730,-416.7373223422,20267,1
101.109.2.0/24,7,7,6,1.0000000,129,6202.9805776768,-1128.7494268287,20268,1
101.109.210.0/24,7,7,5,1.0000000,372,2611.2766795015,-487.8123465555,20269,1
101.109.213.0/24,7,7,6,1.0000000,128,788.9328515987,-11.6310774578,20270,1
101.109.216.0/24,6,7,5,1.1666667,583,16437.2307000400,-1042.4196428392,20271,1
101.109.23.0/24,8,7,5,0.8750000,813,5850.6766062652,-402.4732214417,20272,1
101.109.25.0/24,5,7,7,1.4000000,307,4695.8132043907,-434.7600426683,20273,1
101.109.27.0/24,6,7,5,1.1666667,89,4907.9614666070,-313.8553895045,20274,1
101.109.43.0/24,7,7,5,1.0000000,534,10260.7137445958,1050.8333820497,20275,1
101.109.53.0/24,9,7,5,0.7777778,8282,168534.5840204195,-10625.8698815257,20276,1
101.109.55.0/24,8,7,6,0.8750000,1437,26549.9653421001,-1694.0196342989,20277,1
101.109.59.0/24,7,7,5,1.0000000,2525,38487.2325848190,-442.2352396638,20278,1
101.109.64.0/24,7,7,5,1.0000000,362,5686.2273206426,314.3379883564,20279,1
101.109.67.0/24,7,7,6,1.0000000,188,8043.4400602827,212.2281724846,20280,1
101.109.68.0/24,5,7,5,1.4000000,440,4972.0037928161,46.7150617775,20281,1
101.109.70.0/24,4,7,5,1.7500000,203,1851.4577045743,-217.2641832314,20282,1
101.109.85.0/24,6,7,4,1.1666667,157,13028.2410900021,-1568.5096339386,20283,1
101.109.9.0/24,6,7,4,1.1666667,665,25582.7136061571,1407.3067647120,20284,1
101.109.95.0/24,7,7,5,1.0000000,137,2100.2531658427,53.0436894042,20285,1
101.12.158.0/24,7,7,5,1.0000000,965,32950.2958376540,-797.2941140250,20286,1
101.12.235.0/24,5,7,6,1.4000000,799,17144.9653418089,-5.5233011655,20287,1
101.127.153.0/24,1,7,2,7.0000000,6581,489843.1395046509,-9627.4804858908,20288,1
101.127.171.0/24,2,7,4,3.5000000,322,3370.6554459934,-282.2544791478,20289,1
101.51.101.0/24,6,7,5,1.1666667,439,1708.8422956972,-32.7203411611,20290,1
101.51.103.0/24,6,7,5,1.1666667,726,7313.0573412844,256.7612426999,20291,1
101.51.112.0/24,5,7,6,1.4000000,160,2698.1641189522,-148.8066939308,20292,1
101.51.136.0/24,7,7,6,1.0000000,281,3063.2532709079,319.7653180260,20293,1
101.51.148.0/24,7,7,4,1.0000000,712,15432.2941978689,805.5710965053,20294,1
101.51.161.0/24,8,7,5,0.8750000,2037,39432.5313826526,-1043.2601856696,20295,1
101.51.173.0/24,7,7,4,1.0000000,938,18763.6552171759,-2454.4960727990,20296,1
101.51.237.0/24,7,7,6,1.0000000,40,311.6488467973,-184.2294863478,20297,1
101.51.244.0/24,5,7,6,1.4000000,477,17542.2230928474,807.6850924433,20298,1
101.51.252.0/24,6,7,4,1.1666667,1064,10405.3361165911,-2761.6856372684,20299,1
101.51.26.0/24,8,7,6,0.8750000,165,7175.8523393757,344.2260939826,20300,1
101.51.31.0/24,6,7,5,1.1666667,281,4714.5021627002,-123.7080859399,20301,1
101.51.58.0/24,7,7,6,1.0000000,287,5851.8577937111,-548.2731777516,20302,1
101.51.63.0/24,4,7,6,1.7500000,229,1557.6411959363,-203.3557857899,20303,1
101.51.72.0/24,5,7,6,1.4000000,265,148157.3087183503,27215.8950525933,20304,1
101.51.94.0/24,7,7,6,1.0000000,169,3562.0738799837,-131.1054921826,20305,1
101.9.123.0/24,6,7,5,1.1666667,330,132536.9181333885,-27229.4370736118,20306,1
101.9.201.0/24,9,7,6,0.7777778,2576,62544.4900028459,-3914.7853926117,20307,1
101.90.158.0/24,6,7,3,1.1666667,129,20261.0000000000,-4557.5000000000,20308,1
101.99.32.0/24,5,7,4,1.4000000,13,690.9621255586,-271.9945286046,20309,1
103.108.230.0/24,3,7,6,2.3333333,40,816.5227773844,-53.6479437295,20310,1
103.116.57.0/24,11,7,5,0.6363636,177,32021.6923707493,-3901.1593937528,20311,1
103.121.169.0/24,6,7,5,1.1666667,172,42206.8575860436,-11301.8968745987,20312,1
103.121.17.0/24,7,7,4,1.0000000,188,7274.1184071463,546.2415990375,20313,1
103.121.189.0/24,4,7,5,1.7500000,2217,60871.9374940786,-9338.4698559452,20314,1
103.125.189.0/24,6,7,5,1.1666667,76,6342.8976811936,628.5662790879,20315,1
103.125.216.0/24,2,7,3,3.5000000,120,1037.1947693176,-86.1969121931,20316,1
103.126.161.0/24,1,7,1,7.0000000,64,5340.6022578230,-1177.6814873863,20317,1
103.127.218.0/24,5,7,4,1.4000000,73,7486.5752459154,449.9700142605,20318,1
103.13.35.0/24,16,7,5,0.4375000,270,5277.6272099234,164.0733389016,20319,1
103.131.56.0/24,5,7,3,1.4000000,465,52475.2835111682,5709.7071308838,20320,1
103.132.10.0/24,7,7,5,1.0000000,1061,395430.5199831199,30035.8600322446,20321,1
103.135.217.0/24,14,7,4,0.5000000,184,2324.4244103609,-63.0679083746,20322,1
103.136.110.0/24,2,7,2,3.5000000,23,407.3664416588,-13.3771412291,20323,1
103.136.111.0/24,4,7,6,1.7500000,1275,69057.5922414543,-3080.9060400623,20324,1
103.136.58.0/24,8,7,4,0.8750000,281,8859.3380844064,-726.8855788817,20325,1
103.137.210.0/24,9,7,6,0.7777778,581,9109.3563374327,874.2685671029,20326,1
103.138.14.0/24,8,7,3,0.8750000,454,40205.5220418456,2834.7259393318,20327,1
103.144.14.0/24,6,7,5,1.1666667,68,3709.6083830760,-1349.8771069056,20328,1
103.150.218.0/24,6,7,5,1.1666667,528,18464.6621091365,-131.5792733005,20329,1
103.153.254.0/24,1,7,1,7.0000000,12,214.9351526368,150.5312223522,20330,1
103.156.154.0/24,11,7,5,0.6363636,203,10211.7466071877,-475.9501272963,20331,1
103.156.155.0/24,17,7,4,0.4117647,221,22727.3176563441,-8466.3739213113,20332,1
103.158.161.0/24,10,7,4,0.7000000,67,5074.5926928281,-3269.3591339648,20333,1
103.16.214.0/24,5,7,2,1.4000000,241,9224.3054891043,-46.1936063254,20334,1
103.162.30.0/24,1,7,4,7.0000000,148333,391898.9034818189,-6111.1115809770,20335,1
103.167.91.0/24,5,7,5,1.4000000,239,6989.5231031172,-1950.0902067339,20336,1
103.169.172.0/24,2,7,5,3.5000000,587,95061.3561050700,1441.0112814489,20337,1
103.17.215.0/24,2,7,4,3.5000000,71,2462.8288333569,-880.2714814087,20338,1
103.172.66.0/24,4,7,2,1.7500000,382,11303.5045875483,-1565.9923040213,20339,1
103.172.67.0/24,4,7,3,1.7500000,135,15657.6991884778,-1333.6389122372,20340,1
103.176.111.0/24,3,7,3,2.3333333,80,3955.4792403982,-819.1215633926,20341,1
103.185.185.0/24,3,7,3,2.3333333,9,48.6481397004,-38.5792062328,20342,1
103.188.169.0/24,5,7,4,1.4000000,8676,618556.5530866679,-9464.9091399662,20343,1
103.190.106.0/24,5,7,3,1.4000000,131,5075.1398093601,73.2547981904,20344,1
103.209.61.0/24,6,7,3,1.1666667,22,2019.1552052762,-1878.6963153900,20345,1
103.210.9.0/24,14,7,2,0.5000000,854,77962.4678467898,-8000.7416590059,20346,1
103.214.148.0/24,6,7,5,1.1666667,75,14544.9433319620,-362.3309322581,20347,1
103.237.114.0/24,5,7,4,1.4000000,1712,506321.6718290413,-16466.6414504604,20348,1
103.240.68.0/24,7,7,6,1.0000000,4768,196889.9126873079,-7688.4893951272,20349,1
103.242.105.0/24,7,7,5,1.0000000,35,190.4184312465,-36.1705549926,20350,1
103.245.166.0/24,3,7,7,2.3333333,200,1529.2960083893,-33.9510156696,20351,1
103.3.139.0/24,9,7,3,0.7777778,149,9117.0000000000,1544.9000000000,20352,1
103.30.11.0/24,5,7,4,1.4000000,61,5597.4531785943,-333.3660547729,20353,1
103.39.72.0/24,1,7,5,7.0000000,1182,51515.5134568971,186.7700963652,20354,1
103.49.41.0/24,4,7,5,1.7500000,36,16451.8876637817,-14098.4295484441,20355,1
103.5.127.0/24,7,7,6,1.0000000,687,35546.3827121023,-3302.9089539965,20356,1
103.6.248.0/24,4,7,5,1.7500000,703,131838.9260553299,-2356.6794046668,20357,1
103.75.72.0/24,5,7,1,1.4000000,521,24430.5078785372,2737.3073772343,20358,1
103.80.82.0/24,4,7,5,1.7500000,104,1856.6194005947,282.0147666412,20359,1
103.86.116.0/24,3,7,3,2.3333333,40,487.9702453303,10.6063834060,20360,1
103.95.24.0/24,10,7,2,0.7000000,350,32157.3651855196,-7330.2256748809,20361,1
103.95.25.0/24,11,7,3,0.6363636,484,29525.2928449781,2803.8371365235,20362,1
103.96.243.0/24,2,7,5,3.5000000,337,328527.8453298054,12161.0230210842,20363,1
103.96.248.0/24,7,7,5,1.0000000,1489,1538555.7401189327,-62089.2072591550,20364,1
103.97.2.0/24,10,7,5,0.7000000,121,45561.3715592297,-6987.5070354413,20365,1
104.28.117.0/24,6,7,5,1.1666667,451,44249.1600458801,-2278.9923976329,20366,1
104.28.237.0/24,3,7,5,2.3333333,69,6332.4685270912,1544.6804286262,20367,1
106.155.12.0/24,12,7,5,0.5833333,1813,47080.4932331905,-3737.3312268894,20368,1
106.155.13.0/24,16,7,3,0.4375000,2881,56939.2411605605,-3511.3918411547,20369,1
106.155.8.0/24,18,7,6,0.3888889,1604,51721.5199454163,-3121.3801216761,20370,1
106.16.161.0/24,7,7,4,1.0000000,605,13485.0000000000,355.7000000000,20371,1
106.16.185.0/24,7,7,5,1.0000000,107,20570.0000000000,462.4500000000,20372,1
106.16.210.0/24,5,7,3,1.4000000,471,32081.0000000000,-631.2500000000,20373,1
106.16.218.0/24,7,7,4,1.0000000,197,38927.0000000000,-505.8500000000,20374,1
106.16.234.0/24,5,7,2,1.4000000,859,291778.0000000000,-17993.4000000000,20375,1
106.192.103.0/24,14,7,4,0.5000000,993,5392.0831286789,-193.1480356268,20376,1
106.192.105.0/24,12,7,4,0.5833333,226,8352.3640371490,-476.7660572839,20377,1
106.192.16.0/24,7,7,3,1.0000000,58,449.7863364178,-12.1593129162,20378,1
106.192.179.0/24,10,7,4,0.7000000,247,31860.0184262651,-4703.7160896697,20379,1
106.192.180.0/24,12,7,3,0.5833333,480,5458.7628105793,124.3798694581,20380,1
106.192.191.0/24,9,7,3,0.7777778,108,4913.5554589698,2230.1455520548,20381,1
106.192.193.0/24,11,7,2,0.6363636,399,38015.1055014210,-3296.7331967549,20382,1
106.192.194.0/24,9,7,5,0.7777778,188,34906.4425791395,3078.9671170949,20383,1
106.192.20.0/24,7,7,5,1.0000000,152,11588.5400878258,-221.6175015096,20384,1
106.192.202.0/24,9,7,3,0.7777778,543,138260.0866752312,-2810.0287365831,20385,1
106.192.205.0/24,6,7,4,1.1666667,230,17784.3637161864,2899.9819196748,20386,1
106.192.224.0/24,11,7,3,0.6363636,527,14308.1721239367,-467.9180481186,20387,1
