bet_ip,m_a,m_b,n_same_round,n_opposite_round,opposite_rate,hedge_coverage,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hedge,roi_non_hedge,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hedge,avg_stake_non_hedge,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hedge,hold_rate,hold_rate_hedge,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hedge,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hedge,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
121.202.41.68,146490510,148710790,38,19,0.5000000,0E-7,3660882.9478,3314805.2062,87974.1887,7432,7100,-0.02403087,-0.02235887,-0.16627724,-0.02403087,-87974.1887,3660882.9478,OK,0.0000,5278.0996,5.9995,94.0005,AG03-B-v1,82696.0892,3115917.9492,87974.1887,82696.0892,5278.0996,0.02403087,0.02258911,0.00144176,492.5838,466.8740,12.3907,14662.3648,115.6034,610147.1580,1183.3333,493.5014,425.3100,175.886,439.7151,791.4871,879.4301,1319.1451,1758.8602,351.7721,0.0,3.0,4.0,1.120234,29,114,1,8,0.98838231,0.02403087,0.02235887,0E-8,0.000000,0.905466,0.000000,0.14391838,2026-04-13,2026-04-18,6,761,133,6,1.000000,1.160333,,0.000000,5,0.06359875904860393,0.23216132368148915,0.9286452947259566,D VIP 优质 · 加码留存，严禁误伤,1812,1
61.221.223.134,141125373,141125415,197,2,0.0101523,0E-7,8259932.4374,7357898.5020,87870.9794,9022,8616,-0.01063822,-0.01105709,0.21808271,-0.01063822,-87870.9794,8259932.4374,OK,0.0000,3514.8392,4.0000,96.0000,AG03-B-v1,84356.1402,7063582.5619,87870.9794,84356.1402,3514.8392,0.01063822,0.01021269,0.00042553,915.5323,853.9808,10.1986,1273.4925,118.1062,119709.1658,124.8696,915.3806,1006.6041,1067.646,1067.646,1076.5189,1076.5189,1076.5189,1092.3948,1067.646,0.0,1.008311,1.023181,0.857524,29,137,1,7,0.99817201,0.01063822,0.01105709,0E-8,0.000000,0.890794,0.924407,-0.22913980,2026-03-26,2026-08-03,69,744,281,131,0.526718,0.909375,1.094233,2.084888,5,0.062564632885212,0.5449844881075491,0.9529472595656671,D VIP 优质 · 加码留存，严禁误伤,1813,1
61.221.223.134,141125373,141125585,183,2,0.0109290,0E-7,8259932.4374,7357898.5020,87870.9794,9022,8616,-0.01063822,-0.01105709,0.21808271,-0.01063822,-87870.9794,8259932.4374,OK,0.0000,3514.8392,4.0000,96.0000,AG03-B-v1,84356.1402,7063582.5619,87870.9794,84356.1402,3514.8392,0.01063822,0.01021269,0.00042553,915.5323,853.9808,10.1986,1273.4925,118.1062,119709.1658,124.8696,915.3806,1006.6041,1067.646,1067.646,1076.5189,1076.5189,1076.5189,1092.3948,1067.646,0.0,1.008311,1.023181,0.857524,29,137,1,7,0.99817201,0.01063822,0.01105709,0E-8,0.000000,0.890794,0.924407,-0.22913980,2026-03-26,2026-08-03,69,744,281,131,0.526718,0.909375,1.094233,2.084888,5,0.062564632885212,0.5449844881075491,0.9529472595656671,D VIP 优质 · 加码留存，严禁误伤,1814,1
113.182.43.39,105320391,146517701,36,16,0.4444444,0.0625000,6457749.6581,5642920.7343,101173.2285,53732,40100,-0.01566695,-0.01532306,-0.08440064,-0.01566695,-101173.2285,6457749.6581,OK,0.0000,4046.9291,4.0000,96.0000,AG03-B-v1,97126.2994,5417203.9049,101173.2285,97126.2994,4046.9291,0.01566695,0.01504027,0.00062668,120.1844,140.7212,2.5230,1605.9243,8.9249,102503.9628,636.5079,120.1227,133.9528,25.7155,51.6356,128.5777,259.4572,514.3107,1080.0525,38.9186,-12.8578,9.960398,20.916837,2.327552,29,249,1,10,0.99502169,0.01566695,0.01532306,0E-8,0.000000,0.873822,0.972884,0.06907759,2026-05-16,2026-07-17,63,11336,1775,63,1.000000,0.896754,1.321634,0.730114,5,0.06204756980351603,0.3200620475698035,0.9503619441571872,D VIP 优质 · 加码留存，严禁误伤,1815,1
123.203.118.163,102684640,64164876,85,85,1.0000000,0.2117647,3825376.3259,3126073.1933,101340.6770,4171,2934,-0.02649169,-0.03735820,0.64765256,-0.02649169,-101340.6770,3825376.3259,OK,0.0000,4053.6271,4.0000,96.0000,AG03-B-v1,97287.0499,3001030.2656,101340.6770,97287.0499,4053.6271,0.02649169,0.02543202,0.00105967,917.1365,1065.4646,34.5401,2303.1972,115.9504,86940.3710,66.6818,908.0302,2427.3200,180.0,423.0,1000.0,2000.0,3500.0,10000.0,250.0,-10.0,8.274232,23.640662,2.168171,29,169,1,9,0.98413672,0.02649169,0.03735820,0E-8,0.000000,0.817194,0.505155,-0.68501076,2026-05-25,2026-08-06,44,874,488,74,0.594595,0.374088,0.551455,0.958093,5,0.06101344364012409,0.18459152016546018,0.9296794208893485,D VIP 优质 · 加码留存，严禁误伤,1816,1
123.203.118.163,64164876,85579028,114,113,0.9912281,0.1858407,3825376.3259,3126073.1933,101340.6770,4171,2934,-0.02649169,-0.03735820,0.64765256,-0.02649169,-101340.6770,3825376.3259,OK,0.0000,4053.6271,4.0000,96.0000,AG03-B-v1,97287.0499,3001030.2656,101340.6770,97287.0499,4053.6271,0.02649169,0.02543202,0.00105967,917.1365,1065.4646,34.5401,2303.1972,115.9504,86940.3710,66.6818,908.0302,2427.3200,180.0,423.0,1000.0,2000.0,3500.0,10000.0,250.0,-10.0,8.274232,23.640662,2.168171,29,169,1,9,0.98413672,0.02649169,0.03735820,0E-8,0.000000,0.817194,0.505155,-0.68501076,2026-05-25,2026-08-06,44,874,488,74,0.594595,0.374088,0.551455,0.958093,5,0.06101344364012409,0.18459152016546018,0.9296794208893485,D VIP 优质 · 加码留存，严禁误伤,1817,1
112.119.174.42,148167325,148236052,32,0,0E-7,,8182056.1774,7403937.3696,105739.5031,39908,33383,-0.01292334,-0.01334771,0.01596054,-0.01292334,-105739.5031,8182056.1774,OK,0.0000,4229.5801,4.0000,96.0000,AG03-B-v1,101509.9230,7107779.8748,105739.5031,101509.9230,4229.5801,0.01292334,0.01240641,0.00051693,205.0230,221.7877,3.1675,1229.5291,17.7415,95140.1881,388.1744,204.8311,218.9869,60.0,172.6817,288.1375,436.4525,567.3882,768.1564,140.0,-20.0,3.285745,4.448394,1.187288,29,233,1,8,0.98552052,0.01292334,0.01334771,0E-8,0.000000,0.904899,0.445349,-0.02930825,2026-03-21,2026-08-06,86,5960,1919,139,0.618705,0.935358,1.305726,0.348233,5,0.060496380558428126,0.4120992761116856,0.9524301964839711,D VIP 优质 · 加码留存，严禁误伤,1818,1
73.136.170.96,142920493,142920525,97,1,0.0103093,0E-7,648758.5171,592448.5034,116352.2501,2940,1032,-0.17934601,-0.17935309,-0.13750000,-0.17934601,-116352.2501,648758.5171,OK,0.0000,4654.0900,4.0000,96.0000,AG03-B-v1,111698.1601,568750.5632,116352.2501,111698.1601,4654.0900,0.17934601,0.17217217,0.00717384,220.6662,574.0780,112.7444,16621.7500,262.6462,92679.7882,147.4286,221.1554,15.6771,6.8587,27.4348,68.5871,373.7997,1210.5624,3429.3552,20.5761,-13.7174,44.124997,124.999994,8.043281,29,121,1,11,0.99983085,0.17934601,0.17935309,0E-8,0.000000,0.913203,0.000000,-0.04185309,2026-03-24,2026-05-01,7,443,134,39,0.179487,14.106950,,0.000000,5,0.05997931747673216,0.01499482936918304,0.9141675284384695,D VIP 优质 · 加码留存，严禁误伤,1819,1
58.186.144.119,149046308,149723786,32,0,0E-7,,3183039.5950,2918413.0730,118175.0037,3727,3602,-0.03712646,-0.03708038,-0.09536073,-0.03712646,-118175.0037,3183039.5950,OK,0.0000,4353.1543,3.8776,96.1224,AG03-B-v1,113821.8493,2803167.1110,118175.0037,113821.8493,4353.1543,0.03712646,0.03575885,0.00136761,854.0487,810.2202,32.8082,9090.3849,478.4413,244849.1996,277.0769,857.2838,148.0432,77.8372,155.6743,337.2944,1452.9604,3062.0232,17401.7422,155.6742,0.0,19.669416,111.78299,5.486124,11,70,1,3,0.99920933,0.03712646,0.03708038,0E-8,0.000000,0.916864,0.000000,0.05828035,2026-05-21,2026-06-02,13,247,92,13,1.000000,5.790767,,0.000000,5,0.0594622543950362,0.12202688728024819,0.9265770423991727,D VIP 优质 · 加码留存，严禁误伤,1820,1
107.141.123.217,142756791,146649963,32,3,0.0937500,0E-7,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,-0.02792907,-0.15577738,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,5991.6473,4.0000,96.0000,AG03-B-v1,143799.5361,4542500.6590,149791.1835,143799.5361,5991.6473,0.02869021,0.02754260,0.00114761,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,148.3889,172.6826,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0.99404655,0.02869021,0.02792907,0E-8,0.000000,0.906299,0.088551,0.12784831,2026-03-21,2026-04-19,30,4362,793,30,1.000000,0.859316,,0.000000,5,0.05687693898655636,0.1737331954498449,0.9353671147880042,D VIP 优质 · 加码留存，严禁误伤,1821,1
107.141.123.217,142756791,146650259,56,26,0.4642857,0E-7,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,-0.02792907,-0.15577738,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,5991.6473,4.0000,96.0000,AG03-B-v1,143799.5361,4542500.6590,149791.1835,143799.5361,5991.6473,0.02869021,0.02754260,0.00114761,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,148.3889,172.6826,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0.99404655,0.02869021,0.02792907,0E-8,0.000000,0.906299,0.088551,0.12784831,2026-03-21,2026-04-19,30,4362,793,30,1.000000,0.859316,,0.000000,5,0.05687693898655636,0.1737331954498449,0.9353671147880042,D VIP 优质 · 加码留存，严禁误伤,1822,1
107.141.123.217,142903734,142903814,39,1,0.0256410,0E-7,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,-0.02792907,-0.15577738,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,5991.6473,4.0000,96.0000,AG03-B-v1,143799.5361,4542500.6590,149791.1835,143799.5361,5991.6473,0.02869021,0.02754260,0.00114761,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,148.3889,172.6826,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0.99404655,0.02869021,0.02792907,0E-8,0.000000,0.906299,0.088551,0.12784831,2026-03-21,2026-04-19,30,4362,793,30,1.000000,0.859316,,0.000000,5,0.05687693898655636,0.1737331954498449,0.9353671147880042,D VIP 优质 · 加码留存，严禁误伤,1823,1
107.141.123.217,146618930,146649963,47,4,0.0851064,0.2500000,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,-0.02792907,-0.15577738,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,5991.6473,4.0000,96.0000,AG03-B-v1,143799.5361,4542500.6590,149791.1835,143799.5361,5991.6473,0.02869021,0.02754260,0.00114761,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,148.3889,172.6826,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0.99404655,0.02869021,0.02792907,0E-8,0.000000,0.906299,0.088551,0.12784831,2026-03-21,2026-04-19,30,4362,793,30,1.000000,0.859316,,0.000000,5,0.05687693898655636,0.1737331954498449,0.9353671147880042,D VIP 优质 · 加码留存，严禁误伤,1824,1
107.141.123.217,146649963,146650259,77,6,0.0779221,0.3333333,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,-0.02792907,-0.15577738,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,5991.6473,4.0000,96.0000,AG03-B-v1,143799.5361,4542500.6590,149791.1835,143799.5361,5991.6473,0.02869021,0.02754260,0.00114761,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,148.3889,172.6826,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0.99404655,0.02869021,0.02792907,0E-8,0.000000,0.906299,0.088551,0.12784831,2026-03-21,2026-04-19,30,4362,793,30,1.000000,0.859316,,0.000000,5,0.05687693898655636,0.1737331954498449,0.9353671147880042,D VIP 优质 · 加码留存，严禁误伤,1825,1
71.146.126.94,140287341,140287512,2266,310,0.1368049,0.2161290,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1826,1
71.146.126.94,140287341,140287806,634,225,0.3548896,0.1111111,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1827,1
71.146.126.94,140287341,140288014,252,74,0.2936508,0.0405405,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1828,1
71.146.126.94,140287341,140288287,119,57,0.4789916,0.0701754,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1829,1
71.146.126.94,140287341,140288782,31,11,0.3548387,0E-7,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1830,1
71.146.126.94,140287341,140288790,75,39,0.5200000,0.1025641,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1831,1
71.146.126.94,140287341,140288799,65,30,0.4615385,0.0333333,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1832,1
71.146.126.94,140287512,140287806,858,144,0.1678322,0.1944444,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1833,1
71.146.126.94,140287512,140288014,285,88,0.3087719,0.0568182,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1834,1
71.146.126.94,140287512,140288287,291,92,0.3161512,0.0978261,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1835,1
71.146.126.94,140287512,140288782,43,25,0.5813953,0.0800000,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1836,1
71.146.126.94,140287512,140288790,59,19,0.3220339,0.0526316,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1837,1
71.146.126.94,140287512,140288799,87,22,0.2528736,0.0909091,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1838,1
71.146.126.94,140287806,140288014,189,65,0.3439153,0.0769231,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1839,1
71.146.126.94,140287806,140288287,253,36,0.1422925,0.2222222,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1840,1
71.146.126.94,140287806,140288790,37,15,0.4054054,0.2000000,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1841,1
71.146.126.94,140287806,140288799,110,20,0.1818182,0E-7,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,-0.03017628,0.09613589,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,6479.2840,4.0000,96.0000,AG03-B-v1,155502.8160,4729529.2800,161982.1000,155502.8160,6479.2840,0.02982746,0.02863437,0.00119310,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,30.6797,26.1728,2.0,5.0,20.0,72.0,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0.99723845,0.02982746,0.03017628,0E-8,0.000000,0.907185,0.018691,-0.12631218,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,1.172198,,0.000000,5,0.04446742502585315,0.14943123061013444,0.937952430196484,D VIP 优质 · 加码留存，严禁误伤,1842,1
