member_id,action_date,field_name,value_before,value_after,n_days_post,n_days_pre,stake_post,stake_pre,ggr_post,ggr_pre,field_grp
148912354,2026-05-04,mem017,N,Y,0,2,0,212593.4395,0,8794.1254,mem017
148912354,2026-05-05,mem015,0,1,0,2,0,212593.4395,0,8794.1254,mem015
148912354,2026-05-05,mem017,Y,N,0,2,0,212593.4395,0,8794.1254,mem017
148926718,2026-05-04,mem015,0,1,0,6,0,538835.6344,0,13121.5373,mem015
148926718,2026-05-04,mem015,1,0,0,6,0,538835.6344,0,13121.5373,mem015
148926718,2026-05-04,mem017,N,Y,0,6,0,538835.6344,0,13121.5373,mem017
148926718,2026-05-04,mem017,Y,N,0,6,0,538835.6344,0,13121.5373,mem017
148956669,2026-04-21,101-mem015,"","4,21",48,0,2073907.4934,0,40240.0079,0,10x-mem015（分产品限额）
148956669,2026-07-24,101-mem015,"4,21",4,11,37,240194.3586,1853250.7536,10721.1062,25983.1118,10x-mem015（分产品限额）
148961736,2026-07-07,101-mem015,1,2,12,42,157093.4404,162580.0265,854.1168,7122.4262,10x-mem015（分产品限额）
148961736,2026-07-07,mem004,簡偉明1萬兌,簡偉明1.5萬兌,12,42,157093.4404,162580.0265,854.1168,7122.4262,mem004
148961736,2026-07-15,mem015,2,0,7,47,50019.2177,218225.7388,6832.9347,2424.7835,mem015
148961736,2026-07-15,mem017,N,Y,7,47,50019.2177,218225.7388,6832.9347,2424.7835,mem017
149182677,2026-05-04,mem016,Y,N,0,8,0,1741865.3743,0,19474.9122,mem016
149192352,2026-04-26,remark,0.008,雄二成 0.008,51,0,19760817.8922,0,377659.6028,0,remark
149192352,2026-06-01,mem015,2,0,17,33,2750539.3081,16952378.3942,274104.0677,108739.0095,mem015
149192352,2026-06-01,mem017,N,Y,17,33,2750539.3081,16952378.3942,274104.0677,108739.0095,mem017
149192352,2026-06-08,mem015,2,0,16,35,2200664.5024,17560153.3898,182588.3537,195071.2491,mem015
149192352,2026-06-08,mem017,N,Y,16,35,2200664.5024,17560153.3898,182588.3537,195071.2491,mem017
149210699,2026-05-03,mem015,0,1,0,6,0,33703.2339,0,-1980.7151,mem015
149210699,2026-05-03,mem017,Y,N,0,6,0,33703.2339,0,-1980.7151,mem017
149221355,2026-05-20,mem015,1,0,0,4,0,4377.482,0,-440.1963,mem015
149221355,2026-05-20,mem017,N,Y,0,4,0,4377.482,0,-440.1963,mem017
149226737,2026-06-10,mem015,0,1,0,4,0,1850878.5051,0,54649.6362,mem015
149226737,2026-06-10,mem016,Y,N,0,4,0,1850878.5051,0,54649.6362,mem016
149226737,2026-06-10,mem017,Y,N,0,4,0,1850878.5051,0,54649.6362,mem017
149241109,2026-05-04,mem015,1,0,0,3,0,4070128.8314,0,41572.7966,mem015
149241109,2026-05-04,mem017,N,Y,0,3,0,4070128.8314,0,41572.7966,mem017
149241109,2026-05-05,mem015,0,1,0,4,0,14703767.0996,0,-92596.1978,mem015
149241109,2026-05-05,mem015,1,0,0,4,0,14703767.0996,0,-92596.1978,mem015
149241109,2026-05-05,mem016,Y,N,0,4,0,14703767.0996,0,-92596.1978,mem016
149241109,2026-05-05,mem017,N,Y,0,4,0,14703767.0996,0,-92596.1978,mem017
149241109,2026-05-05,mem017,Y,N,0,4,0,14703767.0996,0,-92596.1978,mem017
149247566,2026-04-29,101-mem015,"124,59,1,2,3",1,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,102-mem015,"125,50,5,6,7",5,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,103-mem015,"9,143,10,12",10,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,104-mem015,"126,144,14,16",14,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,105-mem015,"127,145,48,56,57",48,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,106-mem015,"128,146,107,109",107,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,107-mem015,"129,147,111,113",111,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,108-mem015,"149,132,221,223",221,3,1,584514.364,4827.5862,24411.7648,344.8276,10x-mem015（分产品限额）
149247566,2026-04-29,110-mem015,"131,148,134,136",134,3,1,584514.364,4827.5862,24411.7648,344.8276,110-mem015
149247566,2026-04-29,111-mem015,"150,220",150,3,1,584514.364,4827.5862,24411.7648,344.8276,111-mem015
149247566,2026-04-29,128-mem015,"584,583",584,3,1,584514.364,4827.5862,24411.7648,344.8276,128-mem015
149247566,2026-04-29,mem022,"","",3,1,584514.364,4827.5862,24411.7648,344.8276,mem022
149270000,2026-05-05,mem015,1,0,0,6,0,2625224.9392,0,32080.2072,mem015
149270000,2026-05-05,mem016,N,Y,0,6,0,2625224.9392,0,32080.2072,mem016
149270000,2026-05-05,mem017,N,Y,0,6,0,2625224.9392,0,32080.2072,mem017
149270000,2026-05-11,mem015,0,1,0,6,0,2625224.9392,0,32080.2072,mem015
149270000,2026-05-11,mem016,Y,N,0,6,0,2625224.9392,0,32080.2072,mem016
149270000,2026-05-11,mem017,Y,N,0,6,0,2625224.9392,0,32080.2072,mem017
149270138,2026-05-05,mem015,1,0,1,7,6983.2402,572122.9892,3094.4483,-1708.3568,mem015
149270138,2026-05-05,mem016,N,Y,1,7,6983.2402,572122.9892,3094.4483,-1708.3568,mem016
149270138,2026-05-05,mem017,N,Y,1,7,6983.2402,572122.9892,3094.4483,-1708.3568,mem017
149270138,2026-05-11,mem015,0,1,0,9,0,638943.8691,0,5047.9281,mem015
149270138,2026-05-11,mem016,Y,N,0,9,0,638943.8691,0,5047.9281,mem016
149270138,2026-05-11,mem017,Y,N,0,9,0,638943.8691,0,5047.9281,mem017
149272052,2026-05-05,mem015,1,0,2,4,497244.2389,280546.0862,29766.0615,-3528.3296,mem015
149272052,2026-05-05,mem016,N,Y,2,4,497244.2389,280546.0862,29766.0615,-3528.3296,mem016
149272052,2026-05-05,mem017,N,Y,2,4,497244.2389,280546.0862,29766.0615,-3528.3296,mem017
149272052,2026-05-11,mem015,0,1,0,6,0,777790.3251,0,26237.7319,mem015
149272052,2026-05-11,mem016,Y,N,0,6,0,777790.3251,0,26237.7319,mem016
149272052,2026-05-11,mem017,Y,N,0,6,0,777790.3251,0,26237.7319,mem017
149272100,2026-05-05,mem015,1,0,4,5,1065162.3603,1013315.2908,18331.0056,50938.4804,mem015
149272100,2026-05-05,mem016,N,Y,4,5,1065162.3603,1013315.2908,18331.0056,50938.4804,mem016
149272100,2026-05-05,mem017,N,Y,4,5,1065162.3603,1013315.2908,18331.0056,50938.4804,mem017
149272100,2026-05-11,mem015,0,1,0,10,0,2683662.707,0,47228.634,mem015
149272100,2026-05-11,mem016,Y,N,0,10,0,2683662.707,0,47228.634,mem016
149272100,2026-05-11,mem017,Y,N,0,10,0,2683662.707,0,47228.634,mem017
149322175,2026-05-09,mem015,2,0,8,8,844874.3016,1915581.3109,48142.3272,-43169.9557,mem015
149322175,2026-05-09,mem017,N,Y,8,8,844874.3016,1915581.3109,48142.3272,-43169.9557,mem017
149354571,2026-05-05,mem015,2,0,15,4,6950840.6075,313032.4721,94103.9631,-36830.9182,mem015
149354571,2026-05-05,mem017,N,Y,15,4,6950840.6075,313032.4721,94103.9631,-36830.9182,mem017
149354571,2026-05-13,mem015,2,0,8,11,6747165.6773,550741.9694,183317.4756,-131528.4565,mem015
149354571,2026-05-13,mem017,N,Y,8,11,6747165.6773,550741.9694,183317.4756,-131528.4565,mem017
149354571,2026-05-16,mem015,2,0,5,14,5682125.5237,791305.866,274634.2529,-205136.173,mem015
149354571,2026-05-16,mem017,N,Y,5,14,5682125.5237,791305.866,274634.2529,-205136.173,mem017
149354571,2026-05-19,mem015,2,0,2,17,1641620.9846,1874877.7934,362390.014,-319487.1681,mem015
149354571,2026-05-19,mem017,N,Y,2,17,1641620.9846,1874877.7934,362390.014,-319487.1681,mem017
149354571,2026-05-31,mem016,Y,N,0,20,0,7315950.5936,0,43644.8152,mem016
149451759,2026-05-20,mem015,1,0,0,9,0,22027.7584,0,891.6726,mem015
149451759,2026-05-20,mem017,N,Y,0,9,0,22027.7584,0,891.6726,mem017
149510750,2026-05-11,mem016,Y,N,0,8,0,2466620.1116,0,71591.3059,mem016
149514662,2026-05-04,101-mem015,"124,59,3,266","3,266,4,21,22",0,1,0,498935.0559,0,-12744.4134,10x-mem015（分产品限额）
149537114,2026-05-04,101-mem015,21,4,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,101-mem015,30,4,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,101-mem015,4,3,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,101-mem015,4,30,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,102-mem015,23,8,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,102-mem015,33,8,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,102-mem015,8,33,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,102-mem015,8,7,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,103-mem015,13,12,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,103-mem015,13,42,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,103-mem015,25,13,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,103-mem015,42,13,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,104-mem015,17,16,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,104-mem015,17,45,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,104-mem015,27,17,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,104-mem015,45,17,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,105-mem015,172,58,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,105-mem015,243,"58,243",6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,105-mem015,58,243,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,105-mem015,"58,243",57,6,0,15451.0923,0,1818.3553,0,10x-mem015（分产品限额）
149537114,2026-05-04,mem022,"","",6,0,15451.0923,0,1818.3553,0,mem022
149621646,2026-06-11,101-mem015,4,"4,21",35,3,3983766.5439,3887712.9889,34867.8237,156598.9438,10x-mem015（分产品限额）
149621646,2026-06-30,101-mem015,"4,21","1,4,21",21,17,1183165.5547,6616638.9084,27451.6155,150638.7903,10x-mem015（分产品限额）
149724186,2026-05-22,mem015,1,0,9,3,135226.4728,107467.7025,-2009.0385,-4523.3939,mem015
149724186,2026-05-22,mem017,N,Y,9,3,135226.4728,107467.7025,-2009.0385,-4523.3939,mem017
149834909,2026-05-18,mem015,0,1,0,8,0,1123328.3869,0,37953.9105,mem015
149834909,2026-05-18,mem017,Y,N,0,8,0,1123328.3869,0,37953.9105,mem017
149885586,2026-05-18,mem015,0,1,0,1,0,104491.9693,0,6982.6728,mem015
149885586,2026-05-18,mem016,Y,N,0,1,0,104491.9693,0,6982.6728,mem016
149885586,2026-05-18,mem017,Y,N,0,1,0,104491.9693,0,6982.6728,mem017
150056450,2026-05-18,101-mem015,"124,59,1,2,3",1,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,102-mem015,"125,50,5,6,7",5,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,103-mem015,"9,143,10,12",10,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,104-mem015,"126,144,14,16",14,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,105-mem015,"127,145,48,56,57",48,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,106-mem015,"128,146,107,109",107,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,107-mem015,"129,147,111,113",111,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,108-mem015,"149,132,221,223",221,0,2,0,709781.1218,0,84880.3009,10x-mem015（分产品限额）
150056450,2026-05-18,110-mem015,"131,148,134,136",134,0,2,0,709781.1218,0,84880.3009,110-mem015
150056450,2026-05-18,111-mem015,"150,220",150,0,2,0,709781.1218,0,84880.3009,111-mem015
150056450,2026-05-18,128-mem015,"584,583",584,0,2,0,709781.1218,0,84880.3009,128-mem015
150056450,2026-05-18,mem022,"","",0,2,0,709781.1218,0,84880.3009,mem022
150163142,2026-05-25,mem015,0,1,0,8,0,2193099.6858,0,88944.6579,mem015
150163142,2026-05-25,mem017,Y,N,0,8,0,2193099.6858,0,88944.6579,mem017
150217249,2026-05-25,mem015,0,1,0,7,0,1307882.3323,0,87238.1285,mem015
150217249,2026-05-25,mem016,Y,N,0,7,0,1307882.3323,0,87238.1285,mem016
150217249,2026-05-25,mem017,Y,N,0,7,0,1307882.3323,0,87238.1285,mem017
150235892,2026-06-01,mem015,0,1,0,5,0,297102.8283,0,27932.3062,mem015
150235892,2026-06-01,mem016,Y,N,0,5,0,297102.8283,0,27932.3062,mem016
150235892,2026-06-01,mem017,Y,N,0,5,0,297102.8283,0,27932.3062,mem017
150273180,2026-05-25,mem015,0,1,0,1,0,145460.8939,0,15712.2905,mem015
150273180,2026-05-25,mem016,Y,N,0,1,0,145460.8939,0,15712.2905,mem016
150273180,2026-05-25,mem017,Y,N,0,1,0,145460.8939,0,15712.2905,mem017
150483752,2026-05-24,mem004,米高客,鄧,47,0,5585733.1514,0,39368.3234,0,mem004
150483752,2026-05-24,remark,0.008,文雄二成0.008,47,0,5585733.1514,0,39368.3234,0,remark
150483752,2026-07-07,101-mem015,"59,4","59,30",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,102-mem015,"50,8","50,33",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,103-mem015,"143,13","143,42",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,104-mem015,"144,17","144,45",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,105-mem015,"145,58","145,243",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,107-mem015,"147,114","147,245",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150483752,2026-07-07,108-mem015,"132,224","132,227",19,28,88080.8609,5145254.3832,-6045.7801,-40281.4985,10x-mem015（分产品限额）
150502197,2026-06-01,mem015,0,1,0,7,0,1789202.1648,0,78321.4036,mem015
150502197,2026-06-01,mem017,Y,N,0,7,0,1789202.1648,0,78321.4036,mem017
150535312,2026-06-01,mem015,0,1,0,4,0,333126.7458,0,17281.3373,mem015
150535312,2026-06-01,mem016,Y,N,0,4,0,333126.7458,0,17281.3373,mem016
150535312,2026-06-01,mem017,Y,N,0,4,0,333126.7458,0,17281.3373,mem017
150566133,2026-05-29,101-mem015,"124,59,1,2,3",1,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,102-mem015,"125,50,5,6,7",5,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,103-mem015,"9,143,10,12",10,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,104-mem015,"126,144,14,16",14,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,105-mem015,"127,145,48,56,57",48,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,106-mem015,"128,146,107,109",107,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,107-mem015,"129,147,111,113",111,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,108-mem015,"149,132,221,223",221,14,2,936008.3195,20109.4391,18033.8991,1152.5308,10x-mem015（分产品限额）
150566133,2026-05-29,110-mem015,"131,148,134,136",134,14,2,936008.3195,20109.4391,18033.8991,1152.5308,110-mem015
150566133,2026-05-29,111-mem015,"150,220",150,14,2,936008.3195,20109.4391,18033.8991,1152.5308,111-mem015
150566133,2026-05-29,128-mem015,"584,583",584,14,2,936008.3195,20109.4391,18033.8991,1152.5308,128-mem015
150566133,2026-05-29,mem022,"","",14,2,936008.3195,20109.4391,18033.8991,1152.5308,mem022
150668217,2026-06-08,101-mem015,"4,21",21,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,102-mem015,"8,23",23,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,103-mem015,"13,25",25,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,104-mem015,"17,27",27,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,105-mem015,"58,172",172,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,106-mem015,"110,173",173,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,107-mem015,"114,174",174,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,108-mem015,"224,225",225,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-06-08,110-mem015,"137,175",175,2,0,101482.3158,0,-3514.6355,0,110-mem015
150668217,2026-06-08,111-mem015,"209,210",210,2,0,101482.3158,0,-3514.6355,0,111-mem015
150668217,2026-06-08,128-mem015,"586,595",595,2,0,101482.3158,0,-3514.6355,0,128-mem015
150668217,2026-06-08,mem022,"","",2,0,101482.3158,0,-3514.6355,0,mem022
150668217,2026-07-24,101-mem015,21,4,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,102-mem015,23,8,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,103-mem015,25,13,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,104-mem015,27,17,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,105-mem015,172,58,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,106-mem015,173,110,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,107-mem015,174,114,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,108-mem015,225,224,2,0,101482.3158,0,-3514.6355,0,10x-mem015（分产品限额）
150668217,2026-07-24,110-mem015,175,137,2,0,101482.3158,0,-3514.6355,0,110-mem015
150668217,2026-07-24,111-mem015,210,209,2,0,101482.3158,0,-3514.6355,0,111-mem015
150668217,2026-07-24,128-mem015,595,586,2,0,101482.3158,0,-3514.6355,0,128-mem015
150696125,2026-05-31,101-mem015,"124,59,1,2,3",1,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,102-mem015,"125,50,5,6,7",5,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,103-mem015,"9,143,10,12",10,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,104-mem015,"126,144,14,16",14,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,105-mem015,"127,145,48,56,57",48,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,106-mem015,"128,146,107,109",107,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,107-mem015,"129,147,111,113",111,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,108-mem015,"149,132,221,223",221,14,3,1627189.2835,158796.1697,121506.474,-31121.751,10x-mem015（分产品限额）
150696125,2026-05-31,110-mem015,"131,148,134,136",134,14,3,1627189.2835,158796.1697,121506.474,-31121.751,110-mem015
150696125,2026-05-31,111-mem015,"150,220",150,14,3,1627189.2835,158796.1697,121506.474,-31121.751,111-mem015
150696125,2026-05-31,mem022,"","",14,3,1627189.2835,158796.1697,121506.474,-31121.751,mem022
150739691,2026-06-01,mem015,0,1,0,3,0,39638.6173,0,-741.9692,mem015
150739691,2026-06-01,mem016,Y,N,0,3,0,39638.6173,0,-741.9692,mem016
150739691,2026-06-01,mem017,Y,N,0,3,0,39638.6173,0,-741.9692,mem017
150798889,2026-06-01,mem015,0,1,0,1,0,58318.7849,0,-5067.2137,mem015
150798889,2026-06-01,mem017,Y,N,0,1,0,58318.7849,0,-5067.2137,mem017
150804257,2026-06-16,mem015,0,1,0,8,0,937597.1334,0,34465.1183,mem015
150804257,2026-06-16,mem017,Y,N,0,8,0,937597.1334,0,34465.1183,mem017
150844456,2026-06-01,101-mem015,"124,59,1,2,3,266,4,21,22,30",3,2,0,399153.8595,0,35399.7583,0,10x-mem015（分产品限额）
150844456,2026-06-01,opengame,"101,102,103,104,105,106,107,108,110,111,112,113,117,121,128","101,102,103,104,105,106,107,108,110,111,128",2,0,399153.8595,0,35399.7583,0,opengame
150845550,2026-06-01,opengame,"101,102,103,104,105,106,107,108,110,111,112,113,117,121,128","101,102,103,104,105,106,107,108,110,111,128",15,0,90886.5012,0,-5566.5614,0,opengame
150846615,2026-06-01,101-mem015,"124,59,1,2,3,266,4,21,22,30",3,5,0,20246.0714,0,254.058,0,10x-mem015（分产品限额）
150846615,2026-06-01,101-mem015,3,2,5,0,20246.0714,0,254.058,0,10x-mem015（分产品限额）
150846615,2026-06-01,opengame,"101,102,103,104,105,106,107,108,110,111,112,113,117,121,128","101,102,103,104,105,106,107,108,110,111,128",5,0,20246.0714,0,254.058,0,opengame
150846615,2026-06-28,101-mem015,2,"124,59,1,2,3,266,4,21,22,30",1,5,8.6341,31755.3099,8.6341,-555.8194,10x-mem015（分产品限额）
150858454,2026-07-14,opengame,"101,102,103,104,105,106,107,108,110,111,112,113,117,121,128","101,102,103,104,105,106,107,108,110,111,128",7,5,19012.102,2050.5958,3217.9095,302.5385,opengame
150861798,2026-06-02,101-mem015,"124,59,1,2,3,266,4,21,22,30","124,4",1,1,2554.8265,1657.7448,-227.4219,-194.267,10x-mem015（分产品限额）
150861798,2026-06-02,opengame,"101,102,103,104,105,106,107,108,110,111,112,113,117,121,128","101,102,103,104,105,106,107,108,110,111,128",1,1,2554.8265,1657.7448,-227.4219,-194.267,opengame
150867837,2026-06-15,mem015,0,1,3,0,6660254.6998,0,146660.3136,0,mem015
150867837,2026-06-15,mem017,Y,N,3,0,6660254.6998,0,146660.3136,0,mem017
150867837,2026-07-21,mem015,1,0,1,1,2472110.3699,1833329.2905,36139.3485,53885.4717,mem015
150867837,2026-07-21,mem017,N,Y,1,1,2472110.3699,1833329.2905,36139.3485,53885.4717,mem017
150867837,2026-07-27,mem015,0,1,0,3,0,6660254.6998,0,146660.3136,mem015
150867837,2026-07-27,mem017,Y,N,0,3,0,6660254.6998,0,146660.3136,mem017
150867869,2026-06-15,mem015,0,1,1,0,6693757.2555,0,91608.8972,0,mem015
150867869,2026-06-15,mem017,Y,N,1,0,6693757.2555,0,91608.8972,0,mem017
150867869,2026-07-27,mem015,0,1,0,1,0,6693757.2555,0,91608.8972,mem015
150867869,2026-07-27,mem017,Y,N,0,1,0,6693757.2555,0,91608.8972,mem017
150867905,2026-06-08,mem015,0,1,0,2,0,981669.8325,0,17268.1748,mem015
150867905,2026-06-08,mem017,Y,N,0,2,0,981669.8325,0,17268.1748,mem017
150931948,2026-06-09,101-mem015,350,22,3,2,36985,1156,-3780,-89,10x-mem015（分产品限额）
150931948,2026-06-09,mem022,"","",3,2,36985,1156,-3780,-89,mem022
150931948,2026-06-09,oldred,"",newred,3,2,36985,1156,-3780,-89,oldred
150931948,2026-06-09,oldtip,"",newtip,3,2,36985,1156,-3780,-89,oldtip
151046822,2026-06-08,101-mem015,"124,59,1,2,3",1,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,102-mem015,"125,50,5,6,7",5,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,103-mem015,"9,143,10,12",10,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,104-mem015,"126,144,14,16",14,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,105-mem015,"127,145,48,56,57",48,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,106-mem015,"128,146,107,109",107,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,107-mem015,"129,147,111,113",111,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,108-mem015,"149,132,221,223",221,4,1,22921.0946,27875.5074,2192.9146,608.931,10x-mem015（分产品限额）
151046822,2026-06-08,110-mem015,"131,148,134,136",134,4,1,22921.0946,27875.5074,2192.9146,608.931,110-mem015
151046822,2026-06-08,111-mem015,"150,220",150,4,1,22921.0946,27875.5074,2192.9146,608.931,111-mem015
151046822,2026-06-08,128-mem015,"584,583",584,4,1,22921.0946,27875.5074,2192.9146,608.931,128-mem015
151046822,2026-06-08,mem022,"","",4,1,22921.0946,27875.5074,2192.9146,608.931,mem022
151046822,2026-07-09,101-mem015,1,2,1,4,815.2174,49981.3846,0,2801.8456,10x-mem015（分产品限额）
151107935,2026-06-16,mem015,0,1,0,7,0,912882.0583,0,35019.8583,mem015
151107935,2026-06-16,mem017,Y,N,0,7,0,912882.0583,0,35019.8583,mem017
151129985,2026-06-15,mem015,0,1,0,4,0,108116.0421,0,8612.5022,mem015
151129985,2026-06-15,mem016,Y,N,0,4,0,108116.0421,0,8612.5022,mem016
151129985,2026-06-15,mem017,Y,N,0,4,0,108116.0421,0,8612.5022,mem017
151130093,2026-06-15,mem015,0,1,0,5,0,860461.9237,0,25038.8534,mem015
151130093,2026-06-15,mem016,Y,N,0,5,0,860461.9237,0,25038.8534,mem016
151130093,2026-06-15,mem017,Y,N,0,5,0,860461.9237,0,25038.8534,mem017
151133045,2026-06-15,mem015,0,1,2,1,117460.636,42964.9456,-7356.1953,13814.1081,mem015
151133045,2026-06-15,mem017,Y,N,2,1,117460.636,42964.9456,-7356.1953,13814.1081,mem017
151133045,2026-06-16,mem015,0,1,2,1,117460.636,42964.9456,-7356.1953,13814.1081,mem015
151133045,2026-06-16,mem015,1,0,2,1,117460.636,42964.9456,-7356.1953,13814.1081,mem015
