dealer_id,Estimate,Est.Error,Q2.5,Q97.5,n_obs,mean_roi,total_turnover,Q0.25,Q99.75,Q0.05,Q99.95,显著_p005,显著_p001
2064,0.0724646063048057,0.0302765265340503,0.0143059919129448,0.131271171293828,81,0.561376364033457,79555751,-0.00969202999236233,0.161354653008676,-0.0308166871195456,0.174944113333757,FALSE,FALSE
2082,0.0725255113866128,0.0408679205535946,-0.00769731463216722,0.15349203862317,25,0.6423494941552,3270498,-0.0418714575755551,0.19084801704019,-0.0664778252623377,0.216944883720672,FALSE,FALSE
2189,0.0727679182471404,0.0340799359570572,0.00580587400934037,0.140955039201375,52,0.581844273820769,13941017,-0.0283467237523314,0.177664699761888,-0.0343803511495378,0.193340680558781,FALSE,FALSE
1158,0.0752795869469351,0.0417957971586288,-0.00532357792180938,0.158709742556378,21,0.670111586582857,3207227,-0.0396263565737579,0.194114620286988,-0.0526269287985052,0.21567013354372,FALSE,FALSE
2107,0.0756676855140215,0.0237259275912266,0.0294875025537665,0.12218331576012,149,0.548986800227114,85333242,0.00676243121166563,0.141067368756471,0.00312342153119399,0.160299974802432,TRUE,TRUE
1148,0.0759014455125929,0.0331052022339362,0.0123836515960503,0.142847108317582,54,0.585201157606482,14106629,-0.0201959069001362,0.168564230402728,-0.0345695800048141,0.182054166054573,FALSE,FALSE
2140,0.0797284260243256,0.0364894975310304,0.00570200544064065,0.15260276712742,39,0.614411772227692,10826058,-0.0229632087278051,0.183412889763697,-0.0471458869776894,0.204132869049025,FALSE,FALSE
2034,0.0845840466464589,0.0353151890519703,0.0176814617755526,0.154055766482614,43,0.617650314205349,22015136,-0.00999347534707264,0.18322156221453,-0.0290032662192564,0.21049758509136,FALSE,FALSE
1305,0.0868937267904586,0.0379018298319875,0.0148122986238198,0.162211842354604,38,0.631319954087895,4543650,-0.0219259068061356,0.201483075523313,-0.0358665088583252,0.210229780272517,FALSE,FALSE
1296,0.0910123449201623,0.0315906425169892,0.0304710699930583,0.154310371781175,62,0.603088060565968,17789792,0.00097403691378032,0.182480981322165,-0.0187868709866558,0.200215531601164,TRUE,FALSE
1949,0.118683627566363,0.0319381646584219,0.0546641889404424,0.181629636077852,69,0.641896497188116,21848446,0.0273164975227937,0.208606941521115,0.00626468639067176,0.221316214237276,TRUE,TRUE
