桌号,房间,年月,局数,短制式局数,长制式局数,逾制局数,制式纯度,最末下注秒P50,最末下注秒P95,最末下注秒最大
115,0,2026-08,12928,96,12828,4,0.9922649,24.0,25.0,56
903,1,2026-08,647,5,642,0,0.9922720,24.0,25.0,25
909,8,2026-06,130,1,129,0,0.9923077,24.0,25.0,25
1,1,2026-04,2731,2710,6,15,0.9923105,13.0,13.0,38
907,10,2026-07,913,7,906,0,0.9923330,24.0,25.0,25
33,6,2026-08,131,1,130,0,0.9923664,24.0,25.0,25
902,5,2026-07,131,1,130,0,0.9923664,24.0,25.0,25
905,5,2026-06,132,1,131,0,0.9924242,24.0,25.0,25
908,5,2026-07,132,1,131,0,0.9924242,24.0,25.0,25
912,5,2026-06,132,1,131,0,0.9924242,24.0,25.0,25
35,5,2026-07,132,1,131,0,0.9924242,24.0,25.0,25
36,7,2026-08,133,1,132,0,0.9924812,24.0,25.0,25
907,5,2026-06,134,1,133,0,0.9925373,24.0,25.0,25
908,5,2026-04,134,1,133,0,0.9925373,24.0,25.0,25
36,10,2026-05,1074,8,1066,0,0.9925512,24.0,25.0,25
903,7,2026-04,269,2,267,0,0.9925651,24.0,25.0,25
906,8,2026-07,135,1,134,0,0.9925926,24.0,25.0,25
902,8,2026-04,135,1,134,0,0.9925926,24.0,25.0,25
32,6,2026-08,136,1,135,0,0.9926471,24.0,25.0,25
902,8,2026-07,137,1,136,0,0.9927007,24.0,25.0,25
902,2,2026-06,1373,10,1363,0,0.9927167,24.0,25.0,25
902,1,2026-04,1521,11,1510,0,0.9927679,24.0,25.0,25
908,6,2026-07,277,2,275,0,0.9927798,24.0,25.0,25
116,0,2026-03,11245,80,11164,1,0.9927968,24.0,25.0,62
910,7,2026-07,278,2,276,0,0.9928058,24.0,25.0,25
35,2,2026-08,696,5,691,0,0.9928161,24.0,25.0,25
902,1,2026-06,1671,12,1659,0,0.9928187,24.0,25.0,25
903,2,2026-04,1394,9,1384,1,0.9928264,24.0,25.0,29
33,4,2026-08,1255,8,1246,1,0.9928287,24.0,25.0,42
903,3,2026-04,3632,25,3606,1,0.9928414,24.0,25.0,27
901,7,2026-08,140,1,139,0,0.9928571,24.0,25.0,25
113,5,2026-06,140,0,139,1,0.9928571,25.0,25.0,43
33,10,2026-07,1125,8,1117,0,0.9928889,24.0,25.0,25
912,8,2026-07,141,1,140,0,0.9929078,24.0,25.0,25
903,8,2026-07,141,1,140,0,0.9929078,24.0,25.0,25
901,8,2026-06,142,1,141,0,0.9929577,24.0,25.0,25
910,8,2026-06,142,1,141,0,0.9929577,24.0,25.0,25
907,4,2026-06,2137,15,2122,0,0.9929808,24.0,25.0,25
36,5,2026-07,143,1,142,0,0.9930070,24.0,25.0,25
906,8,2026-06,144,1,143,0,0.9930556,24.0,25.0,25
906,7,2026-07,291,2,289,0,0.9931271,24.0,25.0,25
908,10,2026-08,294,2,292,0,0.9931973,24.0,25.0,25
906,1,2026-04,1471,10,1461,0,0.9932019,24.0,25.0,25
1,7,2026-05,442,439,1,2,0.9932127,13.0,13.0,36
913,7,2026-07,295,2,293,0,0.9932203,24.0,25.0,25
35,6,2026-04,295,2,293,0,0.9932203,24.0,25.0,25
31,8,2026-06,149,1,148,0,0.9932886,24.0,25.0,25
33,6,2026-04,299,2,297,0,0.9933110,24.0,25.0,25
2,1,2026-04,2695,2677,8,10,0.9933210,13.0,13.0,43
902,7,2026-07,300,2,298,0,0.9933333,24.0,25.0,25
912,5,2026-04,150,1,149,0,0.9933333,24.0,25.0,25
901,7,2026-06,304,2,302,0,0.9934211,24.0,25.0,25
35,10,2026-04,1071,7,1064,0,0.9934641,24.0,25.0,25
901,8,2026-07,153,1,152,0,0.9934641,24.0,25.0,25
901,4,2026-08,920,6,914,0,0.9934783,24.0,25.0,25
112,0,2026-08,12996,82,12912,2,0.9935365,24.0,25.0,32
901,2,2026-04,1246,8,1238,0,0.9935795,24.0,25.0,25
32,3,2026-08,1724,6,1713,5,0.9936195,24.0,25.0,51
32,11,2026-06,944,6,938,0,0.9936441,24.0,25.0,25
901,11,2026-08,318,2,316,0,0.9937107,24.0,25.0,25
37,0,2026-07,20696,127,20566,3,0.9937186,24.0,25.0,84
901,2,2026-07,1434,9,1425,0,0.9937238,24.0,25.0,25
901,4,2026-04,2075,13,2062,0,0.9937349,24.0,25.0,25
1,7,2026-04,479,476,1,2,0.9937370,13.0,13.0,33
36,7,2026-07,320,2,318,0,0.9937500,24.0,25.0,25
901,11,2026-04,802,5,797,0,0.9937656,24.0,25.0,25
35,8,2026-06,161,0,160,1,0.9937888,24.0,25.0,39
35,5,2026-04,161,1,160,0,0.9937888,24.0,25.0,25
116,0,2026-07,34122,175,33912,35,0.9938456,24.0,25.0,62
116,0,2026-04,33082,193,32879,10,0.9938637,24.0,25.0,57
32,8,2026-06,164,1,163,0,0.9939024,24.0,25.0,25
36,8,2026-07,165,1,164,0,0.9939394,24.0,25.0,25
902,2,2026-07,1486,9,1477,0,0.9939435,24.0,25.0,25
3,7,2026-05,497,494,1,2,0.9939638,13.0,13.0,40
901,3,2026-07,4022,24,3998,0,0.9940328,24.0,25.0,25
35,3,2026-08,1845,3,1834,8,0.9940379,24.0,25.0,51
113,8,2026-07,169,0,168,1,0.9940828,25.0,25.0,33
2,4,2026-08,1546,1537,3,6,0.9941785,13.0,13.0,35
31,8,2026-05,172,1,171,0,0.9941860,24.0,25.0,25
901,3,2026-04,3795,22,3773,0,0.9942029,24.0,25.0,25
32,2,2026-08,721,4,717,0,0.9944521,24.0,25.0,25
37,0,2026-08,7771,42,7728,1,0.9944666,24.0,25.0,42
902,11,2026-07,904,4,899,1,0.9944690,24.0,25.0,29
116,0,2026-06,33278,173,33094,11,0.9944708,24.0,25.0,69
35,8,2026-07,182,1,181,0,0.9945055,24.0,25.0,25
36,3,2026-03,1458,8,1450,0,0.9945130,24.0,25.0,25
36,7,2026-06,367,2,365,0,0.9945504,24.0,25.0,25
1,5,2026-06,184,183,1,0,0.9945652,13.0,13.0,24
112,0,2026-07,34071,157,33887,27,0.9945995,24.0,25.0,74
37,0,2026-04,19987,96,19881,10,0.9946966,24.0,25.0,101
35,10,2026-08,381,2,379,0,0.9947507,24.0,25.0,25
36,4,2026-08,1149,6,1143,0,0.9947781,24.0,25.0,25
901,3,2026-08,1542,7,1534,1,0.9948119,24.0,25.0,63
36,11,2026-08,386,2,384,0,0.9948187,24.0,25.0,25
36,3,2026-05,4460,23,4437,0,0.9948430,24.0,25.0,25
35,1,2026-08,777,2,773,2,0.9948520,24.0,25.0,56
113,0,2026-07,34375,127,34199,49,0.9948800,24.0,25.0,69
113,0,2026-03,11183,52,11126,5,0.9949030,24.0,25.0,74
112,0,2026-05,33874,160,33704,10,0.9949814,24.0,25.0,55
33,11,2026-04,997,5,992,0,0.9949850,24.0,25.0,25
8,5,2026-05,200,199,1,0,0.9950000,13.0,13.0,25
115,0,2026-03,11016,53,10961,2,0.9950073,24.0,25.0,41
112,2,2026-07,1806,0,1797,9,0.9950166,25.0,25.0,57
37,10,2026-03,203,1,202,0,0.9950739,24.0,25.0,25
115,0,2026-05,34137,160,33969,8,0.9950787,24.0,25.0,55
35,11,2026-07,1017,5,1012,0,0.9950836,24.0,25.0,25
113,10,2026-07,1236,0,1230,6,0.9951456,25.0,25.0,48
115,0,2026-06,32903,139,32744,20,0.9951676,24.0,25.0,59
35,11,2026-06,1035,5,1030,0,0.9951691,24.0,25.0,25
901,10,2026-07,830,4,826,0,0.9951807,24.0,25.0,25
3,3,2026-08,2491,2479,3,9,0.9951827,13.0,13.0,39
2,3,2026-04,6124,6095,7,22,0.9952645,13.0,13.0,48
3,3,2026-04,6361,6331,18,12,0.9952838,13.0,13.0,35
116,0,2026-05,34352,158,34190,4,0.9952841,24.0,25.0,44
901,1,2026-06,1701,8,1693,0,0.9952969,24.0,25.0,25
113,1,2026-07,1915,0,1906,9,0.9953003,25.0,25.0,64
901,10,2026-06,852,3,848,1,0.9953052,24.0,25.0,36
35,4,2026-08,1072,5,1067,0,0.9953358,24.0,25.0,25
112,0,2026-03,10975,45,10924,6,0.9953531,24.0,25.0,59
33,10,2026-06,1082,5,1077,0,0.9953789,24.0,25.0,25
1,4,2026-08,1517,1510,4,3,0.9953856,13.0,13.0,42
37,7,2026-06,217,1,216,0,0.9953917,24.0,25.0,25
1,8,2026-04,217,216,0,1,0.9953917,13.0,13.0,31
902,1,2026-03,438,2,436,0,0.9954338,24.0,25.0,25
33,10,2026-03,438,2,436,0,0.9954338,24.0,25.0,25
903,4,2026-06,2191,10,2181,0,0.9954359,24.0,25.0,25
5,6,2026-05,441,439,2,0,0.9954649,13.0,13.0,23
36,2,2026-06,1767,7,1759,1,0.9954726,24.0,25.0,51
32,2,2026-07,1771,5,1763,3,0.9954828,24.0,25.0,57
37,0,2026-05,20659,86,20566,7,0.9954983,24.0,25.0,87
2,10,2026-07,1555,1548,2,5,0.9954984,13.0,13.0,45
33,3,2026-08,1782,8,1774,0,0.9955107,24.0,25.0,25
3,7,2026-04,446,444,1,1,0.9955157,13.0,13.0,31
35,4,2026-04,2688,12,2676,0,0.9955357,24.0,25.0,25
35,1,2026-04,2026,9,2017,0,0.9955577,24.0,25.0,25
37,0,2026-06,19829,84,19742,3,0.9956125,24.0,25.0,59
5,8,2026-07,229,228,0,1,0.9956332,13.0,13.0,43
37,0,2026-03,6667,29,6638,0,0.9956502,24.0,25.0,25
31,10,2026-07,1153,3,1148,2,0.9956635,24.0,25.0,53
115,0,2026-07,33909,132,33762,15,0.9956649,24.0,25.0,66
2,10,2026-04,1394,1388,2,4,0.9956958,13.0,13.0,38
36,4,2026-03,932,4,928,0,0.9957082,24.0,25.0,25
35,3,2026-03,1401,6,1395,0,0.9957173,24.0,25.0,25
115,0,2026-04,32878,137,32739,2,0.9957722,24.0,25.0,90
2,8,2026-05,237,236,1,0,0.9957806,13.0,13.0,23
3,6,2026-07,482,480,1,1,0.9958506,13.0,13.0,33
6,1,2026-05,2669,2658,1,10,0.9958786,13.0,13.0,39
1,8,2026-05,243,242,1,0,0.9958848,13.0,13.0,22
31,11,2026-06,978,2,974,2,0.9959100,24.0,25.0,60
903,6,2026-04,245,1,244,0,0.9959184,24.0,25.0,25
32,10,2026-04,983,4,979,0,0.9959308,24.0,25.0,25
32,4,2026-05,2711,9,2700,2,0.9959425,24.0,25.0,54
8,11,2026-03,495,493,2,0,0.9959596,13.0,13.0,14
37,11,2026-08,249,1,248,0,0.9959839,25.0,25.0,25
113,0,2026-06,33142,125,33009,8,0.9959870,24.0,25.0,65
901,6,2026-06,250,1,249,0,0.9960000,24.0,25.0,25
901,1,2026-04,1518,6,1512,0,0.9960474,24.0,25.0,25
913,7,2026-06,255,1,254,0,0.9960784,24.0,25.0,25
902,7,2026-04,255,1,254,0,0.9960784,24.0,25.0,25
36,10,2026-04,1021,4,1017,0,0.9960823,24.0,25.0,25
112,0,2026-06,32898,121,32770,7,0.9961092,24.0,25.0,53
35,2,2026-06,1800,7,1793,0,0.9961111,24.0,25.0,25
1,10,2026-04,1291,1286,0,5,0.9961270,13.0,13.0,37
36,11,2026-07,1037,3,1033,1,0.9961427,24.0,25.0,55
36,3,2026-07,4713,17,4695,1,0.9961808,24.0,25.0,35
35,3,2026-06,4751,18,4733,0,0.9962113,24.0,25.0,25
36,6,2026-07,267,1,266,0,0.9962547,24.0,25.0,25
36,2,2026-05,1870,6,1863,1,0.9962567,24.0,25.0,28
113,0,2026-04,32908,118,32787,3,0.9963231,24.0,25.0,85
112,0,2026-04,32922,116,32801,5,0.9963246,24.0,25.0,54
35,6,2026-06,275,1,274,0,0.9963636,24.0,25.0,25
1,2,2026-04,2484,2475,3,6,0.9963768,13.0,13.0,40
31,6,2026-06,276,1,275,0,0.9963768,24.0,25.0,25
903,7,2026-07,277,1,276,0,0.9963899,24.0,25.0,25
901,4,2026-07,2220,7,2212,1,0.9963964,24.0,25.0,51
32,4,2026-08,1120,3,1116,1,0.9964286,24.0,25.0,56
35,3,2026-04,4492,16,4476,0,0.9964381,24.0,25.0,25
31,6,2026-07,281,1,280,0,0.9964413,24.0,25.0,25
901,1,2026-07,1695,6,1689,0,0.9964602,24.0,25.0,25
113,1,2026-08,849,2,846,1,0.9964664,25.0,25.0,49
1,3,2026-04,6238,6216,5,17,0.9964732,13.0,13.0,40
33,4,2026-03,855,3,852,0,0.9964912,24.0,25.0,25
33,2,2026-06,1720,4,1714,2,0.9965116,24.0,25.0,82
113,0,2026-05,34194,110,34075,9,0.9965199,24.0,25.0,64
1,11,2026-04,1439,1434,0,5,0.9965254,13.0,13.0,32
36,6,2026-04,289,1,288,0,0.9965398,24.0,25.0,25
32,11,2026-04,868,3,865,0,0.9965438,24.0,25.0,25
35,2,2026-05,1744,6,1738,0,0.9965596,24.0,25.0,25
35,11,2026-03,291,0,290,1,0.9965636,24.0,25.0,61
32,6,2026-04,295,1,294,0,0.9966102,24.0,25.0,25
36,4,2026-06,2682,9,2673,0,0.9966443,24.0,25.0,25
32,7,2026-05,301,1,300,0,0.9966777,24.0,25.0,25
36,2,2026-07,1811,6,1805,0,0.9966869,24.0,25.0,25
33,3,2026-07,4834,14,4818,2,0.9966901,24.0,25.0,31
5,1,2026-05,2725,2716,3,6,0.9966972,13.0,13.0,36
36,7,2026-04,304,1,303,0,0.9967105,24.0,25.0,25
33,6,2026-07,305,1,304,0,0.9967213,24.0,25.0,25
35,4,2026-05,2753,9,2744,0,0.9967308,24.0,25.0,25
36,11,2026-06,919,3,916,0,0.9967356,24.0,25.0,25
5,3,2026-04,6149,6129,10,10,0.9967474,13.0,13.0,39
36,3,2026-06,4306,14,4292,0,0.9967487,24.0,25.0,25
31,6,2026-04,311,1,310,0,0.9967846,24.0,25.0,25
32,6,2026-06,311,1,310,0,0.9967846,24.0,25.0,25
903,4,2026-03,624,2,622,0,0.9967949,24.0,25.0,25
36,1,2026-05,1889,4,1883,2,0.9968237,24.0,25.0,47
36,1,2026-03,641,2,639,0,0.9968799,24.0,25.0,25
32,11,2026-03,322,1,321,0,0.9968944,24.0,25.0,25
32,7,2026-06,322,1,321,0,0.9968944,24.0,25.0,25
31,4,2026-08,968,3,965,0,0.9969008,24.0,25.0,25
35,7,2026-05,323,1,322,0,0.9969040,24.0,25.0,25
36,10,2026-03,326,1,325,0,0.9969325,24.0,25.0,25
35,1,2026-05,1959,5,1953,1,0.9969372,24.0,25.0,44
32,1,2026-06,1963,5,1957,1,0.9969435,24.0,25.0,44
116,7,2026-07,328,0,327,1,0.9969512,25.0,25.0,34
32,11,2026-05,985,3,982,0,0.9969543,24.0,25.0,25
33,4,2026-06,2633,7,2625,1,0.9969616,24.0,25.0,49
32,10,2026-05,989,3,986,0,0.9969666,24.0,25.0,25
115,7,2026-07,332,0,331,1,0.9969880,25.0,25.0,47
31,7,2026-05,336,1,335,0,0.9970238,24.0,25.0,25
37,2,2026-03,338,0,337,1,0.9970414,24.0,25.0,68
31,7,2026-04,339,1,338,0,0.9970501,24.0,25.0,25
32,7,2026-07,339,1,338,0,0.9970501,24.0,25.0,25
33,10,2026-04,1023,3,1020,0,0.9970674,24.0,25.0,25
3,11,2026-07,1368,1364,1,3,0.9970760,13.0,13.0,49
36,1,2026-07,2054,6,2048,0,0.9970789,24.0,25.0,25
35,10,2026-06,1027,3,1024,0,0.9970789,24.0,25.0,25
33,7,2026-04,344,1,343,0,0.9970930,24.0,25.0,25
31,3,2026-08,1723,5,1718,0,0.9970981,24.0,25.0,25
1,2,2026-05,2427,2420,1,6,0.9971158,13.0,13.0,43
36,4,2026-04,2783,8,2775,0,0.9971254,24.0,25.0,25
33,4,2026-05,2785,8,2777,0,0.9971275,24.0,25.0,25
112,7,2026-05,349,0,348,1,0.9971347,25.0,25.0,51
33,1,2026-08,703,2,701,0,0.9971550,24.0,25.0,25
35,7,2026-07,354,1,353,0,0.9971751,24.0,25.0,25
35,7,2026-06,355,1,354,0,0.9971831,24.0,25.0,25
36,10,2026-07,1071,3,1068,0,0.9971989,24.0,25.0,25
36,4,2026-07,2866,8,2858,0,0.9972087,24.0,25.0,25
1,3,2026-08,2511,2504,2,5,0.9972123,13.0,13.0,40
115,1,2026-07,2153,0,2147,6,0.9972132,25.0,25.0,51
115,11,2026-03,360,0,359,1,0.9972222,25.0,25.0,27
1,0,2026-04,43664,43543,46,75,0.9972288,13.0,13.0,41
32,10,2026-03,361,1,360,0,0.9972299,24.0,25.0,25
1,11,2026-07,1450,1446,0,4,0.9972414,13.0,13.0,40
3,1,2026-04,2543,2536,4,3,0.9972473,13.0,13.0,36
37,2,2026-07,1091,1,1088,2,0.9972502,24.0,25.0,96
35,3,2026-07,4744,8,4731,5,0.9972597,24.0,25.0,54
37,1,2026-03,365,0,364,1,0.9972603,25.0,25.0,48
113,7,2026-07,365,0,364,1,0.9972603,25.0,25.0,28
36,10,2026-06,1097,3,1094,0,0.9972653,24.0,25.0,25
35,7,2026-04,366,1,365,0,0.9972678,24.0,25.0,25
116,1,2026-07,2209,0,2203,6,0.9972838,25.0,25.0,49
31,10,2026-08,371,1,370,0,0.9973046,24.0,25.0,25
1,3,2026-05,6687,6669,5,13,0.9973082,13.0,13.0,40
5,10,2026-05,1488,1484,1,3,0.9973118,13.0,13.0,34
2,0,2026-04,44404,44285,53,66,0.9973201,13.0,13.0,48
2,2,2026-04,2255,2249,3,3,0.9973392,13.0,13.0,35
31,11,2026-03,376,1,375,0,0.9973404,24.0,25.0,25
2,3,2026-08,2270,2264,0,6,0.9973568,13.0,13.0,44
31,2,2026-08,759,2,757,0,0.9973650,24.0,25.0,25
35,1,2026-07,1915,3,1910,2,0.9973890,24.0,25.0,48
33,3,2026-06,4620,10,4608,2,0.9974026,24.0,25.0,66
37,3,2026-08,1158,1,1155,2,0.9974093,25.0,25.0,77
31,11,2026-08,386,1,385,0,0.9974093,24.0,25.0,25
2,1,2026-08,1164,1161,1,2,0.9974227,13.0,13.0,34
3,6,2026-04,392,391,0,1,0.9974490,13.0,13.0,34
32,11,2026-08,392,1,391,0,0.9974490,24.0,25.0,25
1,6,2026-04,401,400,0,1,0.9975062,13.0,13.0,28
7,3,2026-05,6423,6407,5,11,0.9975090,13.0,13.0,34
32,1,2026-07,2044,3,2039,2,0.9975538,24.0,25.0,48
35,3,2026-05,4915,9,4903,3,0.9975585,24.0,25.0,46
116,1,2026-08,825,1,823,1,0.9975758,25.0,25.0,58
6,4,2026-04,3715,3706,1,8,0.9975774,13.0,13.0,42
33,2,2026-07,1701,4,1697,0,0.9976484,24.0,25.0,25
1,11,2026-03,431,430,0,1,0.9976798,13.0,13.0,30
33,3,2026-05,4746,11,4735,0,0.9976823,24.0,25.0,25
35,2,2026-04,1726,4,1722,0,0.9976825,24.0,25.0,25
5,6,2026-07,432,431,1,0,0.9976852,13.0,13.0,21
33,11,2026-03,432,1,431,0,0.9976852,24.0,25.0,25
2,3,2026-07,6501,6486,7,8,0.9976927,13.0,13.0,33
37,2,2026-08,435,0,434,1,0.9977011,24.0,25.0,90
116,10,2026-08,439,0,438,1,0.9977221,25.0,25.0,38
36,3,2026-04,4397,10,4387,0,0.9977257,24.0,25.0,25
2,6,2026-04,440,439,0,1,0.9977273,13.0,13.0,35
35,2,2026-07,1769,4,1765,0,0.9977388,24.0,25.0,25
35,4,2026-07,2656,5,2650,1,0.9977410,24.0,25.0,37
6,7,2026-04,444,443,0,1,0.9977477,13.0,13.0,35
7,3,2026-07,6661,6646,7,8,0.9977481,13.0,13.0,41
2,3,2026-05,6673,6658,6,9,0.9977521,13.0,13.0,34
1,4,2026-04,3568,3560,3,5,0.9977578,13.0,13.0,34
6,10,2026-04,1339,1336,1,2,0.9977595,13.0,13.0,30
36,1,2026-06,1808,4,1804,0,0.9977876,24.0,25.0,25
3,1,2026-05,2715,2709,3,3,0.9977901,13.0,13.0,40
1,2,2026-08,905,903,0,2,0.9977901,13.0,13.0,35
113,4,2026-03,907,0,905,2,0.9977949,25.0,25.0,35
1,1,2026-07,2727,2721,1,5,0.9977998,13.0,13.0,35
3,10,2026-04,1364,1361,0,3,0.9978006,13.0,13.0,30
7,1,2026-07,2731,2725,4,2,0.9978030,13.0,13.0,29
1,10,2026-07,1378,1375,0,3,0.9978229,13.0,13.0,36
1,1,2026-05,2765,2759,1,5,0.9978300,13.0,13.0,37
8,7,2026-05,463,462,1,0,0.9978402,13.0,13.0,22
3,10,2026-05,1391,1388,0,3,0.9978433,13.0,13.0,31
32,4,2026-07,2787,5,2781,1,0.9978471,24.0,25.0,56
33,4,2026-07,2789,6,2783,0,0.9978487,24.0,25.0,25
33,2,2026-05,1860,4,1856,0,0.9978495,24.0,25.0,25
3,2,2026-04,2326,2321,0,5,0.9978504,13.0,13.0,35
31,3,2026-07,4685,4,4675,6,0.9978655,24.0,25.0,56
5,3,2026-05,6570,6556,4,10,0.9978691,13.0,13.0,38
1,4,2026-05,3755,3747,0,8,0.9978695,13.0,13.0,33
3,11,2026-06,1409,1406,0,3,0.9978708,13.0,13.0,34
3,4,2026-04,3758,3750,2,6,0.9978712,13.0,13.0,45
5,7,2026-05,470,469,0,1,0.9978723,13.0,13.0,33
5,1,2026-07,2822,2816,1,5,0.9978738,13.0,13.0,33
6,6,2026-04,472,471,0,1,0.9978814,13.0,13.0,32
2,11,2026-04,1419,1416,1,2,0.9978858,13.0,13.0,36
31,2,2026-05,1904,3,1900,1,0.9978992,24.0,25.0,43
5,2,2026-05,2382,2377,2,3,0.9979009,13.0,13.0,34
8,7,2026-04,479,478,1,0,0.9979123,13.0,13.0,24
36,11,2026-04,962,2,960,0,0.9979210,24.0,25.0,25
35,11,2026-04,963,2,961,0,0.9979232,24.0,25.0,25
32,3,2026-05,4858,8,4848,2,0.9979415,24.0,25.0,44
2,4,2026-04,3888,3880,3,5,0.9979424,13.0,13.0,56
33,11,2026-05,979,2,977,0,0.9979571,24.0,25.0,25
32,1,2026-05,1964,4,1960,0,0.9979633,24.0,25.0,25
32,10,2026-07,984,2,982,0,0.9979675,24.0,25.0,25
31,1,2026-04,1980,4,1976,0,0.9979798,24.0,25.0,25
33,1,2026-05,1981,3,1977,1,0.9979808,24.0,25.0,42
31,11,2026-05,992,2,990,0,0.9979839,24.0,25.0,25
35,1,2026-06,2000,3,1996,1,0.9980000,24.0,25.0,49
115,11,2026-06,1000,0,998,2,0.9980000,25.0,25.0,47
37,1,2026-08,501,1,500,0,0.9980040,24.0,25.0,25
35,10,2026-05,1006,2,1004,0,0.9980119,24.0,25.0,25
3,11,2026-04,1510,1507,1,2,0.9980132,13.0,13.0,29
33,1,2026-07,2014,4,2010,0,0.9980139,24.0,25.0,25
35,11,2026-05,1007,2,1005,0,0.9980139,24.0,25.0,25
1,1,2026-08,1014,1012,1,1,0.9980276,13.0,13.0,36
2,7,2026-07,511,510,1,0,0.9980431,13.0,13.0,22
2,7,2026-05,513,512,0,1,0.9980507,13.0,13.0,31
31,11,2026-07,1027,1,1025,1,0.9980526,24.0,25.0,43
115,11,2026-04,1028,0,1026,2,0.9980545,25.0,25.0,67
116,10,2026-07,1040,0,1038,2,0.9980769,25.0,25.0,47
8,7,2026-07,521,520,0,1,0.9980806,13.0,13.0,32
112,3,2026-07,4704,0,4695,9,0.9980867,25.0,25.0,47
31,4,2026-04,2619,4,2614,1,0.9980909,24.0,25.0,47
6,10,2026-03,526,525,1,0,0.9980989,13.0,13.0,14
33,11,2026-07,1059,2,1057,0,0.9981114,24.0,25.0,25
1,10,2026-08,531,530,0,1,0.9981168,13.0,13.0,41
6,3,2026-04,5864,5853,4,7,0.9981241,13.0,13.0,35
8,1,2026-04,2723,2718,0,5,0.9981638,13.0,13.0,38
33,11,2026-06,1093,2,1091,0,0.9981702,24.0,25.0,25
31,4,2026-06,2749,3,2744,2,0.9981812,24.0,25.0,54
32,2,2026-03,553,1,552,0,0.9981917,24.0,25.0,25
1,0,2026-05,45367,45285,31,51,0.9981925,13.0,13.0,44
115,4,2026-08,1108,2,1106,0,0.9981949,25.0,25.0,25
5,10,2026-08,556,555,1,0,0.9982014,13.0,13.0,14
6,11,2026-08,558,557,0,1,0.9982079,12.0,13.0,30
33,10,2026-05,1119,2,1117,0,0.9982127,24.0,25.0,25
115,11,2026-07,1137,0,1135,2,0.9982410,25.0,25.0,50
3,3,2026-05,6850,6838,4,8,0.9982482,13.0,13.0,67
8,10,2026-08,571,570,0,1,0.9982487,13.0,13.0,44
36,4,2026-05,2856,5,2851,0,0.9982493,24.0,25.0,25
112,4,2026-08,1143,0,1141,2,0.9982502,25.0,25.0,37
6,3,2026-07,6295,6284,4,7,0.9982526,13.0,13.0,45
7,1,2026-05,2864,2859,0,5,0.9982542,13.0,13.0,33
32,2,2026-05,1720,3,1717,0,0.9982558,24.0,25.0,25
7,11,2026-08,574,573,1,0,0.9982578,13.0,13.0,21
3,0,2026-04,43692,43616,23,53,0.9982606,12.0,13.0,51
6,10,2026-08,575,574,0,1,0.9982609,13.0,13.0,32
2,2,2026-05,2302,2298,1,3,0.9982624,13.0,13.0,44
3,1,2026-07,2879,2874,1,4,0.9982633,13.0,13.0,45
31,3,2026-05,4623,6,4615,2,0.9982695,24.0,25.0,37
3,10,2026-08,579,578,0,1,0.9982729,13.0,13.0,38
113,4,2026-07,2896,0,2891,5,0.9982735,25.0,25.0,45
32,1,2026-03,581,1,580,0,0.9982788,24.0,25.0,25
31,2,2026-06,1756,2,1753,1,0.9982916,24.0,25.0,45
116,2,2026-07,1774,0,1771,3,0.9983089,25.0,25.0,45
31,2,2026-03,592,1,591,0,0.9983108,24.0,25.0,25
35,2,2026-03,593,1,592,0,0.9983137,24.0,25.0,25
113,3,2026-07,4768,0,4760,8,0.9983221,25.0,25.0,55
112,11,2026-05,1195,0,1193,2,0.9983264,25.0,25.0,58
32,2,2026-06,1793,1,1790,2,0.9983268,24.0,25.0,32
36,2,2026-04,1794,3,1791,0,0.9983278,24.0,25.0,25
3,11,2026-08,598,597,1,0,0.9983278,13.0,13.0,22
115,2,2026-07,1814,0,1811,3,0.9983462,25.0,25.0,46
32,1,2026-04,1823,3,1820,0,0.9983544,24.0,25.0,25
31,3,2026-06,4866,6,4858,2,0.9983559,24.0,25.0,60
5,4,2026-04,3682,3676,2,4,0.9983705,13.0,13.0,39
33,1,2026-03,615,1,614,0,0.9983740,24.0,25.0,25
6,2,2026-04,2474,2470,0,4,0.9983832,13.0,13.0,35
3,2,2026-07,2498,2494,3,1,0.9983987,13.0,13.0,36
2,11,2026-08,625,624,0,1,0.9984000,13.0,13.0,31
7,4,2026-03,1261,1259,0,2,0.9984140,13.0,13.0,36
7,4,2026-04,3787,3781,0,6,0.9984156,13.0,13.0,33
8,2,2026-04,2550,2546,0,4,0.9984314,13.0,13.0,32
116,3,2026-08,1941,1,1938,2,0.9984544,25.0,25.0,45
113,2,2026-07,1948,0,1945,3,0.9984600,25.0,25.0,53
6,4,2026-03,1316,1314,2,0,0.9984802,13.0,13.0,18
35,4,2026-06,2637,3,2633,1,0.9984831,24.0,25.0,35
1,3,2026-03,1991,1988,1,2,0.9984932,13.0,13.0,45
37,4,2026-08,665,1,664,0,0.9984962,24.0,25.0,25
116,3,2026-06,4663,0,4656,7,0.9984988,25.0,25.0,62
33,4,2026-04,2692,4,2688,0,0.9985141,24.0,25.0,25
112,2,2026-08,676,0,675,1,0.9985207,25.0,25.0,26
2,11,2026-07,1353,1351,0,2,0.9985218,13.0,13.0,37
6,3,2026-03,2030,2027,2,1,0.9985222,13.0,13.0,37
1,3,2026-07,6106,6097,4,5,0.9985260,13.0,13.0,47
6,4,2026-08,1380,1378,1,1,0.9985507,13.0,13.0,52
37,10,2026-05,693,0,692,1,0.9985570,24.0,25.0,29
2,11,2026-05,1406,1404,1,1,0.9985775,13.0,13.0,26
