IP,承载会员数,订单数,活跃天数,投注金额,游戏盈利,净盈利,订单占全量比,投注额占全量比,入选门槛_承载会员数P999
103.199.33.135,46,1264,39,47753.00656548346,-1109.7869884312815,-1109.7869884312815,9.748591912690007e-06,3.4348459469177027e-06,44
103.199.33.22,46,1259,36,52152.406631917096,-3536.8765029408924,-3536.8765029408924,9.710029444680948e-06,3.751292231118406e-06,44
103.199.57.43,46,1183,41,42226.988104009615,-276.5783570148457,-276.5783570148456,9.123879930943258e-06,3.037362657798362e-06,44
103.199.57.153,46,1164,40,51849.35411867582,-10206.98680453241,-10206.98680453241,8.977342552508835e-06,3.7294938403640443e-06,44
103.199.57.15,46,1150,37,86194.24725344681,2531.1756929917215,2531.1756929917215,8.869367642083471e-06,6.199901998215192e-06,44
103.199.57.184,46,1016,35,48711.41523582089,-5192.118829338283,-5192.118829338283,7.835893499440702e-06,3.5037837243178547e-06,44
103.199.57.47,46,984,40,41965.96910113592,3095.627883289465,3095.627883289465,7.589093704182727e-06,3.0185877129609145e-06,44
103.199.57.149,46,976,36,59283.47662550858,2208.751312547768,2208.751312547768,7.527393755368233e-06,4.264225942026964e-06,44
49.49.225.204,46,941,47,46208.78352874853,-1954.3638878236545,-1943.7801256138023,7.257456479304823e-06,3.32377088336977e-06,44
103.199.56.202,46,916,38,56127.168907210806,2152.786122511772,2152.786122511772,7.06464413925953e-06,4.037194566346914e-06,44
103.199.57.220,46,887,38,72815.75330841841,12443.070518576555,12443.070518576555,6.840981824806991e-06,5.237594721501031e-06,44
113.190.55.212,46,879,7,312798.20956469385,-285.2262911289681,-285.22629112896993,6.7792818759924965e-06,2.2499393014198272e-05,44
103.199.32.225,46,829,36,56512.85699208857,-7995.694127937309,-7995.694127937309,6.393657195901911e-06,4.064936885635233e-06,44
103.199.57.177,46,820,39,65277.965053382126,-4759.995044762667,-4759.995044762667,6.324244753485605e-06,4.695406002953418e-06,44
103.199.56.230,46,769,36,17612.50088882742,1778.6617942567634,1778.6617942567634,5.930907579793208e-06,1.2668569299425184e-06,44
103.199.56.213,46,754,47,75548.21386706547,-5211.0313846445215,-5211.0313846445215,5.815220175766033e-06,5.434139017871375e-06,44
103.199.57.227,46,751,36,55540.312739051,571.0060033765476,571.0060033765476,5.792082694960597e-06,3.994982344005203e-06,44
103.199.56.107,46,744,39,39908.63917595048,3595.037663500147,3595.037663500147,5.738095239747915e-06,2.8706051698030233e-06,44
103.199.56.234,46,721,38,46154.48943398894,-5431.6399197996625,-5431.6399197996625,5.560707886906246e-06,3.3198655407591263e-06,44
103.199.56.178,46,696,37,58210.016260599696,-400.6077729329145,-400.6077729329145,5.367895546860953e-06,4.187012563251999e-06,44
103.199.56.204,46,692,41,29013.019442275145,1259.0161973052643,1259.0161973052643,5.337045572453706e-06,2.086889588878274e-06,44
103.199.57.26,46,688,37,30388.167139988655,-8443.607625715696,-8443.607625715696,5.306195598046459e-06,2.1858031617739876e-06,44
103.199.57.147,46,591,41,31747.4946369039,-1536.109005119623,-1536.109005119623,4.558083718670723e-06,2.283578796841288e-06,44
103.199.56.112,46,589,42,48880.47961884847,-5986.053101731994,-5986.053101731994,4.5426587314671e-06,3.515944426911818e-06,44
103.199.56.76,46,585,42,180886.46838284496,22430.44814961063,22430.44814961063,4.511808757059853e-06,1.3011058307398153e-05,44
104.28.68.165,46,536,49,98543.14734398687,1259.9304613530758,1259.9304613530758,4.1338965705710785e-06,7.0881511886974195e-06,44
103.199.57.167,46,529,37,39109.873433842404,-3160.8590168037103,-3139.4981210242104,4.079909115358396e-06,2.81315041524104e-06,44
103.199.56.149,46,509,34,60015.18298132358,-12759.61006981845,-12759.61006981845,3.925659243322162e-06,4.316857153993871e-06,44
103.199.56.151,46,485,42,27683.383786601476,-1228.2706567903458,-1228.2706567903458,3.7405593968786814e-06,1.9912496706564726e-06,44
104.28.68.149,46,429,46,33212.52228172625,3366.5423405042056,3366.542340504204,3.3086597551772255e-06,2.3889573819789564e-06,44
1.0.215.60,46,205,6,329.1671042957672,17.855267303854642,17.855267303854642,1.5810611883714013e-06,2.3676798077593587e-08,44
171.225.199.38,46,186,4,2431.19596710982,-218.62861997997373,-218.62861997997373,1.4345238099369788e-06,1.7487450978271787e-07,44
103.231.94.153,46,145,4,8079.000653415261,-157.7200250670239,-157.7200250670239,1.1183115722626986e-06,5.81117811115731e-07,44
182.232.89.21,46,135,10,7108.688164845655,-412.7738333066458,-411.28120159454664,1.0411866362445815e-06,5.113237990039159e-07,44
14.180.4.124,46,116,2,775.2581599294276,-118.5330289035338,-118.5330289035338,8.946492578101589e-07,5.576386786865157e-08,44
14.207.32.129,46,110,3,3044.9395425242196,-351.13555480101127,-351.13555480101127,8.483742961992886e-07,2.1902072766678103e-07,44
103.231.94.247,46,100,4,4938.540457207066,-32.33261396774256,-32.332613967742546,7.712493601811714e-07,3.5522633846866454e-07,44
103.199.32.27,45,2239,41,72938.1307487057,-2359.6728720401206,-2359.6728720401206,1.726827317445643e-05,5.246397259498059e-06,44
116.97.104.76,45,1542,26,39996.79157123687,2007.1275894589405,2007.1275894589405,1.1892665133993663e-05,2.8769459202486593e-06,44
103.199.57.111,45,1519,35,69837.88143781754,-659.0751040805515,-659.0751040805515,1.1715277781151993e-05,5.0233981324098865e-06,44
103.199.56.147,45,1295,42,67749.51613771362,-1831.1111358030494,-1831.1111358030494,9.98767921434617e-06,4.873183232811702e-06,44
103.199.57.225,45,1181,36,53850.862596340594,-2911.7807895830347,-2911.7807895830347,9.108454943739634e-06,3.873461179316845e-06,44
103.199.56.210,45,1153,38,38043.22303243648,-40.998937263798496,-40.998937263798496,8.892505122888906e-06,2.7364268731741514e-06,44
103.199.56.41,45,1118,39,38743.19335883182,1422.9771438985638,1422.9771438985638,8.622567846825496e-06,2.7867753310306157e-06,44
103.199.56.165,45,1111,33,68166.07903761089,-1653.9295779724973,-1647.038966430723,8.568580391612815e-06,4.9031463595603045e-06,44
49.49.225.48,45,1048,44,28360.576937217986,-1022.0588317321956,-909.9316000512493,8.082693294698677e-06,2.0399597795264943e-06,44
103.199.57.36,45,1045,42,47693.309846040866,4284.16186145982,4284.16186145982,8.05955581389324e-06,3.4305519966605495e-06,44
103.199.56.249,45,993,37,35826.143359562,-5088.994049648276,-5088.994049648276,7.658506146599032e-06,2.576953623716577e-06,44
103.199.57.99,45,955,34,50983.79873258241,1185.516603261453,1185.516603261453,7.365431389730187e-06,3.6672349456140598e-06,44
103.199.57.224,45,934,39,26627.415153299142,1721.7480316162716,1721.7480316162716,7.203469024092141e-06,1.915294461947322e-06,44
103.199.57.41,45,883,36,25726.2491517716,593.4164003301662,593.4164003301662,6.810131850399743e-06,1.850474116371756e-06,44
103.199.56.137,45,877,39,73839.76669121387,344.52751287802874,344.52751287802874,6.763856888788873e-06,5.3112514076546285e-06,44
103.199.56.177,45,843,37,69123.50455192129,-5133.098599189035,-5133.098599189035,6.501632106327275e-06,4.972013419120104e-06,44
103.199.56.44,45,841,40,33439.607407385134,1949.4661156495524,1949.4661156495524,6.4862071191236515e-06,2.4052914827942656e-06,44
103.199.56.141,45,831,34,17727.479517887303,-1419.384488471287,-1419.384488471287,6.409082183105535e-06,1.2751272757576435e-06,44
103.199.56.155,45,756,38,46368.310749348166,2631.367176701821,2631.367176701821,5.830645162969656e-06,3.335245583425531e-06,44
103.199.56.246,45,746,40,42505.75913892983,-12093.891887609916,-12093.891887609916,5.7535202269515385e-06,3.05741449596065e-06,44
104.28.119.134,45,701,59,62101.77898719588,-1915.700762762211,-1915.700762762211,5.4064580148700115e-06,4.46694478928856e-06,44
116.110.40.142,45,697,14,23379.65045066164,-880.434628353083,-880.434628353083,5.375608040462765e-06,1.681684638655898e-06,44
103.199.56.43,45,673,43,56269.57814955459,5697.665597289981,5697.665597289981,5.190508194019284e-06,4.047437980197671e-06,44
103.199.57.226,45,654,36,33902.10717285235,-5203.562354769689,-5203.562354769689,5.043970815584861e-06,2.438558821525849e-06,44
103.199.56.227,45,637,37,37526.070570653006,305.2913592269905,305.2913592269905,4.912858424354062e-06,2.6992283978308325e-06,44
103.199.32.48,45,629,37,55463.741747268374,-1878.4741268938462,-1878.4741268938462,4.851158475539568e-06,3.989474637167617e-06,44
103.199.56.191,45,588,35,42630.2195455182,-3887.583843748412,-3887.583843748412,4.534946237865288e-06,3.0663668605104204e-06,44
103.199.56.169,45,525,39,16822.74589248563,639.5185816023507,639.5185816023507,4.04905914095115e-06,1.210050313074893e-06,44
103.199.56.24,45,522,41,75642.96983740272,6842.815169238409,6842.815169238409,4.025921660145715e-06,5.440954759623946e-06,44
116.107.74.150,45,497,7,644385.3466854951,-38541.615839309896,-38541.615839309896,3.833109320100422e-06,4.635026264326741e-05,44
103.199.57.188,45,392,34,30622.894562931695,-2053.5182017646343,-2053.5182017646343,3.0232974919101918e-06,2.202686968581434e-06,44
113.185.87.162,45,285,15,12695.3057249819,-484.0218382177885,-484.0218382177885,2.1980606765163384e-06,9.131659459920689e-07,44
113.161.16.84,45,270,31,2258.189462501197,159.65063224043547,159.65063224043547,2.082373272489163e-06,1.6243025267965079e-07,44
1.1.247.128,45,217,6,465.40483469816263,15.702905030298192,15.702905030298192,1.673611111593142e-06,3.3476298669210355e-08,44
58.186.63.217,45,216,1,2698.8739556847077,-26.711120336256435,-26.71112033625644,1.6658986179913303e-06,1.9412843158290283e-07,44
117.6.22.182,45,211,11,1855.8901432355285,-200.6197443875845,-200.6197443875845,1.6273361499822717e-06,1.334930969775794e-07,44
42.118.116.101,45,147,11,764.9579672315596,-29.56488144097003,-29.56488144097003,1.133736559466322e-06,5.502298100758602e-08,44
103.231.94.85,45,145,5,6968.904521544854,-228.56372238074624,-228.56372238074624,1.1183115722626986e-06,5.012692429629525e-07,44
117.20.154.49,44,4143,56,608823.6100616858,-37632.20082532594,-36029.15544678962,3.195286099230593e-05,4.379232764204097e-05,44
103.199.56.220,44,3332,33,157680.57227562385,5169.284657144372,5169.284657144372,2.5698028681236633e-05,1.13418717174569e-05,44
49.49.225.16,44,1514,45,22565.987750363,-585.6832740348902,-585.4983075942653,1.1676715313142935e-05,1.6231583545684994e-06,44
103.199.57.210,44,1397,39,65224.36036520965,2522.417482293852,2522.417482293852,1.0774353561730964e-05,4.691550248957017e-06,44
49.49.225.234,44,1295,49,62990.714873884375,226.58321608904225,326.4052221544579,9.98767921434617e-06,4.530885429827592e-06,44
103.199.32.83,44,1212,40,92218.14863500687,-8405.161069388312,-8405.161069388312,9.347542245395797e-06,6.633197715767758e-06,44
103.199.57.176,44,1175,41,99758.82449406735,-2376.9346740595292,-2376.9346740595292,9.062179982128763e-06,7.17559413799085e-06,44
42.113.203.63,44,1175,33,51438.79065748742,-4388.165036011569,-4388.165036011569,9.062179982128763e-06,3.699962249747197e-06,44
103.199.57.152,44,1147,41,48595.295059908465,-541.2517936976237,-541.2517936976237,8.846230161278037e-06,3.4954312677025584e-06,44
103.199.57.54,44,1075,38,72410.89064470507,5447.627909520305,5447.627909520305,8.290930621947593e-06,5.208473185925945e-06,44
103.199.57.79,44,976,36,44641.577401831826,-5959.24713943758,-5959.247139437579,7.527393755368233e-06,3.2110426595323328e-06,44
103.199.56.18,44,947,41,47330.95422898675,-1713.1825306885385,-1713.1825306885382,7.303731440915693e-06,3.404487968192009e-06,44
103.199.56.161,44,937,34,38886.17920910401,-3430.437500488983,-3430.437500488983,7.2266065048975765e-06,2.7970602199537986e-06,44
103.199.56.181,44,928,37,41638.34380025177,701.878805183274,701.878805183274,7.157194062481271e-06,2.9950218159046436e-06,44
49.49.225.17,44,906,49,30728.158092762103,30.41070109817646,119.91991353539258,6.987519203241413e-06,2.2102585129678682e-06,44
103.199.56.187,44,881,35,53357.248833403304,490.07132792885284,490.07132792885284,6.79470686319612e-06,3.8379558288706285e-06,44
103.199.56.198,44,837,43,40635.33641736972,-4199.58809216334,-4199.58809216334,6.455357144716405e-06,2.9228760790891703e-06,44
103.199.56.4,44,826,31,47721.455492122834,669.8886100030538,669.8886100030538,6.370519715096476e-06,3.4325764965888516e-06,44
103.199.56.167,44,798,39,39461.222142682695,2430.2795014052235,2430.2795014052235,6.154569894245748e-06,2.838422723213103e-06,44
103.199.57.165,44,750,39,40088.61689519094,-930.5919417981302,-930.5919417981299,5.784370201358785e-06,2.8835508623139414e-06,44
116.97.105.175,44,703,25,14716.770238030156,-2622.8779530857855,-2622.8779530857855,5.421883002073635e-06,1.0585687109459424e-06,44
103.199.33.232,44,691,40,21089.270409557226,-76.11752142599119,-76.11752142599119,5.329333078851895e-06,1.516938936407798e-06,44
103.199.56.225,44,683,32,143872.47763795307,3331.7481694137286,3331.7481694137286,5.267633130037401e-06,1.0348663513156278e-05,44
103.199.56.148,44,669,35,44159.07057058168,-5480.745570775769,-5480.745570775768,5.1596582196120364e-06,3.1763362242127684e-06,44
183.91.4.152,44,648,35,37726.05447772795,246.14637701879025,246.14637701879025,4.997695853973991e-06,2.713613123779411e-06,44
49.49.225.143,44,639,48,41055.33455137634,-10066.539109116793,-10023.655257515346,4.928283411557686e-06,2.953086300226291e-06,44
103.199.57.190,44,522,38,69137.4521360692,3068.5206111404914,3068.5206111404914,4.025921660145715e-06,4.973016660723626e-06,44
103.199.57.170,44,460,37,55723.56494346433,-3015.62253614631,-3015.62253614631,3.5477470568333885e-06,4.0081635683272715e-06,44
172.225.56.12,44,328,41,40590.40827722562,-4276.212525090601,-4276.212525090601,2.529697901394242e-06,2.919644424138505e-06,44
113.185.106.239,44,302,9,7416.001930384516,-176.53093238047848,-176.53093238047848,2.3291730677471376e-06,5.33428699153934e-07,44
1.10.250.147,44,150,4,695.0394140542808,-68.69331413319601,-68.69331413319601,1.1568740402717571e-06,4.999378020394664e-08,44
14.181.150.141,44,96,2,3105.777033217287,-417.3625107975813,-417.3625107975813,7.403993857739245e-07,2.2339673293549999e-07,44
14.207.42.43,44,76,2,3225.0746024608593,-565.34358010056,-565.34358010056,5.861495137376902e-07,2.3197773760232662e-07,44
14.224.62.146,44,44,1,16.26520021686933,-16.26520021686933,-16.26520021686933,3.3934971847971543e-07,1.1699463773889592e-09,44
