member_id,Recency,Frequency,Monetary
149177291,90,4,560.0000
20610102,2,155,191263.0000
142817568,4,39,10345.0000
148254503,98,35,944.0000
136719109,61,477,7901.0000
148532306,98,25,2210.0000
148841255,42,19,660.0000
148959792,95,12,7200.0000
148960594,95,6,151.0000
143913044,95,6,387.0000
61185685,29,17,3450.0000
148960826,65,5,174.0000
132986488,95,2,49000.0000
143218948,95,9,252.0000
137248686,35,102,3125.0000
149051763,93,14,705.0000
149055009,93,8,520.0000
149055031,93,4,520.0000
149055125,93,4,520.0000
148999373,22,48,29230.0000
148573531,81,9,250.0000
149180802,90,4,120.0000
126379618,14,6,6698.0000
149177204,90,8,9.0000
149042068,40,24,13749.0000
149181482,90,8,80.0000
136099976,98,19,1530.0000
148804690,98,5,140.0000
134816098,76,13,394.0000
148482786,32,55,886.0000
148847337,67,101,3020.0000
148847598,97,8,520.0000
148842562,94,6,90.0000
134700150,87,25,6300.0000
148843028,98,4,320.0000
142015430,0,124,26161.0000
125683553,40,282,67297.0000
148444810,56,48,2307.0000
148091718,74,8,95.0000
148444872,106,4,91.0000
147486622,29,133,13174.0000
148445219,106,9,1352.0000
148441239,106,7,350.0000
148445413,106,2,54.0000
148445359,106,7,85.0000
148446284,106,4,520.0000
90489986,0,55,10971.0000
149184051,86,69,1770.0000
149213630,89,4,520.0000
149213798,89,14,920.0000
149185666,90,1,30.0000
149003119,68,72,3060.0000
148973174,94,5,227.0000
127469395,94,11,1363.0000
141934809,94,24,7900.0000
148888680,74,68,29887.0000
148488966,92,32,640.0000
148716514,49,105,33209.0000
148716567,100,3,750.0000
148929853,95,11,270.0000
147775133,95,1,56840.0000
149154500,90,6,500.0000
107046314,77,32,1698.0000
81892855,17,251,40980.0000
129284137,18,269,8035.0000
149154801,90,4,134.0000
149154979,90,9,3000.0000
149154947,27,43,1400.0000
67884593,90,2,800.0000
149155868,90,116,223.0000
149155862,90,4,320.0000
142796952,76,130,2525.0000
149156463,90,10,1580.0000
130081950,90,133,60753.0000
149156900,90,16,529.0000
149157667,90,8,600.0000
149157653,90,2,112.0000
149157786,90,8,240.0000
148812776,98,10,140.0000
16363680,75,95,1610000.0000
149158895,90,8,600.0000
149159153,52,255,167665.0000
149159179,32,22,1470.0000
138952237,85,19,330.0000
145632935,24,34,554.0000
149054084,93,1,12.0000
146361529,100,20,849.0000
146192063,5,238,50820.0000
148711709,100,4,320.0000
148711957,100,19,1696.0000
126730446,45,30,2629.0000
149216284,89,4,600.0000
113473560,38,29,875.0000
148893506,96,35,1154.0000
148716872,96,7,180.0000
148894086,96,17,657.0000
148727458,43,16,700.0000
149255094,88,4,199.0000
149216735,87,39,3050.0000
149255328,88,4,340.0000
149255456,88,8,600.0000
149125416,91,329,6860.0000
104683832,91,70,10470.0000
149127098,91,8,600.0000
149102530,25,216,36027.0000
146164880,84,25,5169.0000
149127699,91,1,40.0000
149300389,87,4,190.0000
148070825,93,10,940.0000
134387632,4,16,845.0000
148359285,88,227,8810.0000
149197980,88,21,2837.0000
149199808,81,15,400.0000
149199799,89,4,520.0000
149199966,24,808,180809.0000
148524170,89,83,3904.0000
149200121,89,17,2320.0000
129693098,6,243,48455.0000
149200277,89,5,84.0000
148616278,80,23,989.0000
131780120,90,5,700.0000
149184652,90,4,260.0000
149200432,89,8,520.0000
149200354,89,6,230.0000
149200919,89,11,670.0000
149200980,89,11,280.0000
149058536,87,3,154.0000
149058543,93,196,2050.0000
149106986,9,29,10943.0000
149106981,92,38,1130.0000
128445406,3,53,3539.0000
112392406,46,192,13842.0000
101758024,52,45,4400.0000
148776489,89,19,1490.0000
148776613,99,16,520.0000
148774707,89,28,3857.0000
94220614,99,47,18000.0000
113224655,9,88,17390.0000
149295753,78,35,970.0000
149297736,87,8,600.0000
149298032,87,5,250327.0000
146008560,24,152,12480.0000
149298527,87,1,100.0000
149291532,87,31,760.0000
100674163,76,22,179.0000
148778048,99,8,320.0000
148778143,99,1061,63420.0000
149133165,91,55,9100.0000
149133154,91,8,580.0000
149133947,91,4,520.0000
149133954,91,8,320.0000
149133819,91,23,1173.0000
130663524,75,14,4730.0000
105164609,45,22,4200.0000
149259110,88,4,521.0000
148779363,99,8,320.0000
122721916,42,28,6180.0000
134910515,99,39,6443.0000
148780121,99,4,600.0000
116112842,1,101,3051.0000
149071418,92,25,390.0000
149034816,92,2,1705.0000
149072109,92,24,1040.0000
149187911,90,26,148550.0000
149037390,79,8,160.0000
133612441,90,62,938.0000
149188177,90,14,178.0000
149188455,72,45,450.0000
149188484,90,25,5080.0000
141153619,19,157,1941.0000
148221635,90,2,72.0000
149188812,90,5,250.0000
149190907,90,5,179.0000
100490787,68,14,844.0000
149138290,91,2,100.0000
134303977,7,265,24962.0000
116584628,1,106,3746.0000
127075108,58,51,1259.0000
145609264,96,21,830.0000
147498096,96,31,944.0000
149139926,91,2,400.0000
149193428,89,707,15940.0000
140073216,89,55,29510.0000
44810723,19,124,732.0000
149197935,86,27,3689.0000
149197827,89,48,7320.0000
149198040,89,22,982.0000
149304160,87,8,600.0000
149304261,87,4,1099.0000
149304463,87,4,540.0000
148250934,90,83,24706.0000
102693474,80,17,20927.0000
149116885,74,7,428.0000
149117407,91,4,45.0000
149117536,91,3,110.0000
77721677,85,82,1329.0000
149389465,85,25,5605.0000
149031552,64,32,6820.0000
149389384,85,4,80.0000
149389507,85,8,600.0000
149248403,9,188,7224.0000
149390308,11,3,57.0000
149390315,84,2,412.0000
87954866,11,225,745694.0000
132963407,89,24,5020.0000
126059939,97,3,400.0000
148750223,14,428,34748.0000
134201365,1,47,915.0000
142884233,96,3,40.0000
148902044,21,46,10519.0000
148896184,4,399,10090.0000
148902230,96,12,2030.0000
148902391,96,8,520.0000
149094642,92,6,120.0000
147606265,0,895,28995.0000
149092015,92,51,4129.0000
149095362,92,14,4200.0000
149095406,92,1,10.0000
149095145,92,23,2421.0000
148673778,92,3,350.0000
143216571,1,179,1736.0000
148762546,75,202,9466.0000
149083358,88,54,2343.0000
142111019,2,55,4342.0000
149209592,89,4,540.0000
148188749,89,29,2352.0000
147991179,17,146,125021.0000
149291556,26,91,53419.0000
145260967,87,18,657.0000
149309717,87,6,792.0000
149437127,84,4,521.0000
97448152,84,12,70.0000
149437173,84,12,1040.0000
149437274,84,6,70.0000
124442872,84,6,148.0000
147399607,62,71,41625.0000
149437857,84,6,327.0000
149310229,87,70,547.0000
149311191,87,13,1218.0000
148398652,37,114,19205.0000
144301124,31,2034,16415039.0000
65120213,7,95,44031.0000
120626474,7,110,15028.0000
149257600,88,19,470.0000
149258047,88,2,150.0000
149258351,88,8,520.0000
149258392,88,8,320.0000
149258361,88,4,91.0000
98364952,88,19,430.0000
149258686,88,8,1040.0000
146784494,32,31,8553.0000
149258804,88,6,790.0000
124687947,88,3,150.0000
65488734,40,1297,196524.0000
128885874,79,24,2288.0000
149260415,88,6,1301.0000
149260521,88,6,145.0000
142164126,1,22,3381.0000
146658513,88,3,2500.0000
149004547,81,57,8105.0000
144864757,92,21,1150.0000
149101809,92,8,520.0000
149101810,92,4,4000.0000
121960658,92,121,4905.0000
148792795,70,53,2870.0000
77861336,91,110,4440.0000
142335565,92,157,134049.0000
149102167,92,2,174.0000
148940443,84,107,1563.0000
148892767,70,75,1299.0000
149151336,75,23,751.0000
145177063,5,77,36005.0000
124077988,86,61,5561.0000
103026368,91,2,20.0000
7103894,94,114,12420.0000
149009800,94,1,10.0000
149009762,92,27,762.0000
149010028,94,4,500.0000
149009864,94,12,160.0000
149010489,94,4,320.0000
76553917,34,122,20683.0000
145892858,6,19,1003.0000
149390252,85,2,20.0000
149225428,89,2,500.0000
142054068,53,69,3963.0000
148984739,94,41,18687.0000
148950890,94,35,5250.0000
148971209,63,102,13131.0000
148986926,94,59,341250.0000
145956105,70,128,4685.0000
149076131,92,8,240.0000
149040112,92,185,19280.0000
149076615,92,15,1150.0000
148796329,92,1,10.0000
149076763,92,1,150.0000
149472623,83,27,361.0000
149482329,83,10,1007000.0000
149482702,83,18,804.0000
149483308,70,196,13630.0000
149483490,83,4,360.0000
142209356,83,9,450.0000
149483484,83,4,540.0000
149483637,83,8,600.0000
133782220,2,28,1150.0000
113713503,57,55,5971.0000
148970587,95,8,324.0000
149110582,7,332,61239.0000
97682597,23,3,1076.0000
149327814,86,18,1100.0000
149328195,86,7,100.0000
149328174,86,5,900.0000
149328104,50,50,3480.0000
113039391,47,185,17723.0000
149113621,86,20,312.0000
149328631,86,15,884.0000
148848438,7,113,6999.0000
149329221,22,290,37877.0000
103517996,10,111,2939.0000
149351884,86,10,1520.0000
130224330,86,31,1020.0000
149352219,86,9,216.0000
149352402,86,4,220.0000
149352418,86,4,3000.0000
114826555,85,7,110.0000
149352462,86,2,36.0000
149352447,86,31,2395.0000
143859955,73,71,12899.0000
149396421,75,64,932.0000
149396748,85,42,680.0000
141112422,70,24,6377.0000
149399035,24,20,1680.0000
149399391,85,2,519.0000
147960600,2,61,8097.0000
149353149,86,1,20.0000
149311345,84,36,4497.0000
149353241,86,6,240.0000
149353443,86,8,110.0000
149353697,86,8,2200.0000
149353440,86,16,4000.0000
149341409,40,13,320.0000
149341499,86,4,40.0000
133679046,0,156,3309.0000
149333874,86,20,570.0000
149333990,51,106,2190.0000
149160330,90,21,1960.0000
147078593,90,3,31.0000
149011165,92,28,570.0000
149108611,92,20,3420.0000
149108219,92,68,2640.0000
149106919,25,281,893350.0000
146770786,38,19,1847.0000
149163394,90,65,6250.0000
148185416,13,33,1057.0000
117580265,3,268,2968.0000
143803003,81,34,370.0000
149565535,81,23,3587.0000
149566948,74,32,6950.0000
149567766,81,3,55.0000
149567925,81,8,600.0000
148939912,18,25,7310.0000
149488071,61,6,93.0000
148290400,81,5,682.0000
148723529,100,20,2000.0000
148723550,100,7,580.0000
147539001,3,45,2676.0000
149138775,88,53,1104.0000
149221814,89,8,600.0000
148489647,57,36,3080.0000
148724051,100,20,2000.0000
144052239,90,11,520.0000
149126923,91,4,1109.0000
149127322,91,8,1060.0000
148724663,100,8,600.0000
148724946,100,27,630.0000
148725133,100,4,320.0000
142997232,65,221,7407.0000
148709842,100,2,251.0000
124340040,8,61,3510.0000
149392088,61,38,1072.0000
149405460,4,45,1740.0000
143364414,80,15,814.0000
149276074,88,6,210.0000
145592431,88,1,10.0000
149167152,90,8,1040.0000
149109037,90,9,120.0000
149166290,90,12,660.0000
146979536,90,3,164.0000
146846104,31,70,12112.0000
130162166,90,72,31834.0000
149524948,82,10,8297.0000
149021365,67,1039,109792.0000
149527656,82,3,40.0000
149527789,80,44,1355.0000
102262151,10,1689,1549265.0000
147868404,3,254,52208.0000
69286429,1,11116,82983.0000
139800461,71,10,187.0000
144646812,55,56,8276.0000
149283027,87,16,640.0000
149283035,87,8,187.0000
149283024,87,13,1522.0000
149283180,87,16,4800.0000
110515179,74,115,2613.0000
25985684,79,52,4880.0000
148943260,14,28,366.0000
149564148,54,541,10956.0000
149538348,66,754,59380.0000
149669193,79,8,400.0000
149669109,73,39,4135.0000
137177450,0,357,114802.0000
149669842,79,3,50.0000
139353891,6,92,7708.0000
149030696,93,8,600.0000
149014593,69,100,2520.0000
148808966,95,3,118.0000
140104603,95,20,1010.0000
143612696,28,60,66100000.0000
137431964,83,338,6396.0000
149492444,83,8,400.0000
149492533,18,205,7761.0000
149453297,84,33,1050.0000
149453603,84,8,320.0000
149453831,84,1,180.0000
87915229,75,39,10863.0000
149454355,84,11,111.0000
118637599,84,15,1400.0000
149454475,84,9,700.0000
121193956,0,288,7749.0000
134795956,18,85,4731.0000
11560120,37,157,110409.0000
109623043,85,8,730.0000
149408633,85,25,651.0000
149056784,1,227,14089.0000
149409125,85,8,225.0000
125539040,73,56,3630.0000
148802370,98,8,520.0000
148802440,98,4,320.0000
149403944,85,4,800.0000
149675033,79,8,600.0000
149674351,66,179,7697.0000
146605107,9,901,1210366.0000
149607679,79,10,1602.0000
24095383,17,34,4026.0000
149153205,10,3925,157051.0000
149720278,78,15,450.0000
149720351,78,12,1090.0000
149720380,78,4,400.0000
133311925,78,28,5240.0000
149652262,50,279,37026.0000
111247032,64,131,41317.0000
149720802,78,5,3475.0000
149391760,77,340,30714.0000
149720945,78,6,520.0000
149721118,78,37,740.0000
149720927,78,6,100.0000
149386333,60,14,2661.0000
149366700,84,34,510.0000
13645910,8,106,1948.0000
149455972,83,58,1138.0000
149456409,84,2,500.0000
141063684,84,2,53.0000
149456610,70,23,3399.0000
148633831,84,16,1684.0000
43475248,74,128,4702.0000
149456616,84,64,4998.0000
149456948,84,16,2200.0000
149456894,84,1,16.0000
141090525,8,65,6174.0000
149573457,81,12,600.0000
149573157,81,53,1360.0000
149573724,81,12,1270.0000
149366090,85,76,2411.0000
134616258,2,167,56245.0000
138126565,11,1587,464447.0000
147282260,79,3,139.0000
149677961,79,8,400.0000
149678739,79,1,50.0000
111941090,79,3,190.0000
141526847,5,410,67000.0000
80869747,44,34,1067.0000
148679572,9,52,1404.0000
149412629,16,97,51855.0000
148022173,85,15,29000.0000
146852427,0,853,37104.0000
149413177,85,8,400.0000
149413185,85,8,600.0000
66873308,9,27,490.0000
149718588,78,3,970.0000
133474282,55,34,6180.0000
145760290,67,118,3614.0000
148742470,94,36,570.0000
136853584,65,330,36612.0000
149016527,94,8,1040.0000
149014256,94,6,3850.0000
148989088,94,1,10.0000
149016960,94,7,330.0000
149295426,87,3,210.0000
142960182,13,41,3450.0000
148578524,87,18,1750.0000
149295745,87,4,520.0000
149681824,79,8,600.0000
146774151,79,72,17271.0000
149681891,79,20,1560.0000
149681281,79,24,241.0000
149682633,79,2,100.0000
149311817,87,4,395.0000
149036057,69,26,347.0000
79415133,79,147,2950.0000
148609886,79,94,31677.0000
148808950,98,7,339.0000
148798574,97,18,2136.0000
148199077,1,56,2467.0000
148525649,91,11,790.0000
148065859,42,38,661.0000
149286663,87,8,4000.0000
149286906,87,8,4000.0000
149286759,87,12,2531.0000
149287231,87,8,2200.0000
149287234,87,4,1000.0000
149287518,87,2,20.0000
108760032,70,154,21896.0000
149287546,63,54,2787.0000
149497423,15,270,9128.0000
149498250,83,12,1120.0000
146936692,19,16,3542.0000
149252593,82,21,604.0000
149252734,88,4,561.0000
149252620,88,12,1500.0000
149252209,88,8,560.0000
149297514,87,4,220.0000
149297622,87,2,200.0000
149297608,87,8,520.0000
149076861,92,6,140.0000
149057534,0,62,28320.0000
149077041,92,9,200.0000
149077507,92,2,501.0000
149077473,92,25,1640.0000
137112810,92,4,1721.0000
149077614,92,4,560.0000
133855032,57,203,4361.0000
149688696,79,6,600.0000
149815994,76,3,60.0000
149658186,8,2590,236390.0000
149816118,76,8,520.0000
149816180,76,8,400.0000
114972688,76,117,6108.0000
149767356,12,543,151978.0000
143535142,75,154,16839.0000
149816901,51,355,13080.0000
149816984,76,218,4380.0000
128808202,0,498,66946.0000
149727414,69,102,491464.0000
133183727,57,46,31183.0000
149690269,79,8,240.0000
149572396,76,6,123.0000
128649698,79,30,375.0000
145839343,1,33,1074.0000
71360028,37,37,2925.0000
149632092,63,252,72101.0000
149592313,34,91,5168.0000
149633013,80,3,70.0000
149633230,80,1,10.0000
149513836,6,46,268300.0000
149818884,76,8,560.0000
149818837,76,8,800.0000
149819053,76,1,200.0000
149819652,76,8,520.0000
148160125,76,4,157.0000
142792172,36,130,30178.0000
149595985,81,8,240.0000
149595917,80,34,1150.0000
149596782,80,7,216.0000
149771519,73,7,515.0000
149771568,77,3,45.0000
128727571,77,30,4357.0000
149634613,80,29,14965.0000
149396791,1,1549,277342.0000
144318274,21,1203,210792.0000
140316851,40,415,300344.0000
149634757,80,45,2485.0000
149635940,80,7,70950.0000
149384923,85,12,1040.0000
149385243,85,8,520.0000
117623545,82,32,5081.0000
38383880,77,20,210.0000
122480603,77,47,875.0000
149774861,77,8,600.0000
146363676,20,395,33245.0000
149774984,77,20,2818.0000
149747540,43,102,201528.0000
149775565,77,8,1040.0000
149775661,77,8,600.0000
149773647,76,9,547.0000
140815784,41,18,673.0000
135734584,0,28,2016.0000
113545680,88,31,3295.0000
147391371,22,55,5500.0000
148314900,88,11,734.0000
149728419,0,1478,8703.0000
36789475,39,1130,181669.0000
138078102,76,24,5088.0000
134553390,78,57,1450.0000
149729102,72,315,3912.0000
149033960,93,4,240.0000
147623919,4,3142,756978.0000
149287578,73,26,3902.0000
146691540,84,28,270.0000
149428643,78,11,1613.0000
145001529,21,95,30709.0000
149429225,84,8,320.0000
145856102,31,286,102258.0000
149429293,84,8,520.0000
149429151,84,35,1210.0000
122802248,74,119,24385.0000
142314246,84,3,277.0000
126479393,84,43,12753.0000
105652118,84,11,820.0000
149431635,84,10,880.0000
142849852,2,19,417.0000
149432648,3,125,18338.0000
127094085,84,9,3668.0000
149432793,84,38,944.0000
142113205,84,10,1491.0000
6013131,69,133,18950.0000
148681809,52,152,6017.0000
149434369,84,28,570.0000
130672252,27,1734,241677.0000
149435377,84,8,250.0000
149435374,84,11,130.0000
145215067,40,86,3905.0000
149435365,84,9,179.0000
149435394,69,432,46570.0000
149351805,86,1,800.0000
149352216,86,2,120.0000
149352401,86,4,320.0000
149352337,86,1,2.0000
141609231,25,178,17167.0000
147867683,10,171,105023.0000
136933861,17,38,3212.0000
149354074,86,4,200.0000
149354203,29,549,22723.0000
133917136,1,4425,873539.0000
149354081,86,16,4000.0000
149354336,86,4,590.0000
149354697,86,8,4000.0000
149354809,86,16,3200.0000
149354684,86,4,120.0000
149512063,82,2,501.0000
149512159,82,20,3240.0000
149257161,3,49,3650.0000
149512575,82,8,600.0000
149512747,82,6,60.0000
149512764,82,13,1168.0000
134179485,76,2,50.0000
149422821,79,393,15881.0000
133304729,81,75,37070.0000
149424384,83,34,4790.0000
139545307,84,31,6365.0000
149423977,77,23,54845.0000
149424681,84,61,9580.0000
128312843,88,3,1600.0000
139373199,76,28,960.0000
26488308,5,1590,578694.0000
129541304,23,59,1661.0000
149360537,86,9,1686.0000
135977327,15,81,9884.0000
141713101,86,28,1853.0000
132254345,59,104,2551.0000
146093184,2,1670,29001.0000
149828663,73,14,988.0000
149829059,76,2,20.0000
144987991,76,7,20500.0000
123228009,76,15,250.0000
149829192,76,9,464.0000
149705164,76,9,1402.0000
149829177,76,9,670.0000
149747318,77,97,98566.0000
149749759,78,3,477.0000
149736287,10,4610,1242471.0000
149748619,77,69,6970.0000
149712718,29,146,306.0000
149750427,77,25,5204.0000
127372920,49,101,92582.0000
149769332,77,8,320.0000
149769222,77,40,785.0000
101646466,0,730,323856.0000
149770141,77,8,320.0000
122923539,48,85,59481.0000
113085022,26,18,1650.0000
149739107,43,93,5120.0000
149375833,7,626,60908.0000
149740038,78,8,520.0000
142443279,10,1770,368910.0000
149734774,57,72,16204926.0000
149071739,78,17,320.0000
145839318,6,314,49247.0000
149741311,76,61,680.0000
65640509,13,183,22239.0000
149710249,22,10,3158.0000
149738972,78,8,680.0000
149740768,78,4,600.0000
149740779,78,8,600.0000
149289962,81,10,647.0000
149578366,81,8,280.0000
149578404,81,20,760.0000
149578405,81,20,760.0000
135857758,52,23,16676.0000
147631915,81,3,78.0000
149578921,81,11,1758.0000
135444030,0,2301,894008.0000
149790535,77,31,140390.0000
149791677,77,1,25.0000
149792254,77,4,601.0000
137553725,77,6,80.0000
149817663,76,6,520.0000
148641282,76,2,20.0000
147160752,79,3,90.0000
149538362,79,33,2680.0000
149638092,80,18,1319.0000
149639503,80,1,50.0000
130085224,29,43,1312.0000
149236310,3,13,53.0000
110349188,88,16,4241.0000
149807324,75,106,10935.0000
149873756,75,8,320.0000
110800326,75,9,1950.0000
149681294,73,36,2252.0000
52869822,1,429,86152.0000
149874337,75,4,520.0000
149731656,78,28,1104.0000
149732162,78,1,11.0000
77191228,0,621,235955.0000
148487643,36,11,533.0000
149732891,78,9,550.0000
149749765,63,61,2210.0000
149790540,77,26,1393.0000
111860959,0,935,191903.0000
134415762,35,1742,156155.0000
109365709,57,143,7315.0000
144237539,29,28,137059.0000
111485680,77,3,90.0000
125565732,9,198,34071.0000
126404374,72,475,23736.0000
149797674,59,14,570.0000
149797677,77,8,1040.0000
141264405,34,75,4749.0000
149553116,81,2,105.0000
149787356,63,191,10800.0000
149796077,77,9,14901.0000
149796742,77,4,38.0000
149581556,81,23,2371.0000
149579120,81,12,1051.0000
149582391,74,34,631.0000
149798621,76,102,1012.0000
149779342,75,250,17676.0000
149711316,62,162,15649.0000
149784376,0,2287,648068.0000
149799675,76,12,1080.0000
111961985,19,214,17395.0000
146583977,76,113,32877.0000
73598670,34,148,41155.0000
149643116,80,8,320.0000
149618031,75,52,3146.0000
139092899,49,333,2756.0000
149707735,58,64,15530.0000
149759972,37,16,200.0000
149753716,4,151,11652.0000
149644719,80,2,1000.0000
108674652,80,14,580.0000
147799391,45,34,835.0000
149695497,79,1,58.0000
149735607,78,4,1040.0000
110535467,78,7,702.0000
148435102,78,29,2660.0000
149735623,78,4,320.0000
73185045,1,537,1692972.0000
149736078,78,12,722.0000
140576193,78,12,712.0000
149735834,78,12,1063.0000
148889869,80,21,1340.0000
148413456,80,7,1476.0000
149765727,77,8,520.0000
149765680,77,6,500.0000
149764509,77,72,4220.0000
149766108,77,8,400.0000
149766344,77,4,400.0000
131795041,28,55,12440.0000
149766257,77,6,600.0000
149894380,74,40,2009.0000
149894901,74,8,320.0000
149868631,73,27,9870.0000
92931731,56,7,192.0000
149894966,74,9,1850.0000
149853732,74,34,356.0000
149895314,74,31,14905.0000
149895486,74,8,560.0000
149647580,80,11,610.0000
149648286,80,8,320.0000
149648537,70,4,6.0000
149587623,81,20,800.0000
149587071,81,6,420.0000
149587069,81,6,515.0000
149588524,81,5,150.0000
149588367,81,55,3610.0000
143215458,47,33,860.0000
143493393,79,91,1270.0000
149561034,81,63,3030.0000
149561410,81,8,240.0000
149561523,66,45,3992.0000
149804682,59,27,5830.0000
149918525,74,20,210.0000
126599892,4,1106,137096.0000
144519795,0,2419,106081.0000
148055895,0,3034,9215806.0000
149919079,74,7,100.0000
139875161,10,2064,122083.0000
149919038,74,8,520.0000
116186392,54,196,38852.0000
149919059,74,20,15250.0000
149919154,74,4,560.0000
149685683,74,225,72347.0000
149917965,72,57,837.0000
137938047,74,36,16498.0000
149919682,74,4,600.0000
149884004,48,920,16721.0000
149984847,68,503,522483222.0000
150006084,72,127,4362.0000
149793333,31,275,32425.0000
150011331,64,332,9230.0000
149885540,13,2316,44306.0000
150011359,72,8,600.0000
150011436,72,8,290.0000
149607407,66,214,48070.0000
149934528,3,2152,128209.0000
148330978,72,107,35339.0000
150011969,72,8,520.0000
150012003,72,10,200.0000
150012002,72,13,1244.0000
98613516,24,263,39949.0000
150012128,72,8,1560.0000
150012779,72,4,120.0000
150012856,72,8,560.0000
150012961,69,206,68975.0000
149525569,59,1375,184270.0000
88651143,72,3,178.0000
126329411,72,25,1475.0000
149903429,74,59,4865.0000
137964414,1,210,3871.0000
132604986,67,141,18651.0000
126956521,87,8,335.0000
149322836,87,4,520.0000
149324114,87,2,20.0000
149656469,72,903,4516.0000
149863963,75,4,500.0000
149864418,75,8,600.0000
149864573,75,196,3940.0000
149864521,75,8,520.0000
149864489,75,43,1570.0000
136475845,38,53,2309.0000
149864813,73,5,144.0000
149864773,75,4,220.0000
149265425,75,12,7500.0000
149865304,75,1,68.0000
149921887,74,48,445.0000
149875367,49,668,122462.0000
149922261,74,8,600.0000
149921959,74,8,600.0000
149922388,74,17,460.0000
136333072,56,233,31488.0000
149922522,74,229,4580.0000
148355458,32,27,7016.0000
138496713,1,149,18144.0000
94242222,17,234,101174.0000
149922345,74,8,320.0000
75663932,55,17,2577.0000
147416059,0,271,43820.0000
149864864,18,2728,300859.0000
149923119,74,5,92000.0000
149865068,75,8,560.0000
130480675,11,402,451235.0000
149904402,74,15,150.0000
133958317,4,101,111022.0000
149139100,74,371,16533.0000
127705637,77,7,130.0000
148215304,12,292,51807.0000
149809763,45,178,21219.0000
105548400,18,52,13147.0000
149962114,73,1,18.0000
149959570,73,2,116.0000
149951471,61,502,87866.0000
149962682,73,1,18.0000
150055767,71,1,12.0000
150055693,71,3,200.0000
142638682,50,84,4331.0000
150055761,71,16,605.0000
150056054,71,6,800.0000
145666508,14,862,102645.0000
142544635,71,55,5117.0000
150054728,50,11431,232527.0000
150055619,71,10,359.0000
150035060,60,162,8078.0000
150020548,56,527,3069.0000
148391234,9,34,30960.0000
114891975,16,69,18060.0000
122783383,17,383,50365.0000
37558723,15,4574,363760.0000
121332216,58,52,29920.0000
149907600,74,10,142.0000
149907913,74,8,240.0000
117595171,74,57,1822.0000
128739538,13,461,80115.0000
149907877,74,4,320.0000
142347482,86,4,4370.0000
138910219,31,638,8430.0000
149930082,66,399,136016.0000
149554686,66,157,2699073.0000
94021255,68,35,4900.0000
149931063,74,8,520.0000
149931565,74,8,520.0000
143775844,10,1512,24580.0000
149655189,79,24,357.0000
149654698,79,126,7042.0000
130784587,79,2,190.0000
119534832,71,186,20601.0000
149656313,79,4,360.0000
146538824,79,11,3010.0000
146574451,13,40,114.0000
149657279,79,8,120.0000
149657311,8,6,350.0000
125653471,37,97,30327.0000
149658071,79,116,33350.0000
148719057,70,10,500.0000
150105165,35,960,96800.0000
134246367,23,523,46880.0000
150099093,55,694,18193.0000
149966424,62,34,38535.0000
150107096,70,30,473.0000
149920674,0,82,3452.0000
150108377,56,966,10928.0000
144334770,70,12,3772.0000
150109355,70,12,231.0000
150109349,70,14,1580.0000
150095640,47,597,24175.0000
149910563,64,342,170400.0000
150049429,1,1404,141400.0000
150050332,71,643,14200.0000
150052800,71,43,440.0000
149513292,3,248,23691.0000
150052967,71,8,320.0000
150053309,71,8,560.0000
150024091,72,53,7896.0000
122762228,3,56,2740.0000
149054468,31,224,2570.0000
149988007,1,605,23664.0000
149316034,33,122,252035.0000
149349111,76,16,2710.0000
149812039,76,4,340.0000
149812258,75,2,90.0000
149812213,76,8,600.0000
149812608,76,8,400.0000
149812677,76,2,20.0000
149966479,31,59,8611.0000
149840178,73,44,611.0000
143664539,73,21,3633.0000
149841973,13,292,38971.0000
149877706,66,87,18689.0000
149967317,73,2,164.0000
149966930,73,5,1280.0000
149480353,55,74,51378.0000
147594831,59,57,4081.0000
149708752,78,11,855000.0000
149292602,70,9,1100.0000
150111290,70,2,564.0000
149875054,70,73,912.0000
150111256,70,8,586.0000
149975007,40,46,2986.0000
150068105,2,25,3536.0000
150112302,70,8,600.0000
149468808,83,48,3477.0000
148687171,46,466,81590.0000
149469226,83,8,600.0000
149469295,83,6,3000000.0000
149981040,0,575,124058.0000
149691134,36,17,757.0000
148602254,79,19,601.0000
121387960,65,193,8266.0000
149841884,74,62,2624.0000
149844883,76,8,560.0000
149844935,76,4,540.0000
149844340,75,65,2560.0000
149841438,26,1173,23254015.0000
149844839,26,88,1378.0000
149817426,15,47,1327.0000
146854022,73,64,5133.0000
149746307,77,47,2650.0000
149846046,76,11,551.0000
149846121,76,20,740.0000
149842390,68,45,12222.0000
141905229,76,4,590898.0000
149819756,2,1276,100827.0000
149846711,75,38,545.0000
129811527,53,76,2544.0000
70808935,43,37,3641.0000
149847807,75,8,120.0000
148172605,66,187,8776.0000
149847624,75,9,160.0000
149847812,75,21,3500.0000
119663536,57,166,24958.0000
122277253,69,5,210.0000
149848702,75,6,979.0000
149839222,67,4915,1882545.0000
149708551,71,183,23677.0000
149849791,75,8,311.0000
100005152,5,63,5026970.0000
149849803,75,22,2450.0000
149850102,75,102,5100.0000
149850110,75,8,1040.0000
149693519,79,8,1120.0000
148297142,74,8,202.0000
149292091,87,63,1203.0000
145822066,80,24,1702.0000
146551636,61,25,587.0000
149293291,87,26,3005.0000
139660632,1,53,414.0000
111906265,45,26,44760.0000
122065200,7,1719,453855.0000
142158450,83,1,35.0000
