dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
948,27.476983157852356,131.01875046901552,83242380.4661,75283430.4250,1553645.3025,772566,35966,-0.01866411,-0.01484891,-0.01991254,-0.01941143,-1553645.3025,83242380.4661,OK,62208.3690,50880.3093,4.0082,95.9918,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,50880.3093,49896.4493,51757.0990,58826.8755,44523.0306,4.008215,4.042870,4.263611,4.714152,4.512252,95.991785,95.957130,95.736389,95.285848,95.487748,4.992,255883.7636,242028.8612,1235553.1699,1249408.0724,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1502764.9932,72160281.0568,1491436.9335,1440556.6242,-11328.0596,0.01791680,0.01730557,50880.3093,1440556.6242,0.01730557,50880.3093,49896.4493,51757.0990,58826.8755,44523.0306,1440556.6242,0.01730557,255883.7636,242028.8612,1235553.1699,1249408.0724,0.01484284,0.01500928,-0.00013609,107.7479,2093.1833,43.1976,13393.4940,831.2709,717606.7282,310.0517,120.7578,104.0788,5.006,14.7043,51.8914,175.886,340.7749,1588.7833,12.6037,-2.1082,23.175129,108.048612,7.327628,8,1,105626,16,0.24654697,0.01866411,0.01484891,0.00082632,0.039752,0.904388,0.077033,0.00506363,2026-03-21,2026-08-06,116,1869,233,139,0.834532,1.160254,1.120744,0.821823,5,0.8557046979865772,0.45302013422818793,0.45302013422818793,0.8624161073825504,0.8624161073825504,0.8576388888888888,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00981824,D 净利最高二十分位 · 优先留存,256,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1115,43.93620761461437,81.93697625378444,72485253.8102,65056581.9266,1580637.1003,625198,33618,-0.02180633,-0.01657267,-0.02290230,-0.02246860,-1580637.1003,72485253.8102,OK,48005.2831,69122.3300,4.0168,95.9832,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,69122.3300,69238.4261,85081.3429,86433.5742,60940.6450,4.016800,4.063957,4.259095,4.685289,4.535971,95.983200,95.936043,95.740905,95.314711,95.464029,4.9819,370816.3182,332491.8026,1161815.4991,1200140.0146,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1511514.7704,62339707.6558,1532631.8172,1463509.4873,21117.0469,0.02114405,0.02019044,69122.3300,1463509.4873,0.02019044,69122.3300,69238.4261,85081.3429,86433.5742,60940.6450,1463509.4873,0.02019044,370816.3182,332491.8026,1161815.4991,1200140.0146,0.01602830,0.01655702,0.00029133,115.9397,1935.1711,47.0176,13744.6704,768.4186,630306.5549,292.3304,122.4026,114.6718,5.1431,16.3426,53.1792,200.0,400.0,1663.6167,12.8578,-2.5716,24.475881,101.796212,7.094314,6,1,98807,16,0.17314971,0.02180633,0.01657267,0.00073790,0.041111,0.897515,0.085618,0.00632962,2026-03-21,2026-08-06,115,2057,320,139,0.827338,1.067418,1.055744,0.577166,4,0.8590604026845637,0.35906040268456374,0.35906040268456374,0.7953020134228188,0.7953020134228188,0.7881944444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.01015532,D 净利最高二十分位 · 优先留存,257,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2153,27.48527191329183,130.97923903961984,78652641.7642,70926459.2653,1598867.7441,753461,32968,-0.02032821,-0.03522085,-0.01574038,-0.02114821,-1598867.7441,78652641.7642,OK,64495.1704,62582.8926,4.0038,95.9962,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62582.8926,61277.3209,59086.0862,70119.8891,68180.0927,4.003781,4.039795,4.259600,4.713851,4.528213,95.996219,95.960205,95.740400,95.286149,95.471787,4.9929,321246.2815,296346.1492,1213126.2922,1238026.4245,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1536284.8515,67970885.8119,1534372.5737,1471789.6811,-1912.2778,0.01950821,0.01871253,62582.8926,1471789.6811,0.01871253,62582.8926,61277.3209,59086.0862,70119.8891,68180.0927,1471789.6811,0.01871253,321246.2815,296346.1492,1213126.2922,1238026.4245,0.01542385,0.01574043,-0.00002431,104.3885,2151.3728,48.4976,13665.5363,964.9172,672244.8014,281.7778,102.3503,105.0328,5.0,13.7345,51.6356,170.4158,324.2377,1367.989,12.4629,-2.1006,23.607593,99.602632,7.600475,7,1,105933,16,0.23550960,0.02032821,0.03522085,0.00090932,0.038477,0.901768,0.077165,-0.01948047,2026-03-21,2026-08-06,117,1657,228,139,0.841727,0.974460,0.980475,0.785032,5,0.8624161073825504,0.39932885906040266,0.39932885906040266,0.8523489932885906,0.8523489932885906,0.8472222222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.01025495,D 净利最高二十分位 · 优先留存,258,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1330,40.943162238297916,87.92676977531032,106119227.7606,95049365.2736,1600645.7907,985154,23632,-0.01508347,-0.00594311,-0.01732038,-0.01559378,-1600645.7907,106119227.7606,OK,54154.0406,68571.7009,3.9879,96.0121,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,68571.7009,78178.4743,62335.9510,55803.3733,71307.2397,3.987938,4.031535,4.248306,4.643414,4.454785,96.012062,95.968465,95.751694,95.356586,95.545215,4.991,336196.7391,311944.0585,1210295.0110,1234547.6916,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1532074.0899,91198220.2780,1546491.7501,1477920.0493,14417.6603,0.01457315,0.01392698,68571.7009,1477920.0493,0.01392698,68571.7009,78178.4743,62335.9510,55803.3733,71307.2397,1477920.0493,0.01392698,336196.7391,311944.0585,1210295.0110,1234547.6916,0.01140505,0.01163359,0.00013586,107.7184,4022.0618,67.7321,18612.1604,1134.4052,1233944.5088,274.7907,114.8805,106.0996,5.1431,15.5674,51.951,175.886,344.5306,1500.0,12.8578,-2.5716,22.131495,96.354997,6.919472,5,1,119866,16,0.19661253,0.01508347,0.00594311,0.00056975,0.037737,0.895685,0.065163,0.01137727,2026-03-21,2026-08-06,86,1411,210,139,0.618705,1.082761,1.066489,0.655375,5,0.8657718120805369,0.5604026845637584,0.5604026845637584,0.959731543624161,0.959731543624161,0.9583333333333334,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01211238,D 净利最高二十分位 · 优先留存,259,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2271,27.468948318957466,131.05707427158723,58630101.6489,52870184.4348,1584818.3433,540579,25102,-0.02703080,-0.03083721,-0.02493302,-0.02774641,-1584818.3433,58630101.6489,OK,41956.2509,62047.5750,4.0048,95.9952,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62047.5750,62380.4538,71828.5391,83097.9826,85476.9453,4.004842,4.043010,4.253713,4.660530,4.490792,95.995158,95.956990,95.746287,95.339470,95.509208,4.9941,364831.4958,326274.0676,1178030.5966,1216588.0248,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1522770.7682,50690386.5351,1542862.0924,1480814.5173,20091.3241,0.02631519,0.02525690,62047.5750,1480814.5173,0.02525690,62047.5750,62380.4538,71828.5391,83097.9826,85476.9453,1480814.5173,0.02525690,364831.4958,326274.0676,1178030.5966,1216588.0248,0.02009259,0.02075023,0.00034268,108.4580,2106.2140,63.1351,16859.7696,1158.4929,623724.4856,267.0426,125.3315,100.9665,5.1431,14.7043,51.6356,172.3624,339.6739,1500.0,12.8578,-2.1006,23.100252,102.010712,7.375917,7,1,83616,16,0.35530333,0.02703080,0.03083721,0.00079357,0.042201,0.901758,0.083736,-0.00590419,2026-04-20,2026-08-06,94,1368,179,109,0.862385,1.241317,1.155576,1.184344,4,0.8691275167785235,0.26174496644295303,0.26174496644295303,0.6040268456375839,0.6040268456375839,0.5902777777777778,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01175237,D 净利最高二十分位 · 优先留存,260,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2108,27.493859110305714,130.93833010334248,76074712.4377,68538926.0753,1626532.2947,705475,31700,-0.02138072,-0.02889211,-0.01888587,-0.02212658,-1626532.2947,76074712.4377,OK,56741.1259,68796.5580,4.0127,95.9873,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,68796.5580,70327.1941,77923.5540,82428.5778,80767.7130,4.012686,4.047808,4.254713,4.689482,4.518328,95.987314,95.952192,95.745287,95.310518,95.481672,4.9928,380243.5968,340025.2213,1189547.5720,1229765.9474,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1557735.7367,65701452.3954,1569791.1688,1500994.6108,12055.4320,0.02063486,0.01973053,68796.5580,1500994.6108,0.01973053,68796.5580,70327.1941,77923.5540,82428.5778,80767.7130,1500994.6108,0.01973053,380243.5968,340025.2213,1189547.5720,1229765.9474,0.01563657,0.01616524,0.00015847,107.8347,2162.1112,51.3102,15060.4842,957.9107,704395.4855,293.5185,120.7971,104.1236,5.1431,14.7043,51.8914,174.5732,338.5323,1546.1232,12.6037,-2.1082,23.022611,105.147417,7.333532,7,1,102014,16,0.24932965,0.02138072,0.02889211,0.00082787,0.041963,0.900942,0.078276,-0.01000624,2026-03-25,2026-08-06,108,1698,232,135,0.800000,1.160131,1.120206,0.831099,5,0.87248322147651,0.3724832214765101,0.3724832214765101,0.8288590604026845,0.8288590604026845,0.8229166666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.01045803,D 净利最高二十分位 · 优先留存,261,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1318,40.96615826701786,87.87741277898604,113417714.1101,101803367.8384,1647565.6641,1159925,24064,-0.01452653,-0.02812371,-0.01088644,-0.01499536,-1647565.6641,113417714.1101,OK,53174.1794,63315.7758,3.9876,96.0124,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,63315.7758,65916.5548,73192.9794,88906.3566,85131.9995,3.987640,4.030342,4.238422,4.645742,4.477915,96.012360,95.969658,95.761578,95.354258,95.522085,4.9908,376463.6661,342498.1325,1217927.8186,1251893.3522,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1584249.8882,97695981.8759,1594391.4847,1531075.7089,10141.5965,0.01405769,0.01349944,63315.7758,1531075.7089,0.01349944,63315.7758,65916.5548,73192.9794,88906.3566,85131.9995,1531075.7089,0.01349944,376463.6661,342498.1325,1217927.8186,1251893.3522,0.01073843,0.0110379,0.00008942,97.7802,4230.5256,68.4660,22569.3927,1134.6871,1553667.3166,329.6438,122.1855,92.8171,5.1431,15.4293,51.8914,167.8573,311.5718,1308.7977,12.8578,-2.5716,20.193511,84.825465,6.337306,5,1,138820,16,0.21117547,0.01452653,0.02812371,0.00052232,0.038859,0.897597,0.065089,-0.01723726,2026-03-23,2026-08-05,73,1452,161,136,0.536765,1.316411,1.249593,0.703918,5,0.8758389261744967,0.587248322147651,0.587248322147651,0.9899328859060402,0.9899328859060402,0.9895833333333334,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01200316,D 净利最高二十分位 · 优先留存,262,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1383,27.47366605531227,131.03456934914257,77368886.0495,69976041.7145,1653249.5723,719265,33884,-0.02136840,-0.04549386,-0.01418589,-0.02209903,-1653249.5723,77368886.0495,OK,56527.7922,64383.3586,4.0117,95.9883,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,64383.3586,65383.9342,67602.7807,75328.7911,72938.3120,4.011679,4.046350,4.267469,4.729131,4.537857,95.988321,95.953650,95.732531,95.270869,95.462143,4.9933,345637.1765,315435.1808,1251084.6036,1281286.5993,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1588866.2137,67090329.9672,1596721.7801,1532338.4215,7855.5663,0.02063778,0.01980562,64383.3586,1532338.4215,0.01980562,64383.3586,65383.9342,67602.7807,75328.7911,72938.3120,1532338.4215,0.01980562,345637.1765,315435.1808,1251084.6036,1281286.5993,0.01617038,0.01656075,0.00010153,107.5666,2065.1647,48.7915,14894.1403,931.4082,697016.9914,305.2613,109.9146,106.8868,5.0,14.54,51.9286,173.3234,338.2884,1500.0,12.79,-2.1082,23.266026,103.163572,7.397969,8,1,103304,16,0.22941476,0.02136840,0.04549386,0.00080782,0.041688,0.904447,0.081079,-0.03130796,2026-03-22,2026-08-06,111,1775,242,138,0.804348,1.028327,1.021829,0.764716,5,0.8791946308724832,0.37583892617449666,0.37583892617449666,0.8422818791946308,0.8422818791946308,0.8368055555555556,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.01011538,D 净利最高二十分位 · 优先留存,263,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2188,45.45743076454948,79.19497295494982,65890040.9097,59453574.1587,1667356.1981,587404,29900,-0.02530513,-0.02225550,-0.02624888,-0.02604517,-1667356.1981,65890040.9097,OK,48761.0258,72809.7566,4.0252,95.9748,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,72809.7566,75772.5122,82113.8881,91183.5656,76739.0201,4.025162,4.069526,4.296634,4.655439,4.527166,95.974838,95.930474,95.703366,95.344561,95.472834,4.9837,398618.7425,355351.8981,1219976.4297,1263243.2742,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1594546.4415,56975589.7204,1618595.1723,1545785.4157,24048.7308,0.02456510,0.02346008,72809.7566,1545785.4157,0.02346008,72809.7566,75772.5122,82113.8881,91183.5656,76739.0201,1545785.4157,0.02346008,398618.7425,355351.8981,1219976.4297,1263243.2742,0.01851534,0.01917199,0.00036498,112.1716,1988.4139,55.7644,15021.2270,852.8676,593603.9722,269.3694,123.3843,109.1033,5.1633,16.6362,53.9713,200.0,400.2275,1548.2968,12.9089,-2.5716,24.057673,93.068115,6.742634,7,1,94835,16,0.23632697,0.02530513,0.02225550,0.00082015,0.044528,0.902315,0.087965,0.00399338,2026-03-22,2026-08-06,111,1955,322,138,0.804348,1.130894,1.099960,0.787757,4,0.8825503355704698,0.29194630872483224,0.29194630872483224,0.7013422818791947,0.7013422818791947,0.6909722222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01076822,D 净利最高二十分位 · 优先留存,264,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
970,41.028327291715584,87.74425470489288,89735143.7185,80846588.0724,1733934.6474,889640,19748,-0.01932280,-0.02268852,-0.01852489,-0.01985175,-1733934.6474,89735143.7185,OK,47464.6224,72213.4435,3.9811,96.0189,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,72213.4435,78759.4871,75640.4273,85929.1229,78655.6805,3.981148,4.024854,4.220805,4.598522,4.464524,96.018852,95.975146,95.779195,95.401478,95.535476,4.9907,391198.1614,361023.8222,1295271.8636,1325446.2028,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1661721.2038,77570028.9320,1686470.0250,1614256.5815,24748.8212,0.01879386,0.01798912,72213.4435,1614256.5815,0.01798912,72213.4435,78759.4871,75640.4273,85929.1229,78655.6805,1614256.5815,0.01798912,391198.1614,361023.8222,1295271.8636,1325446.2028,0.01443439,0.01477065,0.00027580,100.8668,4093.9127,87.8031,24770.4950,1402.8597,1281930.6246,282.1143,98.7341,101.3860,5.1431,14.7618,51.8914,162.8524,306.1126,1311.3571,12.6494,-2.5716,20.736824,88.834554,6.832966,5,1,112191,16,0.19163960,0.01932280,0.02268852,0.00058709,0.036230,0.900947,0.064370,-0.00416364,2026-03-21,2026-08-06,70,1236,161,139,0.503597,0.973843,0.978856,0.638799,5,0.8859060402684564,0.42953020134228187,0.42953020134228187,0.8758389261744967,0.8758389261744967,0.8715277777777778,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01325007,D 净利最高二十分位 · 优先留存,265,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1704,27.474562939243395,131.0302918361597,73935631.1602,66555253.4718,1737723.9810,705515,29592,-0.02350320,-0.01223882,-0.02685203,-0.02415365,-1737723.9810,73935631.1602,OK,48091.1371,72800.7898,4.0043,95.9957,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,72800.7898,73554.4616,77070.1917,71130.3666,67338.6112,4.004342,4.038427,4.231935,4.686839,4.541979,95.995658,95.961573,95.768065,95.313161,95.458021,4.9938,361894.4210,337107.8806,1327738.4230,1352524.9633,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1664923.1912,63837530.2047,1689632.8439,1616832.0541,24709.6527,0.02285275,0.02186810,72800.7898,1616832.0541,0.02186810,72800.7898,73554.4616,77070.1917,71130.3666,67338.6112,1616832.0541,0.02186810,361894.4210,337107.8806,1327738.4230,1352524.9633,0.01795803,0.01829328,0.00033420,104.7967,2249.0962,58.7228,15243.1928,1143.2395,648558.1681,259.5789,104.2530,104.9594,5.0,13.8709,51.6356,170.2707,324.3145,1367.8654,12.4338,-2.1006,23.380927,98.614016,7.555145,7,1,103273,16,0.22916432,0.02350320,0.01223882,0.00072257,0.040033,0.900178,0.078147,0.01461320,2026-03-22,2026-08-06,114,1520,238,138,0.826087,0.993270,0.994812,0.763881,5,0.889261744966443,0.3221476510067114,0.3221476510067114,0.8087248322147651,0.8087248322147651,0.8020833333333334,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01082412,D 净利最高二十分位 · 优先留存,266,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2142,40.99922351588527,87.80654098498157,95064740.9892,84908987.4925,1736469.5040,913177,21320,-0.01826618,-0.04213849,-0.01061208,-0.01874847,-1736469.5040,95064740.9892,OK,45848.9745,69711.8973,3.9828,96.0172,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,69711.8973,66674.3874,75505.3777,76636.5225,74830.5230,3.982799,4.025557,4.238137,4.649652,4.469776,96.017201,95.974443,95.761863,95.350348,95.530224,4.991,363358.7079,320325.4011,1327261.8217,1370295.1284,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1666757.6067,81484469.5761,1690620.5295,1620908.6322,23862.9228,0.01778389,0.01705058,69711.8973,1620908.6322,0.01705058,69711.8973,66674.3874,75505.3777,76636.5225,74830.5230,1620908.6322,0.01705058,363358.7079,320325.4011,1327261.8217,1370295.1284,0.01396166,0.01441434,0.00025102,104.1033,3982.5979,81.4479,21176.4574,1301.7013,1159326.1096,260.0000,118.2924,100.2479,5.1431,15.3218,51.8914,170.2707,330.3478,1372.6486,12.8578,-2.5716,21.560662,89.588043,6.794464,5,1,114318,16,0.24278358,0.01826618,0.04213849,0.00053998,0.037418,0.893170,0.063628,-0.03152641,2026-03-22,2026-08-06,82,1334,175,138,0.594203,1.180000,1.136299,0.809279,5,0.8926174496644296,0.4697986577181208,0.4697986577181208,0.8926174496644296,0.8926174496644296,0.8888888888888888,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01275223,D 净利最高二十分位 · 优先留存,267,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1306,40.97866681448017,87.85058860743386,100924653.3466,90682378.2093,1771059.6153,960285,22292,-0.01754833,-0.01983770,-0.01687581,-0.01808116,-1771059.6153,100924653.3466,OK,53775.5822,61255.0938,3.9777,96.0223,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,61255.0938,68381.4758,50417.0547,39463.9787,30972.0734,3.977719,4.019110,4.222245,4.614884,4.460478,96.022281,95.980890,95.777755,95.385116,95.539522,4.9913,250489.6764,241945.1875,1466794.3568,1475338.8457,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1709804.5215,87034124.6649,1717284.0332,1656028.9394,7479.5117,0.01701551,0.01640857,61255.0938,1656028.9394,0.01640857,61255.0938,68381.4758,50417.0547,39463.9787,30972.0734,1656028.9394,0.01640857,250489.6764,241945.1875,1466794.3568,1475338.8457,0.01453356,0.01461822,0.00007411,105.0986,4067.9337,79.4482,20835.9955,1239.3699,1187348.8629,262.2588,107.0065,104.5511,5.1431,15.5674,51.8942,172.2808,337.9149,1366.2755,12.9089,-2.5716,21.706529,87.764982,6.751187,5,1,123521,16,0.22706025,0.01754833,0.01983770,0.00059301,0.036700,0.898516,0.067972,-0.00296190,2026-03-21,2026-08-06,85,1429,193,139,0.611511,1.023486,1.018153,0.756868,5,0.8959731543624161,0.4966442953020134,0.4966442953020134,0.9295302013422819,0.9295302013422819,0.9270833333333334,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01247111,D 净利最高二十分位 · 优先留存,268,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2093,40.96764192698231,87.87423026241963,100737002.1686,91012132.1055,1793227.2301,992796,22248,-0.01780108,-0.00183373,-0.02177920,-0.01827483,-1793227.2301,100737002.1686,OK,47724.8000,76710.9104,3.9812,96.0188,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,76710.9104,79611.2046,69145.0235,82107.0997,85583.6464,3.981221,4.022993,4.236991,4.641380,4.476573,96.018779,95.977007,95.763009,95.358620,95.523427,4.9926,393157.8847,366002.7897,1352344.5454,1379499.6404,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1716516.3196,87345303.6127,1745502.4301,1668791.5196,28986.1104,0.01732732,0.01656582,76710.9104,1668791.5196,0.01656582,76710.9104,79611.2046,69145.0235,82107.0997,85583.6464,1668791.5196,0.01656582,393157.8847,366002.7897,1352344.5454,1379499.6404,0.01342451,0.01369407,0.00028774,101.4680,4090.8006,80.6017,22138.6078,1295.6844,1243666.6934,274.6667,104.1564,100.8196,5.137,14.7043,51.8914,166.3617,311.6013,1333.3405,12.6494,-2.5716,21.191111,90.676673,6.900547,4,1,124035,16,0.19944979,0.01780108,0.00183373,0.00052438,0.035369,0.903463,0.066836,0.01994547,2026-03-22,2026-08-03,81,1384,184,135,0.600000,1.033096,1.026495,0.664833,5,0.8993288590604027,0.4798657718120805,0.4798657718120805,0.9228187919463087,0.9228187919463087,0.9201388888888888,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01248344,D 净利最高二十分位 · 优先留存,269,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1307,41.00369901284839,87.7969570226323,109790117.5660,98758162.3165,1814408.6195,1038199,23334,-0.01652616,-0.00880384,-0.01905557,-0.01704966,-1814408.6195,109790117.5660,OK,57475.9636,75002.1579,3.9835,96.0165,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,75002.1579,71432.1437,88068.1371,83959.1885,90043.4685,3.983512,4.027595,4.228505,4.646788,4.489945,96.016488,95.972405,95.771495,95.353212,95.510055,4.9913,408505.0957,370024.3358,1348427.5602,1386908.32,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1739406.4616,94769037.7669,1756932.6559,1681930.4980,17526.1942,0.01600265,0.01531951,75002.1579,1681930.4980,0.01531951,75002.1579,71432.1437,88068.1371,83959.1885,90043.4685,1681930.4980,0.01531951,408505.0957,370024.3358,1348427.5602,1386908.32,0.01228187,0.01263236,0.00015963,105.7506,4232.3717,77.7581,21345.9838,1292.3138,1291648.4420,274.5176,107.6918,105.1298,5.1431,15.1691,51.8914,170.2555,324.058,1368.9983,12.8426,-2.5716,21.36298,90.248901,6.971427,4,1,127471,16,0.24673055,0.01652616,0.00880384,0.00058199,0.037858,0.899518,0.063936,0.01025174,2026-03-21,2026-08-04,85,1404,204,137,0.620438,1.024369,1.018357,0.822435,5,0.9026845637583892,0.5268456375838926,0.5268456375838926,0.9798657718120806,0.9798657718120806,0.9791666666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01218948,D 净利最高二十分位 · 优先留存,270,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
