subnet_24,n_ip,n_member,n_lv3_chain,n_orders,stake,game_pnl,valid_bet
171.241.72.0/24,10,20,3,580,4282.9063446345,13.6341763642,4028.3649175285
180.75.236.0/24,37,20,8,6818,76522.8755222156,-4230.0102566580,70900.9371199982
27.76.87.0/24,11,20,8,3105,37181.9486147444,-42.7252328210,33970.3962579434
131.226.115.0/24,25,20,6,566,11079.6626928997,2193.0220202782,10110.0028933391
14.234.37.0/24,17,20,6,304,34558.0055640134,-6553.2796825944,31290.0628910648
184.22.98.0/24,18,20,9,813,12252.0518364650,111.2534000819,10714.8401274265
114.122.115.0/24,32,20,9,503,58034.9509500195,1671.8993418504,51190.4971098709
113.170.245.0/24,17,20,4,226,45778.1742960457,30.9484179910,40741.9920262547
115.75.65.0/24,14,20,6,423,13795.8143939330,-2156.7455010570,12552.3996854866
106.192.102.0/24,23,20,5,542,80201.1015988029,4156.7016528178,72085.4865218673
113.180.74.0/24,6,20,7,106,852.4944484122,76.2999194542,768.5516278736
182.63.58.0/24,30,20,10,941,133040.1740541386,-1664.7239707435,119890.5679881439
103.232.120.0/24,2,20,7,474,60353.7681257533,-6568.0333140024,51455.1534669054
21.153.16.0/24,8,20,4,981,19217.6512495666,-1571.8902406016,18049.1816090738
167.179.38.0/24,31,20,9,4278,387825.7276652083,16222.0336428832,354154.9622783755
14.31.169.0/24,20,20,9,916,102231.0000000000,-5213.1000000000,91714.0000000000
14.163.25.0/24,1,20,3,35,916.9436955216,15.9673324084,725.3357066200
106.101.83.0/24,30,20,6,686,141055.8964526327,-31612.4197924199,129955.2289463428
27.240.234.0/24,18,20,11,2112,112771.9965420358,-1608.9476641762,102406.5199206620
171.226.217.0/24,20,20,4,748,44748.2031117407,7504.1809151424,40386.5959223137
113.187.249.0/24,16,20,6,523,7563.1686288704,-569.0079436074,6835.5877474123
42.113.239.0/24,21,20,5,535,16729.5649773138,-625.4614291183,15422.2561718903
111.90.227.0/24,26,20,6,351,31472.8258395055,497.3819806052,27588.8190438327
171.239.125.0/24,14,20,7,280,45357.5356366619,-20094.3420222363,43957.5444300387
42.119.37.0/24,13,20,5,785,52736.6142740281,-4022.3456467866,48946.8951200288
14.229.32.0/24,9,20,5,2277,23917.4215145310,-883.9115583386,21470.5955398998
27.78.47.0/24,16,20,6,1917,451791.4752469300,7718.6577159674,402245.3569897019
184.22.99.0/24,20,20,9,782,20274.0486911210,63.1986748969,18411.8299422420
182.63.62.0/24,34,20,10,716,175207.4092764280,-2549.2708885745,162101.7112986437
152.59.145.0/24,26,20,4,777,15527.9452460926,1260.9380748523,14298.9479828388
223.204.14.0/24,17,20,9,359,7671.3310586255,468.6734771760,6701.2028348174
116.100.232.0/24,11,20,4,266,3261.9914573355,-203.3748645013,3040.4375066966
116.108.34.0/24,18,20,3,75,24152.1224721518,-3742.9108045158,21735.4136511954
182.5.245.0/24,29,20,10,924,14575.9491093461,-220.1740840900,13362.8198497676
223.104.7.0/24,31,20,8,389,95610.0000000000,-11680.2500000000,88820.0000000000
123.110.75.0/24,2,20,9,15926,579319.1934575957,-34624.2847955298,515868.2844570635
211.90.238.0/24,31,20,6,1244,175735.0811907908,-19059.1056156918,164153.4742895734
103.22.183.0/24,8,20,9,466,19425.1496926359,-485.6134252569,17906.1564054873
117.136.47.0/24,33,20,8,1225,106740.0000000000,-9135.5500000000,100345.0000000000
101.10.5.0/24,16,20,10,804,97680.5861476947,-6291.1568721238,88114.7631879757
14.31.225.0/24,18,20,8,268,46886.6739130435,-1150.5260869565,44304.6739130435
113.161.237.0/24,11,20,5,1747,53360.3061871175,-538.8754986056,49781.8862477072
116.130.206.0/24,26,20,4,1197,179628.0000000000,-28857.5000000000,169817.0000000000
113.163.216.0/24,8,20,6,463,56868.4765463615,-2619.1031156446,52306.0172286963
27.240.58.0/24,20,20,7,739,79365.1248076904,7444.8346963057,71782.0440614044
27.66.98.0/24,12,20,7,116,142534.9546852175,-5100.1776838221,132519.7192431768
27.51.129.0/24,19,20,12,644,82460.0927048216,-1188.8973778400,74695.8324915385
211.97.130.0/24,41,20,6,2422,573481.0000000000,15696.8500000000,520309.0000000000
112.202.49.0/24,7,20,5,1406,11420.7220568924,-488.9806397997,10350.1221447084
183.81.12.0/24,15,20,7,644,10929.6417055051,-304.2295907655,9969.6356970032
182.3.5.0/24,39,20,9,4727,107126.8312820719,-7386.1668720965,99804.9920634849
182.3.4.0/24,70,20,9,7301,213817.7905117601,-7287.5297827607,195889.1255928156
117.136.92.0/24,31,20,6,2326,103367.0000000000,1881.1500000000,93916.0000000000
14.244.133.0/24,4,20,5,3966,12440.7856292899,-624.7145981007,12332.5812843042
101.128.99.0/24,18,20,8,320,9738.2904339187,-1008.7910264974,8497.0476384219
124.217.92.0/24,7,20,4,441,5450.3128121456,306.9863866516,4975.0284482604
14.224.166.0/24,12,20,7,840,23848.1877661013,-17.3014474435,21628.3711891878
14.235.99.0/24,5,20,6,1842,77837.4513168125,1792.9168385927,70860.7740925081
180.235.119.0/24,5,20,3,1604,13397.0137585425,-2166.9592079709,12182.9489739417
114.5.104.0/24,46,20,10,1351,47615.0058612950,-3534.5373307339,41419.7214946834
171.252.120.0/24,12,20,6,666,141965.9555920109,1101.4107134400,134664.1382879176
171.239.231.0/24,12,20,4,12111,2511360.5656609198,-29269.1963424711,2270568.6688604307
123.28.233.0/24,14,20,4,292,30010.0611774231,-5920.7657518456,27701.4535272372
39.194.5.0/24,25,20,11,907,105558.0902115715,-5246.4000575413,95452.5331902879
183.80.107.0/24,12,20,4,205,3473.1494109891,-493.9462009023,3232.5067380361
116.104.90.0/24,13,20,5,187,51975.3561962682,4574.1895145732,45466.5884614323
116.108.29.0/24,13,20,8,908,147436.4259226245,-469.7108689836,132643.5839353067
175.176.0.0/24,53,20,7,2472,59006.6409800715,-2496.1408491169,54076.3862359050
111.90.184.0/24,6,20,6,730,179504.0240625349,-17611.0744817382,157539.8328969183
152.59.173.0/24,39,20,2,384,2540.4580276218,-126.3832775493,2134.3223543536
116.108.254.0/24,14,20,4,101,29683.4232203164,8652.0608571898,28796.5674882306
114.8.203.0/24,21,20,6,244,9972.6793195402,454.0342332838,8428.5016198952
212.97.71.0/24,46,20,6,819,53845.4457574277,-1309.0114605804,49239.5958264141
114.10.68.0/24,26,20,8,942,55918.7240083299,-5236.7579026807,51869.8665191253
116.101.201.0/24,21,20,6,1073,225529.6607553787,-455.5786043648,198148.1956595011
158.140.173.0/24,24,20,10,708,22531.4989589106,-3262.9378772005,20936.9776774237
223.205.93.0/24,10,20,5,515,19258.7415128021,-516.0408665268,17025.4387350665
116.106.160.0/24,14,20,8,916,29179.1310337023,-3636.9550499248,25207.7862227380
27.240.240.0/24,18,20,9,1380,214926.3782324588,-10987.5286511351,195055.1137462313
27.74.171.0/24,16,20,7,592,50742.8258810509,1853.6806369791,46125.5304002508
14.179.41.0/24,13,20,6,1237,52723.5303527425,1827.4811914951,48217.2046000801
120.230.15.0/24,4,20,3,429,17553.0000000000,934.5000000000,16153.0000000000
113.190.233.0/24,2,20,6,184,7336.9545757600,-271.6609260471,6311.8283159848
113.177.211.0/24,7,20,4,1582,18486.1154358165,678.6073223071,16964.2412561458
14.234.192.0/24,14,20,6,504,19207.8211224286,-1350.1533909681,17246.9466982293
171.241.55.0/24,15,20,5,260,4154.1323140641,-149.5580987543,3901.3862734093
123.25.58.0/24,8,20,6,1845,26537.0244534779,-108.2589286872,23613.7029068510
14.161.241.0/24,11,20,6,971,10471.6701486310,-1279.5551403548,9540.5448521476
115.75.72.0/24,3,20,5,417,12178.2335490422,-423.7033622195,11011.4393553296
14.24.162.0/24,20,20,7,188,59233.0000000000,-6898.7500000000,50980.0000000000
171.246.196.0/24,13,20,4,298,7828.8722632185,-1579.6496849197,7237.8997069531
183.46.197.0/24,12,20,9,320,69352.0000000000,954.4000000000,63155.0000000000
49.216.99.0/24,8,20,7,5853,215583.6964091143,6111.2852409353,198676.8013856729
113.160.115.0/24,13,20,7,870,57398.9495675992,-974.9773882553,51354.8490677579
222.253.180.0/24,11,20,6,8792,1306401.2666037080,36697.9551895509,1180685.6361033422
113.183.157.0/24,7,20,4,230,59023.8923093932,-16383.2395964609,52269.3168559539
103.117.148.0/24,10,20,11,317,9424.7575430404,6.8242479386,7710.8829655558
171.226.215.0/24,17,20,6,70,1961.6192465446,-552.3846415234,1848.3005553956
101.12.146.0/24,17,20,8,2422,325759.1920267570,6159.8890260022,301272.4100650115
182.2.181.0/24,19,20,10,476,71351.9887271140,-3832.0088902429,62912.6975920027
182.63.34.0/24,35,20,8,821,74781.9341825804,1751.2614037702,68324.9447851532
222.254.55.0/24,5,20,4,1698,69881.0362024667,-1403.2342016653,63612.9756241905
49.48.124.0/24,14,20,10,922,80552.1248827537,-461.1067660183,73056.7839486789
114.122.73.0/24,27,20,11,434,25026.0606577960,74.3559745768,21256.8755804603
112.82.180.0/24,19,20,2,643,28010.0000000000,-4739.9000000000,25860.0000000000
116.107.193.0/24,5,20,4,226,14365.5581009235,1399.2867954691,13655.7862846102
223.160.119.0/24,25,20,6,1643,196714.0000000000,17073.9500000000,181392.0000000000
116.105.108.0/24,6,20,4,138,4466.7765438577,-179.2088510439,4161.9275225825
14.234.21.0/24,6,20,5,805,24836.5821001805,-1672.3268952562,22567.8422736016
14.26.170.0/24,19,20,8,862,69365.0000000000,5575.5000000000,64119.0000000000
1.52.144.0/24,9,20,3,378,15734.2354310186,-1554.6800881860,13611.1850767078
116.106.235.0/24,15,20,7,1732,56691.6934351143,1562.1086131628,51586.1717987259
223.104.115.0/24,52,20,6,903,1097274.0000000000,3906.9000000000,985699.0000000000
116.109.129.0/24,17,20,5,390,13498.6076820095,311.6973919521,12333.7960497061
171.239.211.0/24,11,20,6,608,23472.2537780376,1763.1859862906,22376.5095083803
14.187.244.0/24,15,20,4,114,4850.9493767434,-107.7495226256,4769.8269402844
223.24.153.0/24,25,20,10,497,10161.5482801714,-1252.3724683080,8997.9433954609
182.6.85.0/24,22,20,8,514,12497.2535959087,430.7702442656,11462.0276775109
112.215.160.0/24,44,20,8,450,10865.5952117942,-1334.0412507723,9883.4379655835
116.106.153.0/24,17,20,6,595,11924.5354411663,-1267.6921346079,11098.8509686687
152.58.121.0/24,34,20,5,363,5923.2224697096,-460.6822120537,5361.6332246150
182.8.179.0/24,39,20,9,1414,39510.4157452626,180.8567689883,36608.4811539364
222.252.5.0/24,6,20,5,444,50153.6311664604,-2401.8083789008,46175.5525388133
112.224.161.0/24,32,20,5,929,94842.0000000000,-391.1000000000,88824.0000000000
14.26.128.0/24,21,20,8,149,54827.0000000000,-21628.3500000000,54127.0000000000
112.224.143.0/24,27,20,5,551,46228.0000000000,76.4500000000,43648.0000000000
118.69.10.0/24,13,20,5,569,59097.9703847898,-1718.4188657443,54405.6227357917
158.140.170.0/24,22,20,10,277,6137.5618773390,-372.6693351060,5749.9887344411
27.53.121.0/24,19,20,10,1765,69028.6810567124,-6083.1788853877,63699.4973523442
172.226.214.0/24,25,20,4,620,30550.0454688395,-949.3613995686,26182.8848438293
110.28.33.0/24,21,20,8,1508,158973.8754025948,12356.6797443325,141627.7466142259
14.224.73.0/24,9,20,4,4083,6311116.8331265803,-5217.7780919235,5722046.5210445179
119.63.83.0/24,22,20,6,1909,22958.6099176908,95.7346398418,21140.2663161833
113.188.152.0/24,12,20,6,505,14091.8127870420,295.0540477625,12839.4925633808
37.111.41.0/24,25,20,8,1597,59042.4183383893,-3767.5109061435,54448.3538909135
183.39.98.0/24,19,20,9,190,13691.5728117055,2108.8959225923,11899.2468998975
49.216.43.0/24,19,20,7,2557,157199.2069171109,-11364.6933242785,141834.3152632455
113.170.190.0/24,16,20,5,4595,140296.9259125230,-148.3914906364,128407.9207669639
58.186.226.0/24,10,20,6,681,42752.0268813301,-8731.4289572222,35080.8255610018
14.236.255.0/24,6,20,5,561,5899.3275255094,-277.3126113423,5552.7429082693
110.28.96.0/24,19,20,8,1471,109964.4192991232,-13479.2946556163,97730.3315584345
183.80.50.0/24,8,20,5,2006,233121.5692181998,-7210.3016401309,211265.4570937391
27.130.86.0/24,19,20,10,913,57780.9309376751,-3523.8410486669,52546.7804047550
27.51.89.0/24,19,20,13,385,46249.3489409148,-7412.3834869616,42910.3789014805
14.172.76.0/24,18,20,4,477,10274.3444838059,-838.6898602489,9513.3473309344
113.182.154.0/24,9,20,5,590,5058.4114423281,-655.0618425001,4785.5791972029
103.164.183.0/24,7,20,6,137,26612.0203862028,-1866.0802547227,25513.9791040990
171.229.229.0/24,15,20,3,755,1204062.4248899241,39290.2792886052,1093371.7563640587
110.28.24.0/24,18,20,10,428,36459.1150390237,-6407.4101280272,31579.8463454544
27.240.56.0/24,19,20,10,1255,146226.7606979430,-14751.9897478700,129370.1872624987
171.246.138.0/24,14,20,8,1370,32140.4602440141,-1963.1694452015,29258.9919835031
113.84.162.0/24,22,20,9,364,44420.4281382656,3131.9825911808,38089.4281382656
1.54.244.0/24,14,20,5,787,37601.0317903266,-3703.9940918717,33687.2147726983
42.112.144.0/24,15,20,7,276,5105.1041497038,-920.8578032728,4712.3182522129
49.48.128.0/24,13,20,7,553,19924.1849185221,-2400.5307257761,17868.4909613585
14.165.57.0/24,4,20,3,757,22341.9423995758,1134.3630857861,20680.6485101171
14.175.5.0/24,10,20,6,788,57652.5206907076,-1664.9607771759,51782.5670048671
1.55.86.0/24,13,20,6,216,15508.8467808462,-980.5067908840,14589.5303736096
110.54.168.0/24,26,20,5,1013,48107.9913729490,-2623.3283138082,44590.6732978954
116.103.42.0/24,13,20,6,606,14128.1067436161,-617.4903211053,12586.5748954863
1.55.186.0/24,12,20,6,753,81514.4088013564,1052.6398802560,75436.7347604708
14.225.43.0/24,18,20,6,134,9393.0870510361,1167.0793656751,8200.0970171323
27.76.9.0/24,13,20,6,245,14558.7755708011,263.0124796953,13145.7036938543
27.65.237.0/24,12,20,8,732,13920.8535323027,-876.1486426412,12541.0602615385
49.216.107.0/24,25,20,9,1048,173588.3544719727,16970.3884543255,160171.5580207061
115.73.120.0/24,10,20,5,372,6298.3470804585,-493.0518413188,5834.8988168934
116.98.239.0/24,10,20,4,2056,22946.0283898799,-1663.1688804285,21554.4681211638
14.234.59.0/24,14,20,5,121,10485.4828071618,1870.8697786940,9766.6095048697
210.14.102.0/24,59,20,7,8411,1103362.4339254460,-15158.0920899240,999568.6407988295
182.63.60.0/24,24,20,10,660,117172.1244177045,-15439.2540914234,107663.1285097287
183.9.99.0/24,20,20,9,893,98035.0000000000,-7706.2000000000,88265.0000000000
49.48.143.0/24,14,20,9,1082,134625.7082335589,-12821.3959155055,117539.0423691834
27.53.176.0/24,17,20,12,619,83093.1297219139,7562.7660946449,74926.7351834808
113.22.23.0/24,15,20,8,410,26341.7327676181,973.7293610138,23376.5943729443
27.76.85.0/24,11,20,8,1044,11398.8329941891,1180.5339170206,10437.4878309404
101.9.37.0/24,23,20,8,2615,92060.0574089971,2041.6236489834,83178.1614598496
14.173.58.0/24,7,20,5,81,3339.0731975788,409.9388229852,3015.4847266332
14.228.2.0/24,11,20,7,3241,264810.6072825398,-14075.8494169011,239697.2531196348
101.12.150.0/24,23,20,9,419,149673.0279008539,10251.2549657997,139431.8575667223
113.184.66.0/24,8,20,4,136,7021.9182617448,1107.5103580511,6394.4187013267
118.71.34.0/24,12,20,7,513,21073.2732243245,-1073.8387519106,19674.6194608960
27.68.104.0/24,11,20,5,226,5673.8375247071,-513.5296085975,5094.6926652366
182.1.228.0/24,40,20,9,755,101925.5000267729,-1332.6375403838,90525.7787196755
171.229.230.0/24,16,20,7,91,13187.7798790128,-5723.1346699470,12468.0593074304
14.24.224.0/24,20,20,6,301,19263.0000000000,1419.7500000000,17927.0000000000
162.128.185.0/24,11,20,10,341,10448.8957334998,1642.8340534629,9610.9710571308
49.125.222.0/24,38,20,8,789,149268.1809639709,5825.0612781072,133496.6245949656
27.78.150.0/24,16,20,5,2011,372737.9201548143,-7628.4837686100,340809.4353662668
182.4.69.0/24,41,20,10,900,38127.2535676759,-4879.7696090039,34591.4095486350
123.16.141.0/24,6,20,3,186,4345.8538149848,407.8200558236,3973.4763088502
171.229.246.0/24,12,20,4,121,5266.5429816002,-13.2593991184,4753.5035945453
184.22.96.0/24,23,20,10,908,13860.0951049471,-1682.5835206850,12886.2445475709
116.108.253.0/24,14,20,6,323,31136.4584869371,2451.7268679714,26951.3683902712
1.53.108.0/24,15,20,3,933,5831.5585973621,-545.5548204279,5409.6991322446
43.228.85.0/24,7,20,7,529,34087.3945554310,-6421.5937096774,33237.1350046568
14.225.49.0/24,17,20,6,809,25338.8418423859,-2557.8469749042,21711.5868387879
14.166.57.0/24,3,20,4,178,3182.7647948006,986.6555497705,2860.8848442554
152.59.88.0/24,56,20,5,772,14434.8836306015,1272.6189978127,12468.2149803537
1.54.68.0/24,9,20,7,323,4679.6837409064,-97.2642319274,4469.1738850942
42.114.2.0/24,16,20,7,140,5220.8724820147,-562.3934275495,3789.5783702794
27.130.35.0/24,18,20,12,4233,70456.9222377513,2521.1943305221,64127.7325987579
152.56.132.0/24,29,20,4,448,6516.9479093640,654.5965828582,5607.6116453518
123.24.42.0/24,4,20,3,485,6676.9270748670,1258.9088045079,6197.3768994514
14.240.225.0/24,14,20,5,922,87251.7014777782,-1883.8508465580,81604.4700485152
42.105.37.0/24,27,20,3,1427,36190.0811682292,-1261.0710167649,32828.3940028407
113.160.189.0/24,11,20,6,1336,73578.9417420515,4381.7076629566,65669.6167465818
116.96.29.0/24,14,20,6,212,9320.4844858156,327.1070541346,7613.9102447749
14.224.27.0/24,11,20,7,490,6450.0529002658,159.2368690740,5710.6197918021
49.125.218.0/24,48,20,10,823,302818.0727315280,789.0043589449,282705.6478616963
110.28.129.0/24,25,20,8,1335,67632.8618748373,-4255.6567502451,62608.7359311661
171.6.119.0/24,14,20,11,5424,95827.4223004561,-7821.6184713317,88440.0180147771
113.170.183.0/24,15,20,4,2457,26994.9176450096,-642.9089623031,24765.3264895444
117.5.224.0/24,15,20,4,366,6829.0684890693,834.3490800130,6318.1823770408
27.70.231.0/24,10,20,6,304,20840.8272696403,-7661.8332229053,20250.8690098346
14.173.224.0/24,7,20,4,301,7219.8689070643,421.6213434555,6522.8824990277
114.124.247.0/24,18,20,9,309,21999.2140310023,1785.7468490142,20000.8224771329
27.2.112.0/24,23,20,8,4704,66694.0024739153,1048.5419393733,59682.5200756481
171.241.42.0/24,16,20,6,635,5251.8030831562,-191.3975030011,4755.1154949164
14.150.68.0/24,20,20,7,662,110436.0000000000,2221.0500000000,99361.0000000000
14.179.131.0/24,9,20,5,406,8356.4666581362,-123.2060413545,7486.4606045528
124.13.195.0/24,19,20,8,1377,36087.4429180226,-1230.4017669638,32542.5343014008
27.70.136.0/24,14,20,5,1279,386512.1520088870,-30832.8153747480,351038.6206387628
14.233.202.0/24,3,20,4,1322,91281.4404437520,-722.8389739304,81816.6267690469
171.240.221.0/24,11,20,8,985,64968.8537494466,-2733.2246413247,60899.6387830358
14.241.90.0/24,6,20,5,782,17127.5226038587,-2472.4384963049,15463.4069348020
14.181.171.0/24,13,20,5,1469,57663.2008634486,-2624.7049616038,52358.7397871657
171.242.51.0/24,15,20,4,5194,42290.5515599832,-1536.5063534000,38565.0221490722
120.229.131.0/24,20,20,5,270,17987.0000000000,14.5000000000,16079.0000000000
43.230.96.0/24,31,20,6,22125,687584.7476554623,-10907.4948505445,625684.8458909788
171.236.188.0/24,13,20,6,288,25494.6796897809,1339.1582620272,24366.9204748889
45.32.39.0/24,2,20,2,56,1920.0000000000,-177.6500000000,1907.0000000000
58.136.198.0/24,6,20,9,2557,10124.8785031935,-283.5370915475,9637.6018298884
103.120.114.0/24,12,20,8,3606,34993.0626971229,-5142.6361969574,33593.6699867271
39.10.22.0/24,20,20,8,1564,377758.3679839846,-26641.0429946828,327826.9926160322
118.69.98.0/24,16,20,5,1424,9446.5784932530,-751.6847234815,8738.2602949243
14.167.170.0/24,6,20,4,711,11302.5256792018,104.1772094446,10168.8386637392
171.246.201.0/24,15,20,6,4033,139673.3018358734,-10151.4985381752,130653.1339297845
118.68.47.0/24,13,20,4,148,3917.7700352223,-1239.7169339887,3491.0802239458
117.0.201.0/24,14,20,4,426,12614.7611222003,-3324.0246420178,11837.5459727218
116.96.19.0/24,10,20,5,174,18143.0725515419,-3375.4948577776,16617.6701559035
27.76.204.0/24,18,20,5,523,65582.7918219429,-173.1286089135,58496.1455632624
27.72.40.0/24,4,20,7,398,30247.0276145010,3975.1280863332,23405.3962657802
171.246.189.0/24,12,20,6,242,5967.3438368014,248.7803552665,5454.5348957644
152.59.184.0/24,34,20,2,218,2747.2785524666,-329.9337666134,2468.8272393610
49.35.194.0/24,25,20,2,199,1044.3718144206,79.1292951645,868.5903175962
106.194.140.0/24,9,20,1,53,682.0188802383,-63.1752651054,582.1014919065
42.117.194.0/24,15,20,7,906,218601.8697337638,15.3122204396,194718.6541855989
113.175.196.0/24,15,20,5,3344,268247.0296330545,-1985.4573424560,245069.7861603048
116.102.241.0/24,11,20,6,491,11017.0436201471,1938.2063635083,10453.7219664803
