bet_ip,n_member,n_lv3_chain,member_per_chain,n_orders,stake,game_pnl,net_pnl
5.102.124.23,68,1,68.0000000,237,16810.5158730168,-4598.2142857146,-4598.2142857146
14.191.108.104,67,1,67.0000000,167,2117.6347407277,-6.7403083529,-6.7403083529
101.43.218.100,66,1,66.0000000,1750,538782.0000000000,-14239.2000000000,-14239.2000000000
14.249.160.148,65,1,65.0000000,165,10843.9838506429,616.0542083471,616.0542083471
14.189.53.100,65,1,65.0000000,197,3354.6620322828,20.4202543645,20.4202543645
14.191.108.145,130,2,65.0000000,309,3439.7822160576,-88.4485511611,-88.4485511611
136.158.40.232,126,2,63.0000000,2147,26589.3954103616,-142.1905396054,-142.1905396054
14.207.40.117,62,1,62.0000000,117,4657.6462412626,-977.5988227117,-977.5988227117
103.86.50.12,121,2,60.5000000,268,13157.3711362908,-205.9327359982,-205.9327359982
115.76.54.7,120,2,60.0000000,280,10728.2771200629,523.1300010655,523.1300010655
49.48.89.148,59,1,59.0000000,1356,67895.8527052826,182.4295811082,721.9510280789
113.177.152.162,57,1,57.0000000,636,5638.9024609812,347.1340036484,347.1340036484
120.29.79.195,56,1,56.0000000,69,4284.5307529167,-69.2658624960,-69.2658624960
155.137.82.29,55,1,55.0000000,137,19184.0000000000,-1856.2000000000,-1856.2000000000
14.249.5.37,55,1,55.0000000,116,1644.9587463028,-94.9094494319,-94.9094494319
113.181.125.138,158,3,52.6666667,681,8555.3490563649,-421.6161034495,-421.6161034495
171.226.25.73,52,1,52.0000000,110,3223.3495985353,-149.8592931103,-149.8592931103
14.166.33.241,206,4,51.5000000,972,13681.7186294001,278.9128725122,278.9128725122
115.76.54.72,51,1,51.0000000,293,3519.9423972038,-346.0025201239,-346.0025201239
14.188.190.43,51,1,51.0000000,222,3505.6437817670,-414.4237978992,-414.4237978992
14.185.76.75,50,1,50.0000000,288,7521.4446112118,-16.4998896849,-16.4998896849
122.155.29.108,145,3,48.3333333,825,47734.8715119987,-784.5081690390,-784.5081690390
113.164.203.157,48,1,48.0000000,105,514.8250057849,8.4346953994,8.4346953994
14.249.205.119,48,1,48.0000000,115,678.1186514771,18.8494869758,18.8494869758
117.5.185.161,48,1,48.0000000,156,1321.9537814101,24.0380115867,24.0380115867
14.235.168.11,47,1,47.0000000,134,2157.8850356805,-23.6327250704,-23.6327250704
103.164.182.18,47,1,47.0000000,150,556.5726890842,-60.8815219360,-60.8815219360
116.107.74.150,45,1,45.0000000,497,644385.3466854923,-38541.6158393101,-38541.6158393101
58.186.63.217,45,1,45.0000000,216,2698.8739556849,-26.7111203362,-26.7111203362
14.181.150.141,44,1,44.0000000,96,3105.7770332176,-417.3625107975,-417.3625107975
14.224.62.146,44,1,44.0000000,44,16.2652002159,-16.2652002159,-16.2652002159
136.158.7.176,43,1,43.0000000,57,1251.6190606035,-47.7196809601,-47.7196809601
171.97.185.50,43,1,43.0000000,226,54983.0900115522,-1032.8536918381,-1032.8536918381
184.22.175.158,86,2,43.0000000,231,527.2555403858,-102.0691103880,-102.0691103880
116.99.254.114,43,1,43.0000000,134,5434.7211150256,-94.0159950626,-94.0159950626
49.150.111.20,42,1,42.0000000,98,5681.5701908646,-54.0009282664,-54.0009282664
42.116.206.214,124,3,41.3333333,868,26189.5109059095,-581.5605795671,-581.5605795671
123.16.86.36,124,3,41.3333333,366,13167.7131441032,-20.8733329874,-20.8733329874
162.128.159.214,41,1,41.0000000,583,14967.9008002879,-90.1855597659,-90.1855597659
123.19.124.43,120,3,40.0000000,162,6301.6730655644,-475.8251673865,-475.8251673865
113.177.101.164,40,1,40.0000000,231,211133.5595672771,483.5893271354,483.5893271354
171.97.4.139,39,1,39.0000000,202,46101.2549564666,-612.7110329884,-612.7110329884
14.239.195.89,39,1,39.0000000,179,2909.6635943502,134.3298995695,134.3298995695
58.8.10.230,38,1,38.0000000,220,2354.5762989001,228.2017741079,228.2017741079
113.167.128.107,38,1,38.0000000,70,1608.7057547822,-107.9957658842,-107.9957658842
113.186.217.18,38,1,38.0000000,165,5168.7191800279,-6.8029845357,-6.8029845357
183.182.117.189,38,1,38.0000000,1150,156460.8731870734,-1257.9581915470,48.6871649636
1.52.236.104,38,1,38.0000000,65,514.8064957528,-22.4743758553,-22.4743758553
21.151.58.21,37,1,37.0000000,61,354.9374708128,26.5943645887,26.5943645887
42.113.136.49,111,3,37.0000000,1942,26212.9825100553,559.8871545965,559.8871545965
121.154.137.142,37,1,37.0000000,241,41536.4541677130,-1228.8056360950,-1228.8056360950
14.207.43.22,37,1,37.0000000,53,2457.1802313701,437.8040305767,437.8040305767
14.188.253.54,37,1,37.0000000,77,1161.8494110327,-19.8744227076,-19.8744227076
103.218.237.68,37,1,37.0000000,78,2572.4276435721,327.3665394264,327.3665394264
171.4.239.174,36,1,36.0000000,52,11176.0618076281,-88.0717818750,-88.0717818750
171.97.194.82,36,1,36.0000000,136,33652.0987498131,-352.9926422523,-352.9926422523
58.10.179.146,36,1,36.0000000,189,43199.3214241935,-192.3414953197,-192.3414953197
136.158.67.10,35,1,35.0000000,621,38969.0898651976,-373.5549793311,-373.5549793311
183.182.115.56,35,1,35.0000000,482,40993.4985356135,-1855.8565108116,-1524.4587998252
58.10.169.23,34,1,34.0000000,56,16509.3921953055,-166.0236544173,-166.0236544173
58.10.179.84,34,1,34.0000000,179,37940.9720802859,-772.8712749865,-772.8712749865
14.191.20.61,34,1,34.0000000,258,7874.7859477991,-487.4163250478,-487.4163250478
203.172.196.159,68,2,34.0000000,331,4325.6904593798,226.4833618295,226.4833618295
113.160.148.38,34,1,34.0000000,165,6029.9305097713,-373.5111088318,-373.5111088318
103.218.237.111,34,1,34.0000000,50,1454.3194084119,-74.4083765121,-74.4083765121
171.225.199.183,166,5,33.2000000,2696,20937.2534478795,-121.3939260529,-121.3939260529
27.76.86.169,33,1,33.0000000,99,605.1687191792,-73.5290320910,-73.5290320910
43.224.43.187,33,1,33.0000000,214,3785.5906288850,-82.1013640474,-82.1013640474
58.10.164.59,33,1,33.0000000,124,32339.2470261222,-1311.3988472386,-1311.3988472386
21.141.104.90,33,1,33.0000000,42,182.9173369320,-16.6441803752,-16.6441803752
14.188.104.161,33,1,33.0000000,62,889.4193347516,-15.5804057912,-15.5804057912
218.20.67.152,33,1,33.0000000,1278,54934.0000000000,-1499.9500000000,-1499.9500000000
171.97.22.143,33,1,33.0000000,183,41241.9250981432,-793.3759840472,-793.3759840472
171.250.167.48,130,4,32.5000000,1032,42475.8305791339,-2471.3354036513,-2471.3354036513
103.25.77.130,129,4,32.2500000,1218,42066.3167989933,-711.9071149321,-543.5022326226
171.97.185.28,32,1,32.0000000,235,52025.0088278638,-518.0400058153,-518.0400058153
184.22.16.83,32,1,32.0000000,52,742.5690578719,-106.1653187688,-106.1653187688
103.27.239.201,32,1,32.0000000,1157,149346.7837177872,761.3116346183,761.3116346183
122.158.75.3,32,1,32.0000000,55,3281.0000000000,-98.3000000000,-98.3000000000
136.158.41.164,96,3,32.0000000,1750,21163.0993650059,-693.8069568281,-693.8069568281
14.188.192.81,32,1,32.0000000,73,934.0872124542,-215.2299073143,-215.2299073143
116.99.254.243,128,4,32.0000000,414,22965.0799442624,-321.5870553940,-321.5870553940
58.10.179.163,32,1,32.0000000,140,38851.1710954733,-373.3536393231,-373.3536393231
184.22.61.49,32,1,32.0000000,78,16090.7467702940,-217.4141371698,-217.4141371698
184.22.159.30,63,2,31.5000000,172,165.1330411479,-8.2462663322,-8.2462663322
42.115.196.221,31,1,31.0000000,81,1342.5244623448,-93.4216301345,-93.4216301345
182.53.42.182,31,1,31.0000000,97,17127.5272489622,-239.6538275046,-239.6538275046
162.128.225.151,31,1,31.0000000,42,1222.4078796931,-437.5164893143,-437.5164893143
171.97.27.108,31,1,31.0000000,137,39813.4649721677,-704.0541959876,-704.0541959876
171.97.179.178,31,1,31.0000000,180,46624.7289416851,-632.3593000862,-632.3593000862
103.231.94.226,31,1,31.0000000,53,3111.0207891424,-31.7196206344,-31.7196206344
116.5.84.43,31,1,31.0000000,58,188.0000000000,-56.3500000000,-56.3500000000
14.187.229.151,31,1,31.0000000,74,1091.2755542761,-66.8795644318,-66.8795644318
49.228.99.54,30,1,30.0000000,37,296.3659403994,-18.9163226095,-18.9163226095
223.205.103.165,30,1,30.0000000,1472,66950.0137035487,-2094.5649653281,-1550.3109649434
58.186.76.54,29,1,29.0000000,151,21969.2802656848,-1678.2600799126,-1678.2600799126
13.124.4.233,29,1,29.0000000,78,1914.3504811700,-351.2137574669,-351.2137574669
42.114.170.19,29,1,29.0000000,10804,27750.2375876856,-338.2734441246,-338.2734441246
21.198.189.19,29,1,29.0000000,109,782.1375284677,-62.1678925740,-62.1678925740
115.76.55.88,116,4,29.0000000,241,5885.2465657734,-24.9936547239,-24.9936547239
223.204.55.190,29,1,29.0000000,917,42045.1571360321,-948.8087572448,-612.6757784138
116.109.234.247,57,2,28.5000000,510,9267.8601924717,-334.8447085079,-334.8447085079
184.22.79.75,85,3,28.3333333,382,787.5223190848,-18.3804222242,-18.3804222242
1.47.83.51,28,1,28.0000000,99,1484.9510832318,21.8619529315,21.8619529315
152.59.158.190,28,1,28.0000000,46,1728.1308545909,-130.5447470820,-130.5447470820
1.55.0.128,28,1,28.0000000,58,692.4328092320,-158.6115198925,-158.6115198925
184.22.108.71,28,1,28.0000000,64,1228.4696308476,42.6074673750,42.6074673750
171.225.198.37,140,5,28.0000000,2267,20275.7806754785,-69.8437080166,-69.8437080166
113.23.55.146,28,1,28.0000000,122,14381.8548281555,-2128.5762898206,-2128.5762898206
14.236.176.8,56,2,28.0000000,325,7927.4124597379,-301.3342304650,-301.3342304650
27.55.90.148,28,1,28.0000000,68,188.6169557187,-25.0902368169,-25.0902368169
103.60.170.89,28,1,28.0000000,35,912.4248851190,-13.2003358083,-13.2003358083
163.47.15.8,81,3,27.0000000,296,1906.6003701803,28.7383691475,28.7383691475
124.43.203.253,27,1,27.0000000,431,183360.0000000000,-54977.0000000000,-54977.0000000000
171.239.154.252,27,1,27.0000000,10206,286943.4651368665,-1714.1862372917,-1714.1862372917
183.80.155.112,27,1,27.0000000,56,1133.4004595561,-239.0468076316,-239.0468076316
103.151.76.81,27,1,27.0000000,1102,39397.0047566700,-969.0920798470,-642.7380927680
158.247.237.182,27,1,27.0000000,645,7280.0000000000,-147.0000000000,-147.0000000000
209.9.200.110,27,1,27.0000000,180,12245.3703703713,-1704.6957671965,-1704.6957671965
